 EVENT #: 6   NBS METROLOGY B165
       25466.0   -120.000
       25467.0   -132.000
       25468.0   -120.000
       25469.0   -120.000
       25470.0   -120.000
       25471.0   -120.000
       25472.0   -120.000
       25473.0   -120.000
       25474.0     24.000
       25475.0   -216.000
       25600.0   -137.600
       25601.0    -12.000
       25602.0    -84.000
       25603.0    -96.000
       25604.0   -120.000
       25605.0   -120.000
       25606.0   -108.000
       25607.0   -132.000
       25608.0   -120.000
       25609.0   -120.000
       25610.0   -120.000
       25611.0   -120.000
       25612.0    -96.000
       25613.0   -192.000
       25614.0   -108.000
       25615.0   -144.000
       25616.0   -132.000
       25617.0   -120.000
       25618.0   -120.000
       25619.0   -120.000
       25620.0   -120.000
       25621.0   -120.000
       25622.0   -120.000
       25623.0   -120.000
       25624.0   -120.000
       25625.0   -120.000
       25626.0   -168.000
       25627.0    -96.000
       25628.0   -132.000
       25629.0   -132.000
       25630.0   -120.000
       25631.0   -120.000
       25632.0   -120.000
       25633.0   -120.000
       25634.0   -120.000
       25635.0   -120.000
       25636.0   -120.000
       25637.0   -120.000
       25638.0   -120.000
       25639.0   -120.000
       25640.0   -120.000
       25641.0   -120.000
       25642.0   -120.000
       25643.0   -120.000
       25644.0   -120.000
       25645.0   -120.000
       25646.0   -120.000
       25647.0   -120.000
       25648.0   -120.000
       25649.0   -120.000
       25650.0   -120.000
       25651.0   -120.000
       25652.0   -120.000
       25653.0   -120.000
       25654.0   -120.000
       25655.0   -120.000
       25656.0   -120.000
       25657.0   -120.000
       25658.0   -120.000
       25659.0   -120.000
       25660.0   -120.000
       25661.0   -120.000
       25662.0   -120.000
       25663.0   -120.000
       25664.0   -120.000
       25665.0   -120.000
       25666.0   -120.000
       25667.0   -120.000
       25668.0   -120.000
       25669.0   -120.000
       25670.0   -120.000
       25671.0   -120.000
       25672.0   -120.000
       25673.0   -120.000
       25674.0   -120.000
       25675.0   -120.000
       25676.0   -120.000
       25677.0   -120.000
       25678.0   -120.000
       25679.0   -120.000
       25680.0   -120.000
       25681.0   -120.000
       25682.0   -120.000
       25683.0   -120.000
       25684.0   -120.000
       25685.0   -108.000
       25686.0   -156.000
       25687.0   -108.000
       25688.0   -132.000
       25689.0   -132.000
       25690.0   -120.000
       25691.0   -120.000
       25692.0   -120.000
       25693.0   -120.000
       25694.0   -120.000
       25695.0   -120.000
       25696.0   -120.000
       25697.0   -120.000
       25698.0   -120.000
       25699.0   -120.000
       25700.0   -120.000
       25701.0   -120.000
       25702.0    -96.000
       25703.0    -96.000
       25704.0   -180.000
       25705.0   -132.000
       25706.0   -108.000
       25707.0   -120.000
       25708.0    -96.000
       25709.0   -108.000
       25710.0   -120.000
       25711.0   -120.000
       25712.0   -120.000
       25713.0   -120.000
       25714.0   -120.000
       25715.0   -120.000
       25716.0   -120.000
       25717.0   -120.000
       25718.0      0.000
       25719.0   -180.000
       25720.0    -72.000
       25721.0    -96.000
       25722.0    -84.000
       25723.0   -108.000
       25724.0   -108.000
       25725.0   -108.000
       25726.0   -120.000
       25727.0   -120.000
       25728.0   -120.000
       25729.0   -120.000
       25730.0   -120.000
       25731.0   -120.000
       25732.0   -120.000
       25733.0   -120.000
       25734.0   -120.000
       25735.0   -108.000
       25736.0    -84.000
       25737.0   -180.000
       25738.0   -132.000
       25739.0   -120.000
       25740.0   -120.000
       25741.0   -108.000
       25742.0   -108.000
       25743.0   -120.000
       25744.0   -120.000
       25745.0   -120.000
       25746.0   -120.000
       25747.0   -120.000
       25748.0   -120.000
       25749.0   -120.000
       25750.0   -120.000
       25751.0   -120.000
       25752.0   -120.000
       25753.0   -120.000
       25754.0   -120.000
       25755.0   -108.000
       25756.0   -120.000
       25757.0   -108.000
       25758.0   -120.000
       25759.0   -108.000
       25760.0   -120.000
       25761.0   -120.000
       25762.0   -120.000
       25763.0   -120.000
       25764.0   -120.000
       25765.0   -120.000
       25766.0   -120.000
       25767.0   -120.000
       25768.0   -120.000
       25769.0   -120.000
       25770.0   -120.000
       25771.0   -120.000
       25772.0   -120.000
       25773.0   -108.000
       25774.0   -108.000
       25775.0   -120.000
       25776.0   -108.000
       25777.0   -120.000
       25778.0   -120.000
       25779.0   -120.000
       25780.0   -120.000
       25781.0   -120.000
       25782.0   -120.000
       25783.0   -120.000
       25784.0   -120.000
       25785.0   -120.000
       25786.0   -120.000
       25787.0   -120.000
       25788.0   -120.000
       25789.0   -120.000
       25790.0   -120.000
       25791.0   -120.000
       25792.0   -120.000
       25793.0   -120.000
       25794.0   -120.000
       25795.0   -120.000
       25796.0   -120.000
       25797.0   -120.000
       25798.0   -120.000
       25799.0   -120.000
       25800.0   -120.000
       25801.0   -120.000
       25802.0   -120.000
       25803.0   -120.000
       25804.0   -120.000
       25805.0   -108.000
       25806.0    -84.000
       25807.0   -180.000
       25808.0   -132.000
       25809.0   -120.000
       25810.0   -120.000
       25811.0   -108.000
       25812.0   -108.000
       25813.0   -120.000
       25814.0   -108.000
       25815.0   -120.000
       25816.0   -108.000
       25817.0   -120.000
       25818.0   -120.000
       25819.0   -120.000
       25820.0   -120.000
       25821.0   -120.000
       25822.0   -120.000
       25823.0   -120.000
       25824.0   -120.000
       25825.0      0.000
       25826.0   -192.000
       25827.0    -24.000
       25828.0   -108.000
       25829.0   -108.000
       25830.0   -120.000
       25831.0   -120.000
       25832.0   -108.000
       25833.0   -132.000
       25834.0   -120.000
       25835.0   -120.000
       25836.0   -120.000
       25837.0   -120.000
       25838.0   -120.000
       25839.0   -120.000
       25840.0   -120.000
       25841.0   -120.000
       25842.0    -96.000
       25843.0   -204.000
       25844.0   -108.000
       25845.0   -132.000
       25846.0   -132.000
       25847.0   -120.000
       25848.0   -120.000
       25849.0   -120.000
       25850.0   -120.000
       25851.0   -120.000
       25852.0   -108.000
       25853.0   -120.000
       25854.0   -120.000
       25855.0   -120.000
       25856.0   -120.000
       26112.0   -131.600
       26113.0   -120.000
       26114.0   -120.000
       26115.0   -108.000
       26116.0   -108.000
       26117.0   -108.000
       26118.0   -108.000
       26119.0   -108.000
       26120.0   -108.000
       26121.0   -108.000
       26122.0   -108.000
       26123.0   -120.000
       26124.0   -120.000
       26125.0   -120.000
       26126.0   -120.000
       26127.0   -120.000
       26128.0   -120.000
       26129.0   -120.000
       26130.0   -120.000
       26131.0   -108.000
       26132.0   -108.000
       26133.0   -108.000
       26134.0   -108.000
       26135.0   -108.000
       26136.0   -108.000
       26137.0   -108.000
       26138.0   -108.000
       26139.0   -108.000
       26140.0   -108.000
       26141.0   -108.000
       26142.0   -108.000
       26143.0   -108.000
       26144.0   -120.000
       26145.0   -120.000
       26146.0   -120.000
       26147.0   -120.000
       26148.0   -108.000
       26149.0   -108.000
       26150.0   -108.000
       26151.0   -108.000
       26152.0   -108.000
       26153.0   -108.000
       26154.0   -108.000
       26155.0   -108.000
       26156.0   -108.000
       26157.0   -108.000
       26158.0   -108.000
       26159.0   -108.000
       26160.0   -108.000
       26161.0    -48.000
       26162.0   -156.000
       26163.0    -60.000
       26164.0   -108.000
       26165.0   -108.000
       26166.0   -120.000
       26167.0   -120.000
       26168.0   -108.000
       26169.0   -120.000
       26170.0   -108.000
       26171.0   -120.000
       26172.0   -120.000
       26173.0   -120.000
       26174.0   -108.000
       26175.0   -120.000
       26176.0   -108.000
       26177.0   -120.000
       26178.0   -108.000
       26179.0      0.000
       26180.0   -192.000
       26181.0    -24.000
       26182.0    -84.000
       26183.0    -96.000
       26184.0   -108.000
       26185.0   -120.000
       26186.0    -96.000
       26187.0   -120.000
       26188.0   -108.000
       26189.0   -120.000
       26190.0   -120.000
       26191.0   -120.000
       26192.0   -120.000
       26193.0   -120.000
       26194.0   -108.000
       26195.0   -120.000
       26196.0   -108.000
       26197.0      0.000
       26198.0   -168.000
       26199.0   -120.000
       26200.0    -96.000
       26201.0    -84.000
       26202.0    -96.000
       26203.0    -96.000
       26204.0    -96.000
       26205.0   -120.000
       26206.0   -108.000
       26207.0   -120.000
       26208.0   -120.000
       26209.0   -120.000
       26210.0   -120.000
       26211.0   -108.000
       26212.0   -108.000
       26213.0   -108.000
       26214.0   -108.000
       26215.0   -108.000
       26216.0   -108.000
       26217.0   -108.000
       26218.0   -108.000
       26219.0   -108.000
       26220.0   -108.000
       26221.0   -108.000
       26222.0   -108.000
       26223.0   -108.000
       26224.0   -108.000
       26225.0   -108.000
       26226.0   -120.000
       26227.0   -108.000
       26228.0   -108.000
       26229.0   -108.000
       26230.0   -108.000
       26231.0   -108.000
       26232.0   -108.000
       26233.0   -108.000
       26234.0   -108.000
       26235.0   -108.000
       26236.0   -108.000
       26237.0   -108.000
       26238.0   -108.000
       26239.0   -108.000
       26240.0   -108.000
       26241.0   -108.000
       26242.0   -108.000
       26243.0   -108.000
       26244.0   -108.000
       26245.0   -108.000
       26246.0   -108.000
       26247.0   -108.000
       26248.0   -108.000
       26249.0   -108.000
       26250.0   -108.000
       26251.0   -108.000
       26252.0   -108.000
       26253.0   -108.000
       26254.0   -108.000
       26255.0   -108.000
       26256.0   -108.000
       26257.0   -108.000
       26258.0   -108.000
       26259.0   -108.000
       26260.0   -108.000
       26261.0   -108.000
       26262.0   -108.000
       26263.0   -108.000
       26264.0   -108.000
       26265.0   -108.000
       26266.0   -108.000
       26267.0   -108.000
       26268.0   -108.000
       26269.0      0.000
       26270.0   -156.000
       26271.0    -48.000
       26272.0    -96.000
       26273.0    -96.000
       26274.0   -108.000
       26275.0   -108.000
       26276.0   -108.000
       26277.0   -120.000
       26278.0   -108.000
       26279.0   -120.000
       26280.0   -120.000
       26281.0   -120.000
       26282.0   -108.000
       26283.0   -108.000
       26284.0   -108.000
       26285.0   -108.000
       26286.0   -108.000
       26287.0   -108.000
       26288.0   -108.000
       26289.0   -108.000
       26290.0   -108.000
       26291.0   -108.000
       26292.0   -108.000
       26293.0   -108.000
       26294.0   -108.000
       26295.0    -12.000
       26296.0   -144.000
       26297.0   -132.000
       26298.0   -108.000
       26299.0    -84.000
       26300.0    -96.000
       26301.0    -96.000
       26302.0    -96.000
       26303.0   -108.000
       26304.0    -96.000
       26305.0   -120.000
       26306.0   -108.000
       26307.0   -120.000
       26308.0   -108.000
       26309.0   -108.000
       26310.0   -108.000
       26311.0   -108.000
       26312.0   -108.000
       26313.0   -108.000
       26314.0   -108.000
       26315.0   -108.000
       26316.0   -108.000
       26317.0   -108.000
       26318.0   -108.000
       26319.0    -96.000
       26320.0   -204.000
       26321.0    -96.000
       26322.0    -48.000
       26323.0   -108.000
       26324.0    -96.000
       26325.0    -96.000
       26326.0   -120.000
       26327.0   -120.000
       26328.0   -120.000
       26329.0   -108.000
       26330.0   -108.000
       26331.0   -120.000
       26332.0   -108.000
       26333.0   -108.000
       26334.0   -108.000
       26335.0   -108.000
       26336.0   -108.000
       26337.0   -108.000
       26338.0   -108.000
       26339.0   -108.000
       26340.0   -108.000
       26341.0   -108.000
       26342.0   -108.000
       26343.0   -108.000
       26344.0   -108.000
       26345.0   -108.000
       26346.0   -108.000
       26347.0   -108.000
       26348.0   -108.000
       26349.0   -108.000
       26350.0   -108.000
       26351.0   -108.000
       26352.0   -108.000
       26353.0   -108.000
       26354.0   -108.000
       26355.0   -108.000
       26356.0   -108.000
       26357.0   -108.000
       26358.0   -108.000
       26359.0   -108.000
       26360.0   -108.000
       26361.0   -108.000
       26362.0   -108.000
       26363.0   -108.000
       26364.0   -108.000
       26365.0   -108.000
       26366.0   -108.000
       26367.0   -108.000
       26368.0   -108.000
       26624.0   -125.600
       26625.0   -108.000
       26626.0   -108.000
       26627.0   -108.000
       26628.0   -108.000
       26629.0   -108.000
       26630.0   -108.000
       26631.0   -108.000
       26632.0   -108.000
       26633.0   -108.000
       26634.0   -108.000
       26635.0   -108.000
       26636.0      0.000
       26637.0   -144.000
       26638.0   -120.000
       26639.0    -96.000
       26640.0    -84.000
       26641.0    -96.000
       26642.0    -96.000
       26643.0    -96.000
       26644.0   -108.000
       26645.0    -96.000
       26646.0   -108.000
       26647.0   -108.000
       26648.0   -108.000
       26649.0   -108.000
       26650.0   -108.000
       26651.0      0.000
       26652.0   -144.000
       26653.0   -144.000
       26654.0    -60.000
       26655.0   -120.000
       26656.0   -108.000
       26657.0   -108.000
       26658.0    -96.000
       26659.0   -108.000
       26660.0   -108.000
       26661.0   -108.000
       26662.0   -108.000
       26663.0   -108.000
       26664.0   -108.000
       26665.0    -12.000
       26666.0   -132.000
       26667.0   -156.000
       26668.0    -72.000
       26669.0   -120.000
       26670.0   -120.000
       26671.0   -120.000
       26672.0    -96.000
       26673.0   -120.000
       26674.0   -108.000
       26675.0   -108.000
       26676.0   -108.000
       26677.0   -108.000
       26678.0   -108.000
       26679.0   -108.000
       26680.0   -108.000
       26681.0   -108.000
       26682.0   -108.000
       26683.0   -108.000
       26684.0   -108.000
       26685.0   -108.000
       26686.0      0.000
       26687.0   -168.000
       26688.0    -36.000
       26689.0    -84.000
       26690.0    -84.000
       26691.0    -96.000
       26692.0   -108.000
       26693.0    -96.000
       26694.0   -120.000
       26695.0   -108.000
       26696.0   -108.000
       26697.0   -108.000
       26698.0   -108.000
       26699.0   -108.000
       26700.0   -108.000
       26701.0   -108.000
       26702.0   -108.000
       26703.0   -108.000
       26704.0   -108.000
       26705.0   -108.000
       26706.0   -108.000
       26707.0   -108.000
       26708.0   -108.000
       26709.0   -108.000
       26710.0   -108.000
       26711.0   -108.000
       26712.0   -108.000
       26713.0   -108.000
       26714.0   -108.000
       26715.0   -108.000
       26716.0   -108.000
       26717.0   -108.000
       26718.0   -108.000
       26719.0   -108.000
       26720.0   -108.000
       26721.0   -108.000
       26722.0   -108.000
       26723.0   -108.000
       26724.0   -108.000
       26725.0   -108.000
       26726.0   -108.000
       26727.0   -108.000
       26728.0   -108.000
       26729.0   -108.000
       26730.0   -108.000
       26731.0   -108.000
       26732.0   -108.000
       26733.0   -108.000
       26734.0   -108.000
       26735.0   -108.000
       26736.0   -108.000
       26737.0   -108.000
       26738.0   -108.000
       26739.0   -108.000
       26740.0   -108.000
       26741.0   -108.000
       26742.0    -96.000
       26743.0    -96.000
       26744.0   -108.000
       26745.0   -108.000
       26746.0   -108.000
       26747.0   -108.000
       26748.0   -108.000
       26749.0   -108.000
       26750.0   -108.000
       26751.0   -108.000
       26752.0   -108.000
       26753.0   -108.000
       26754.0   -108.000
       26755.0   -108.000
       26756.0   -108.000
       26757.0   -108.000
       26758.0   -108.000
       26759.0    -96.000
       26760.0   -108.000
       26761.0    -96.000
       26762.0   -168.000
       26763.0    -96.000
       26764.0   -120.000
       26765.0   -120.000
       26766.0   -108.000
       26767.0   -108.000
       26768.0   -108.000
       26769.0   -108.000
       26770.0   -108.000
       26771.0   -108.000
       26772.0   -108.000
       26773.0   -108.000
       26774.0   -108.000
       26775.0   -108.000
       26776.0   -108.000
       26777.0   -108.000
       26778.0    -96.000
       26779.0   -108.000
       26780.0     12.000
       26781.0   -180.000
       26782.0   -132.000
       26783.0    -36.000
       26784.0   -120.000
       26785.0    -96.000
       26786.0    -96.000
       26787.0    -96.000
       26788.0   -108.000
       26789.0      0.000
       26790.0   -144.000
       26791.0   -108.000
       26792.0    -96.000
       26793.0    -84.000
       26794.0    -96.000
       26795.0    -96.000
       26796.0    -96.000
       26797.0   -108.000
       26798.0    -96.000
       26799.0   -108.000
       26800.0   -108.000
       26801.0   -108.000
       26802.0   -108.000
       26803.0   -108.000
       26804.0   -108.000
       26805.0   -108.000
       26806.0   -108.000
       26807.0   -108.000
       26808.0   -108.000
       26809.0   -108.000
       26810.0    -96.000
       26811.0    -96.000
       26812.0    -96.000
       26813.0    -96.000
       26814.0    -96.000
       26815.0    -96.000
       26816.0    -96.000
       26817.0    -96.000
       26818.0    -96.000
       26819.0    -96.000
       26820.0    -96.000
       26821.0   -108.000
       26822.0   -108.000
       26823.0   -108.000
       26824.0   -108.000
       26825.0   -108.000
       26826.0   -108.000
       26827.0    -96.000
       26828.0    -96.000
       26829.0    -96.000
       26830.0    -96.000
       26831.0    -96.000
       26832.0    -96.000
       26833.0    -96.000
       26834.0    -96.000
       26835.0    -96.000
       26836.0    -96.000
       26837.0    -96.000
       26838.0   -108.000
       26839.0    -96.000
       26840.0    -96.000
       26841.0    -96.000
       26842.0    -96.000
       26843.0   -108.000
       26844.0    -96.000
       26845.0    -96.000
       26846.0    -96.000
       26847.0    -96.000
       26848.0    -96.000
       26849.0    -96.000
       26850.0    -96.000
       26851.0    -96.000
       26852.0    -96.000
       26853.0    -96.000
       26854.0    -96.000
       26855.0    -96.000
       26856.0    -96.000
       26857.0    -96.000
       26858.0    -72.000
       26859.0   -180.000
       26860.0   -120.000
       26861.0   -120.000
       26862.0   -120.000
       26863.0    -96.000
       26864.0   -108.000
       26865.0   -108.000
       26866.0   -108.000
       26867.0   -108.000
       26868.0    -96.000
       26869.0   -108.000
       26870.0    -96.000
       26871.0    -96.000
       26872.0   -108.000
       26873.0    -96.000
       26874.0   -108.000
       26875.0    -96.000
       26876.0    -96.000
       26877.0    -96.000
       26878.0    -48.000
       26879.0   -204.000
       26880.0   -132.000
       27136.0   -120.000
       27137.0   -108.000
       27138.0   -120.000
       27139.0    -84.000
       27140.0    -96.000
       27141.0   -108.000
       27142.0    -96.000
       27143.0   -108.000
       27144.0    -96.000
       27145.0   -108.000
       27146.0   -108.000
       27147.0    -96.000
       27148.0   -108.000
       27149.0    -96.000
       27150.0   -108.000
       27151.0    -96.000
       27152.0    -96.000
       27153.0    -96.000
       27154.0    -96.000
       27155.0    -96.000
       27156.0    -96.000
       27157.0    -96.000
       27158.0    -96.000
       27159.0    -96.000
       27160.0    -96.000
       27161.0    -96.000
       27162.0    -96.000
       27163.0    -96.000
       27164.0    -96.000
       27165.0    -96.000
       27166.0    -96.000
       27167.0    -96.000
       27168.0    -96.000
       27169.0    -96.000
       27170.0    -96.000
       27171.0    -96.000
       27172.0    -96.000
       27173.0    -96.000
       27174.0    -96.000
       27175.0    -96.000
       27176.0    -96.000
       27177.0    -96.000
       27178.0    -96.000
       27179.0    -96.000
       27180.0    -96.000
       27181.0    -96.000
       27182.0    -96.000
       27183.0    -96.000
       27184.0    -96.000
       27185.0    -96.000
       27186.0    -96.000
       27187.0    -96.000
       27188.0    -96.000
       27189.0    -96.000
       27190.0    -96.000
       27191.0    -96.000
       27192.0    -96.000
       27193.0    -96.000
       27194.0    -96.000
       27195.0    -96.000
       27196.0    -96.000
       27197.0    -96.000
       27198.0    -96.000
       27199.0    -96.000
       27200.0    -96.000
       27201.0    -96.000
       27202.0    -96.000
       27203.0    -96.000
       27204.0    -96.000
       27205.0    -96.000
       27206.0    -96.000
       27207.0    -96.000
       27208.0    -96.000
       27209.0    -96.000
       27210.0    -96.000
       27211.0    -96.000
       27212.0    -96.000
       27213.0    -96.000
       27214.0    -96.000
       27215.0    -96.000
       27216.0    -96.000
       27217.0    -96.000
       27218.0    -96.000
       27219.0    -96.000
       27220.0    -96.000
       27221.0    -96.000
       27222.0    -96.000
       27223.0    -96.000
       27224.0    -96.000
       27225.0    -96.000
       27226.0    -96.000
       27227.0    -96.000
       27228.0    -96.000
       27229.0    -96.000
       27230.0    -96.000
       27231.0    -96.000
       27232.0    -96.000
       27233.0    -96.000
       27234.0    -96.000
       27235.0    -96.000
       27236.0    -96.000
       27237.0    -96.000
       27238.0    -96.000
       27239.0    -96.000
       27240.0    -96.000
       27241.0    -96.000
       27242.0    -96.000
       27243.0    -96.000
       27244.0    -96.000
       27245.0    -96.000
       27246.0    -96.000
       27247.0    -96.000
       27248.0    -96.000
       27249.0    -96.000
       27250.0    -96.000
       27251.0    -96.000
       27252.0    -96.000
       27253.0    -96.000
       27254.0    -96.000
       27255.0    -96.000
       27256.0    -96.000
       27257.0    -96.000
       27258.0    -96.000
       27259.0    -96.000
       27260.0    -96.000
       27261.0    -96.000
       27262.0    -96.000
       27263.0    -96.000
       27264.0    -96.000
       27265.0    -96.000
       27266.0    -96.000
       27267.0    -96.000
       27268.0    -96.000
       27269.0    -96.000
       27270.0    -96.000
       27271.0    -96.000
       27272.0    -84.000
       27273.0   -168.000
       27274.0    -48.000
       27275.0   -108.000
       27276.0   -120.000
       27277.0   -108.000
       27278.0   -108.000
       27279.0    -96.000
       27280.0   -108.000
       27281.0    -96.000
       27282.0    -96.000
       27283.0    -96.000
       27284.0    -96.000
       27285.0    -96.000
       27286.0    -96.000
       27287.0    -96.000
       27288.0    -96.000
       27289.0    -96.000
       27290.0    -96.000
       27291.0    -96.000
       27292.0    -36.000
       27293.0   -216.000
       27294.0    -60.000
       27295.0    -24.000
       27296.0   -108.000
       27297.0    -84.000
       27298.0    -84.000
       27299.0   -108.000
       27300.0   -108.000
       27301.0   -108.000
       27302.0    -96.000
       27303.0    -96.000
       27304.0   -108.000
       27305.0    -96.000
       27306.0    -96.000
       27307.0    -96.000
       27308.0    -96.000
       27309.0    -96.000
       27310.0    -96.000
       27311.0    -96.000
       27312.0    -96.000
       27313.0    -96.000
       27314.0    -96.000
       27315.0    -96.000
       27316.0    -96.000
       27317.0    -96.000
       27318.0    -96.000
       27319.0    -96.000
       27320.0    -96.000
       27321.0    -96.000
       27322.0    -96.000
       27323.0    -96.000
       27324.0    -96.000
       27325.0    -96.000
       27326.0    -96.000
       27327.0    -96.000
       27328.0    -96.000
       27329.0    -96.000
       27330.0    -96.000
       27331.0    -96.000
       27332.0    -96.000
       27333.0    -96.000
       27334.0    -96.000
       27335.0    -96.000
       27336.0    -96.000
       27337.0    -96.000
       27338.0    -96.000
       27339.0    -96.000
       27340.0    -96.000
       27341.0    -96.000
       27342.0    -96.000
       27343.0    -96.000
       27344.0    -96.000
       27345.0    -96.000
       27346.0    -96.000
       27347.0    -96.000
       27348.0    -96.000
       27349.0    -96.000
       27350.0    -96.000
       27351.0    -96.000
       27352.0    -96.000
       27353.0    -96.000
       27354.0    -96.000
       27355.0    -96.000
       27356.0    -96.000
       27357.0    -96.000
       27358.0    -96.000
       27359.0    -96.000
       27360.0    -96.000
       27361.0    -96.000
       27362.0    -96.000
       27363.0    -96.000
       27364.0    -96.000
       27365.0    -96.000
       27366.0    -96.000
       27367.0    -96.000
       27368.0    -96.000
       27369.0    -96.000
       27370.0    -96.000
       27371.0    -96.000
       27372.0    -96.000
       27373.0    -96.000
       27374.0    -96.000
       27375.0    -96.000
       27376.0    -96.000
       27377.0    -96.000
       27378.0    -96.000
       27379.0    -96.000
       27380.0    -96.000
       27381.0    -96.000
       27382.0    -96.000
       27383.0    -96.000
       27384.0    -96.000
       27385.0    -96.000
       27386.0    -96.000
       27387.0    -96.000
       27388.0    -96.000
       27389.0    -96.000
       27390.0    -96.000
       27391.0    -96.000
       27392.0    -96.000
       27648.0   -114.400
       27649.0    -96.000
       27650.0    -96.000
       27651.0    -96.000
       27652.0    -96.000
       27653.0    -96.000
       27654.0    -96.000
