WEEKLY (ROUGHLY) FREON-12 READINGS AT MAUNA LOA (HAWAII) 1/77 TO 12/86
JIM ELKINS (NOAA) FTS 320-6224    JIM'S NAME FOR FILE = MLOF12_WK.DAT
NUMBER OF OBSERVATIONS = 939
RESPONSE VARIABLE = MEAN FREON-12 CONCENTRATION (IN PARTS PER TRILLION)
ORDER OF VARIABLES ON A LINE IMAGE--
   1. YEAR (1977 TO 1986)
   2. DAY OF YEAR (1 TO 365)
   3. SAMPLE BOTTLE (OF ONLY MINOR INTEREST)
   4. STANDARD DEVIATION (OVER 3 OBSERVATIONS)
   5. MEAN (OVER 3 OBSERVATIONS) FREON-12 CONCENTRATION (PPT)
1977 181 161 17.4 257.0 33   1.0128 335.5800
1977 187 162  4.5 271.2 32   1.0090 334.8000
1977 194 163  2.8 234.9 32   1.0051 335.1900
1977 200 164  7.0 264.4 33   1.0124 334.1000
1977 208 165  3.3 242.7 32   1.0084 333.7000
1977 215 166 13.8 839.1 37   1.0106 333.0400
1977 223 167  6.5 264.6 33   1.0045 331.2900
1977 237 168  5.3 299.5  4   1.0077 -99.9900
1977 237 168  1.2 281.7  2   1.0077 -99.9900
1977 258 171  6.7 255.9  1   1.0169 330.1200
1977 258 171  7.0 253.4  1   1.0169 330.1200
1977 263 172  4.1 276.3  2
1977 263 172  1.1 252.6  2   1.0105 330.2400
1977 271 173  0.5 259.7  0   1.0021 330.9300
1977 271 173  0.6 250.3  0   1.0021 330.9300
1977 279 174 10.6 275.8  1   1.0039 -99.9900
1977 279 174  7.3 269.3  1   1.0039 -99.9900
1977 286 175  6.6 266.1  1   1.0134 332.1200
1977 286 175  3.1 308.8  6   1.0134 332.1200
1977 292 176  5.0 261.7  0   1.0039 331.1500
1977 292 176  0.6 261.2  0   1.0039 331.1500
1977 308 177  1.0 269.5  0   1.0121 331.4500
1977 308 177  5.5 270.5  0   1.0121 331.4500
1977 314 178  3.5 260.6  0   1.0050 330.8700
1977 314 178  2.4 260.1  0   1.0050 330.8700
1977 321 179  4.6 274.9  2
1977 321 179  6.5 260.5  3   1.0067 332.6700
1977 328 180  3.7 258.2  0   1.0058 332.7300
1977 328 180  0.6 253.9  0   1.0058 332.7300
1977 342 181  0.0 274.3  0   1.0102 333.1200
1977 342 181  4.8 276.4  0   1.0102 333.1200
1977 349 182  2.2 274.9  0   1.0076 333.3000
1977 349 182  1.4 275.1  0   1.0076 333.3000
1977 356 183  6.5 278.1  1   1.0017 333.8400
1977 356 183  3.0 261.9  2   1.0017 333.8400
1977 363 184  2.7 268.1  0   1.0102 334.1600
1977 363 184  1.1 263.4  0   1.0102 334.1600
1978   5 185 10.8 273.4  1   1.0027 335.1100
1978   5 185  5.8 282.9  0   1.0027 335.1100
1978  12 186  1.4 262.6  2
1978  12 186  4.0 288.0  2   1.0027 335.2100
1978  19 187 11.5 286.0  1   1.0030 335.4100
1978  19 187  6.1 271.5  3   1.0030 335.4100
1978  26 188  6.0 266.4  0   1.0090 334.0300
1978  26 188  1.1 266.6  0   1.0090 334.0300
1978  33 189  7.6 266.8  1   1.0043 335.3500
1978  33 189  0.8 306.1  6   1.0043 335.3500
1978  40 190  1.5 264.4  0   1.0013 334.6500
1978  40 190  5.0 266.5  0   1.0013 334.6500
1978  47 191  2.7 269.0  0   1.0067 335.3200
1978  47 191  0.3 265.6  0   1.0067 335.3200
1978  54 192  0.4 266.2  0   1.0084 335.8400
1978  54 192  3.1 270.8  0   1.0084 335.8400
1978  62 193  1.6 264.3  0   1.0014 336.6900
1978  62 193  2.7 262.5  0   1.0014 336.6900
1978  69 194  6.0 281.7  0   1.0017 335.9800
1978  69 194  1.6 282.7  0   1.0017 335.9800
1978  76 195  3.0 263.5  0   1.0073 337.1000
1978  76 195  6.8 270.1  1   1.0073 337.1000
1978  83 196  9.2 297.3  5   1.0023 337.0500
1978  83 196  5.6 289.5  0   1.0023 337.0500
1978  97 197  4.2 285.6  0   1.0045 337.3300
1978  97 197  4.8 276.2  0   1.0045 337.3300
1978 103 198  6.7 316.2  5   1.0017 337.4800
1978 103 198  8.2 283.4  3   1.0017 337.4800
1978 111 199  7.3 283.0  1   1.0077 336.6400
1978 111 199  5.3 274.0  0   1.0077 336.6400
1978 117 200 16.5 299.2  5   1.0059 338.0700
1978 117 200  2.4 274.9  2   1.0059 338.0700
1978 124 201  8.6 303.1  5   1.0025 338.1500
1978 124 201  8.9 280.5  3   1.0025 338.1500
1978 131 202  6.7 280.1  1   1.0028 337.9400
1978 131 202  3.1 270.3  2   1.0028 337.9400
1978 138 203  2.3 268.1  2
1978 138 203  5.4 332.1  6   1.0023 337.0900
1978 145 204  6.2 276.1  1   1.0023 337.8700
1978 145 204 13.5 281.6  1   1.0023 337.8700
1978 152 205  6.2 345.8  5   1.0023 338.9000
1978 152 205  6.1 304.3  7   1.0023 338.9000
1978 166 206  5.0 281.7  0   1.0032 337.5600
1978 166 206  5.1 273.3  0   1.0032 337.5600
1978 172 207  2.9 289.4  0   1.0129 336.6800
1978 172 207  3.2 286.4  0   1.0129 336.6800
1978 180 208  1.7 283.5  0   1.0160 337.3000
1978 180 208  2.9 277.7  0   1.0160 337.3000
1978 187 209  5.3 278.2  0   1.0021 336.4000
1978 187 209  2.1 269.5  0   1.0021 336.4000
1978 194 210  5.3 276.1  0   1.0025 336.1700
1978 194 210  0.4 273.8  0   1.0025 336.1700
1978 208 212  2.6 297.3  0   1.0056 335.4900
1978 208 212  1.6 287.8  0   1.0056 335.4900
1978 215 213  2.2 279.6  0   1.0076 334.4700
1978 215 213  1.5 282.6  0   1.0076 334.4700
1978 229 214  5.2 277.4  0   1.0022 332.6700
1978 229 214  1.1 282.6  0   1.0022 332.6700
1978 236 215  2.5 274.8  0   1.0026 332.3900
1978 236 215  1.4 275.1  0   1.0026 332.3900
1978 243 216  2.4 278.7  0   1.0024 333.4100
1978 243 216  2.1 282.2  0   1.0024 333.4100
1978 250 217  2.6 290.4  2
1978 250 217  2.0 277.2  2   1.0058 330.8700
1978 257 218  1.3 276.4  0   1.0025 331.2700
1978 257 218  0.1 274.7  0   1.0025 331.2700
1978 264 219  2.0 279.7  0   1.0025 331.2500
1978 264 219  7.8 282.7  1   1.0025 331.2500
1978 271 220  2.3 287.7  2
1978 271 220  1.6 272.1  2   1.0040 330.8800
1978 276 221  0.1 282.0  0   1.0029 329.1700
1978 276 221  1.4 277.8  0   1.0029 329.1700
1978 284 222  3.1 274.4  0   1.0024 332.1000
1978 284 222  1.5 274.8  0   1.0024 332.1000
1978 292 223  1.3 276.5  0   1.0020 332.5200
1978 292 223  0.9 271.4  0   1.0020 332.5200
1978 299 224  2.9 281.9  0   1.0024 331.5800
1978 310 225  8.7 283.0  1   1.0019 333.8300
1978 310 225  2.6 278.0  0   1.0019 333.8300
1978 313 226  1.2 279.6  0   1.0059 332.5200
1978 313 226  4.7 280.6  0   1.0059 332.5200
1978 320 227  1.5 283.4  0   1.0020 331.3700
1978 334 228  7.8 293.0  1   1.0025 333.8000
1978 334 228  3.3 285.5  0   1.0025 333.8000
1978 341 229  3.9 282.9  2
1978 341 229  1.4 295.6  2   1.0021 334.6600
1978 344 230  1.5 301.3  0   1.0025 334.3500
1978 344 230  1.0 291.9  0   1.0025 334.3500
1978 355 231  5.2 289.2  2
1978 355 231  6.2 271.9  3   1.0015 335.2800
1978 362 232  1.0 289.7  0   1.0022 335.8100
1978 362 232  0.5 281.9  0   1.0022 335.8100
1979   4 233  2.3 291.2  0   1.0021 334.9400
1979   4 233  3.5 287.0  0   1.0021 334.9400
1979  18 234  2.2 296.2  0   1.0026 336.4700
1979  18 234  1.2 288.1  0   1.0026 336.4700
1979  25 235  4.5 305.6  2
1979  25 235  4.2 288.5  2   1.0021 336.5800
1979  32 236  3.9 282.3  0   1.0014 336.8800
1979  32 236  4.6 287.4  0   1.0014 336.8800
1979  39 237  0.0 427.8  4   1.0059 336.8500
1979  39 237  5.8 304.3  2   1.0059 336.8500
1979  46 238  1.5 296.7  2
1979  46 238  0.8 285.6  2   1.0080 336.6000
1979  53 239  1.6 280.3  0   1.0108 335.8400
1979  53 239  3.6 282.7  0   1.0108 335.8400
1979  60 240  0.9 284.3  0   1.0098 335.5000
1979  60 240 10.8 283.4  1   1.0098 335.5000
1979  67 241  6.3 286.0  1   1.0034 337.0800
1979  67 241  1.6 292.7  0   1.0034 337.0800
1979  74 242  0.9 307.8  2
1979  74 242  0.5 293.8  2   1.0030 338.1200
1979  81 243  1.8 285.0  0   1.0025 338.2000
1979  81 243  1.8 283.7  0   1.0025 338.2000
1979  89 244  0.1 285.3  0   1.0023 339.2700
1979  89 244  0.6 282.2  0   1.0023 339.2700
1979  96 245  1.0 279.3  0   1.0155 337.2800
1979  96 245  3.2 286.2  0   1.0155 337.2800
1979 103 246  1.9 283.9  0   1.0071 337.7000
1979 103 246  0.5 286.0  0   1.0071 337.7000
1979 110 247  0.4 279.5  0   1.0078 338.2400
1979 110 247  3.2 284.9  0   1.0078 338.2400
1979 117 248  1.3 280.4  0   1.0012 338.1000
1979 117 248  2.2 288.9  0   1.0012 338.1000
1979 123 249  4.6 285.7  0   1.0052 338.0400
1979 123 249  1.2 285.0  0   1.0052 338.0400
1979 130 250  0.7 290.9  0   1.0082 338.7700
1979 130 250  1.6 288.3  0   1.0082 338.7700
1979 137 251  2.5 281.1  2
1979 137 251  2.0 291.3  2   1.0119 338.1700
1979 144 252  0.8 293.1  0   1.0063 339.2000
1979 144 252  1.2 295.9  0   1.0063 339.2000
1979 151 253  1.0 299.6  2
1979 151 253  2.6 280.0  2   1.0040 336.1900
1979 165 254  0.6 282.7  0   1.0040 338.1700
1979 165 254  0.6 284.0  0   1.0040 338.1700
1979 172 255  3.9 304.7  0   1.0046 338.8700
1979 172 255  0.0 306.5  0   1.0046 338.8700
1979 186 257  1.0 288.0  0   1.0057 338.1700
1979 186 257  1.8 289.5  0   1.0057 338.1700
1979 193 258  1.4 295.3  0   1.0139 337.0700
1979 193 258  2.1 291.2  0   1.0139 337.0700
1979 200 259  1.4 290.2  0   1.0030 336.0800
1979 200 259  1.0 299.1  0   1.0030 336.0800
1979 207 260  2.2 290.0  0   1.0058 332.6900
1979 207 260  2.1 295.9  0   1.0058 332.6900
1979 212 261  1.1 302.1  0   1.0048 336.7400
1979 212 261  1.6 298.5  0   1.0048 336.7400
1979 218 262  1.7 969.0  4   1.0064 332.1300
1979 242 265  9.0 303.6  1   1.0055 334.8800
1979 249 266  3.3 305.7  0   1.0034 333.5200
1979 249 266  3.8 301.9  0   1.0034 333.5200
1979 256 267  2.4 311.0  2
1979 256 267  1.1 299.0  2   1.0042 332.7500
1979 264 268  1.9 298.5  2
1979 264 268  3.9 320.7  6   1.0066 332.7500
1979 270 269  2.4 293.8  0   1.0058 333.2900
1979 270 269  0.2 293.8  0   1.0058 333.2900
1979 277 270  2.8 321.0  4   1.0116 333.4100
1979 277 270  1.7 313.9  0   1.0116 333.4100
1979 284 271  0.6 342.1  4   1.0116 334.3200
1979 284 271  3.3 432.0  6   1.0116 334.3200
1979 288 272  3.5 340.1  4   1.0097 333.7900
1979 288 272  0.8 385.8  6   1.0097 333.7900
1979 298 273  0.2 322.6  4   1.0064 333.9000
1979 298 273  1.6 327.5  4   1.0064 333.9000
1979 310 274  0.6 300.5  0   1.0028 334.6100
1979 310 274  2.9 297.4  0   1.0028 334.6100
1979 319 275  1.3 297.9  2
1979 319 275  1.4 309.6  2   1.0108 335.3600
1979 333 276  3.6 380.3  4   1.0029 335.7700
1979 333 276  3.1 373.5  4   1.0029 335.7700
1979 340 277  0.4 301.7  0   1.0072 335.6600
1979 340 277  0.7 299.3  0   1.0072 335.6600
1979 347 278  4.3 298.5  2
1979 347 278  3.1 321.7  2   1.0046 336.1000
1979 354 279  2.8 372.9  4   1.0039 336.9700
1979 354 279  1.3 338.1  6   1.0039 336.9700
1979 361 280  1.0 336.7  4   1.0026 336.9500
1979 361 280  1.6 305.2  2   1.0026 336.9500
1980  17 281  1.0 310.9  0   1.0060 337.2200
1980  17 281  1.3 315.0  0   1.0060 337.2200
1980  24 282  2.1 306.2  0   1.0012 338.5300
1980  24 282  1.3 311.1  0   1.0012 338.5300
1980  31 283  1.3 297.0  0   1.0085 337.8600
1980  31 283  2.2 295.7  0   1.0085 337.8600
1980  38 284  1.0 325.0  0   1.0043 338.5900
1980  38 284  1.3 315.3  0   1.0043 338.5900
1980  45 285 14.1 969.8  5   1.0022 340.0400
1980  45 285  8.8 969.8  5   1.0022 340.0400
1980  52 286  1.7 321.7  0   1.0029 338.0600
1980  52 286  4.0 315.1  0   1.0029 338.0600
1980  59 287  1.0 327.6  4   1.0137 339.2400
1980  59 287  0.8 312.7  2   1.0137 339.2400
1980  67 288  0.4 350.4  4   1.0102 339.8000
1980  67 288  2.3 350.1  4   1.0102 339.8000
1980  73 289  1.0 300.6  0   1.0125 340.3000
1980  73 289  0.7 295.5  0   1.0125 340.3000
1980  80 290  1.3 300.0  0   1.0040 339.8700
1980  80 290  1.0 306.0  0   1.0040 339.8700
1980  87 291  0.3 301.8  0   1.0093 340.6600
1980  87 291  2.4 296.3  0   1.0093 340.6600
1980  94 292  1.6 307.8  0   1.0095 340.2800
1980  94 292  2.9 314.8  0   1.0095 340.2800
1980 101 293  2.5 303.0  0   1.0034 341.0000
1980 101 293  3.0 301.8  0   1.0034 341.0000
1980 108 294  3.0 302.3  0   1.0027 340.5200
1980 108 294  3.1 303.4  0   1.0027 340.5200
1980 115 295  1.3 343.5  4   1.0031 340.7700
1980 115 295  2.4 330.7  6   1.0031 340.7700
1980 122 296  1.0 293.2  0   1.0035 341.5400
1980 122 296  0.6 289.3  0   1.0035 341.5400
1980 129 297  0.8 414.6  4   1.0044 341.1400
1980 129 297  1.2 458.5  6   1.0044 341.1400
1980 136 298  2.7 290.8  0   1.0060 341.4200
1980 136 298  2.3 296.3  0   1.0060 341.4200
1980 143 299  1.2 301.4  0   1.0102 341.3500
1980 143 299  0.8 294.1  0   1.0102 341.3500
1980 150 300  2.4 316.9  2
1980 150 300  1.6 329.9  2   1.0117 341.0300
1980 157 301  0.4 304.4  0   1.0048 340.9800
1980 157 301  1.6 297.1  0   1.0048 340.9800
1980 164 302  2.7 303.4  0   1.0164 341.4000
1980 164 302  0.8 303.0  0   1.0164 341.4000
1980 171 303  0.3 326.7  0   1.0116 340.9600
1980 171 303  1.2 329.6  0   1.0116 340.9600
1980 178 304  0.7 347.1  4   1.0068 340.3600
1980 178 304  1.5 297.2  2   1.0068 340.3600
1980 185 305  1.6 327.1  2
1980 185 305  3.8 336.9  6   1.0095 340.2700
1980 192 306  3.8 337.6  4   1.0092 339.4400
1980 192 306  0.1 346.7  4   1.0092 339.4400
1980 206 307  3.9 306.3  0   1.0055 339.4900
1980 206 307  4.3 304.7  0   1.0055 339.4900
1980 213 308  7.7 308.3  1   1.0023 338.6300
1980 213 308  1.8 298.6  0   1.0023 338.6300
1980 220 309  5.8 351.4  4   1.0023 336.4000
1980 220 309  4.5 348.6  4   1.0023 336.4000
1980 227 310  1.8 302.8  0   1.0043 337.6700
1980 227 310  1.4 306.6  0   1.0043 337.6700
1980 234 311  1.6 296.0  0   1.0056 337.6100
1980 241 312  2.0 304.9  0   1.0082 335.6000
1980 241 312  3.1 307.2  0   1.0082 335.6000
1980 248 313  1.8 306.0  0   1.0077 336.7800
1980 248 313  1.6 300.4  0   1.0077 336.7800
1980 255 314  2.4 301.5  0   1.0082 335.2600
1980 255 314  1.7 307.5  0   1.0082 335.2600
1980 262 315  1.0 299.9  0   1.0115 334.8100
1980 262 315  0.7 301.4  0   1.0115 334.8100
1980 269 316  2.3 306.6  0   1.0099 336.0200
1980 269 316  2.1 301.4  0   1.0099 336.0200
1980 273 317  0.9 301.0  0   1.0065 335.4500
1980 273 317  1.1 302.9  0   1.0065 335.4500
1980 283 318  0.3 317.9  2
1980 283 318  0.7 304.3  2   1.0036 335.3800
1980 289 319  1.4 305.8  0   1.0020 336.0000
1980 289 319  4.3 312.6  0   1.0020 336.0000
1980 297 320  1.5 318.2  0   1.0016 337.2400
1980 297 320  0.3 323.5  0   1.0016 337.2400
1980 304 321  1.9 309.2  0   1.0034 336.6200
1980 304 321  1.1 307.3  0   1.0034 336.6200
1980 311 322  0.4 309.1  0   1.0057 337.0200
1980 311 322  0.8 306.5  0   1.0057 337.0200
1980 318 323  0.3 309.1  2
1980 318 323  5.5 318.9  2   1.0025 337.1600
1980 325 324  0.9 313.1  0   1.0013 337.2200
1980 325 324  0.5 316.3  0   1.0013 337.2200
1980 336 325  5.5 307.4  0   1.0037 337.1400
1980 336 325  0.9 302.2  0   1.0037 337.1400
1980 343 326  1.6 302.9  0   1.0037 337.8000
1980 343 326  0.5 300.3  0   1.0037 337.8000
1980 353 327  1.1 322.2  0   1.0027 338.5000
1980 353 327  0.7 318.8  0   1.0027 338.5000
1980 357 328  0.0 307.7  0   1.0112 337.7300
1980 357 328  1.3 301.7  0   1.0112 337.7300
1980 364 329  1.4 305.7  0   1.0116 338.9100
1980 364 329  4.7 310.4  0   1.0116 338.9100
1981  12 330  1.5 340.2  2
1981  12 330  0.8 397.1  6   1.0069 339.0500
1981  19 331  1.5 306.1  0   1.0048 339.5900
1981  19 331  1.7 306.0  0   1.0048 339.5900
1981  26 332  1.8 304.7  0   1.0016 339.5100
1981  26 332  0.6 306.6  0   1.0016 339.5100
1981  36 333  2.0 309.8  0   1.0041 340.1800
1981  36 333  0.6 315.5  0   1.0041 340.1800
1981  43 334  2.0 312.1  0   1.0068 340.3700
1981  43 334  0.7 313.9  0   1.0068 340.3700
1981  57 335  1.4 313.5  0   1.0033 342.1200
1981  57 335  1.4 312.0  0   1.0033 342.1200
1981  61 336  1.5 348.4  4   1.0025 342.4200
1981  61 336  2.2 385.7  6   1.0025 342.4200
1981  68 337  1.0 313.3  0   1.0067 342.0300
1981  68 337  3.3 315.6  0   1.0067 342.0300
1981  75 338  0.7 332.7  2
1981  75 338  0.8 315.1  2   1.0039 341.9400
1981  85 339  0.7 311.9  0   1.0041 342.2800
1981  85 339  1.9 309.2  0   1.0041 342.2800
1981  92 340  3.6 322.6  0   1.0063 344.6100
1981  92 340  1.0 324.4  0   1.0063 344.6100
1981  99 341  1.0 336.7  2
1981  99 341  2.2 319.7  2   1.0130 342.6300
1981 106 342  2.7 319.6  0   1.0090 341.5100
1981 106 342  0.3 325.7  0   1.0090 341.5100
1981 113 343  0.5 324.8  2
1981 113 343  1.6 335.6  2   1.0145 342.9000
1981 120 344  3.6 328.9  2
1981 120 344  1.5 313.3  2   1.0052 342.5800
1981 127 345  1.0 459.4  4   1.0092 343.6000
1981 127 345  4.3 499.5  6   1.0092 343.6000
1981 134 346  3.0 323.3  0   1.0017 343.0800
1981 134 346  1.5 330.4  0   1.0017 343.0800
1981 141 347  1.8 325.1  2
1981 141 347  0.5 314.1  2   1.0066 342.7100
1981 148 348  2.7 323.6  2
1981 148 348  2.1 347.5  2   1.0034 343.0400
1981 155 349  1.4 329.6  0   1.0067 342.9000
1981 155 349  0.7 320.2  0   1.0067 342.9000
1981 162 350  1.8 337.1  0   1.0139 342.7300
1981 162 350  2.0 339.8  0   1.0139 342.7300
1981 169 351  2.5 319.2  2
1981 169 351  0.0 354.6  6   1.0047 342.5900
1981 176 352  2.4 338.5  0   1.0093 341.7000
1981 176 352  1.7 342.9  0   1.0093 341.7000
1981 183 353  2.8 327.0  2
1981 183 353  0.3 383.4  6   1.0064 340.1600
1981 190 354  0.8 340.0  2
1981 190 354  1.0 328.6  2   1.0040 340.9000
1981 197 355  0.8 337.3  0   1.0103 338.0900
1981 197 355  0.8 339.0  0   1.0103 338.0900
1981 205 356  1.6 322.5  2
1981 205 356  1.9 332.6  2   1.0079 339.4700
1981 211 357  2.4 330.9  0   1.0038 339.1900
1981 211 357  0.2 321.5  0   1.0038 339.1900
1981 218 358  1.9 326.7  0   1.0154 339.6300
1981 218 358  0.2 331.6  0   1.0154 339.6300
1981 223 359  0.5 324.1  2
1981 223 359  3.2 355.6  6   1.0113 338.3400
1981 230 360  0.4 331.9  0   1.0017 338.2900
1981 230 360  1.8 324.5  0   1.0017 338.2900
1981 239 361  5.0 362.2  4   1.0037 337.7300
1981 239 361  3.8 352.5  0   1.0037 337.7300
1981 246 362  1.2 319.6  2
1981 246 362  0.9 329.8  2   1.0042 338.1200
1981 253 363  1.8 334.0  0   1.0070 338.5500
1981 253 363  5.6 328.0  0   1.0070 338.5500
1981 260 364  1.7 321.8  2
1981 260 364  5.5 402.0  6   1.0050 336.9600
1981 267 365  1.1 334.8  0   1.0023 335.5400
1981 267 365  2.2 336.2  0   1.0023 335.5400
1981 274 366  1.1 331.2  0   1.0069 336.2700
1981 274 366  1.7 326.8  0   1.0069 336.2700
1981 281 367  0.9 344.6  0   1.0058 336.4900
1981 281 367  0.4 344.5  0   1.0058 336.4900
1981 288 368  0.6 327.1  2
1981 288 368  1.1 349.6  2   1.0040 337.9000
1981 295 369  0.7 340.0  0   1.0039 337.5900
1981 295 369  0.2 330.7  0   1.0039 337.5900
1981 302 370  2.0 453.1  4   1.0103 338.0400
1981 302 370  2.0 393.5  6   1.0103 338.0400
1981 309 371  2.3 322.4  2
1981 309 371  0.8 355.0  2   1.0093 338.5800
1981 316 372  0.1 334.5  0   1.0034 338.5700
1981 316 372  1.1 326.8  0   1.0034 338.5700
1981 327 373  1.8 327.1  0   1.0062 338.5900
1981 327 373  1.1 336.7  0   1.0062 338.5900
1981 336 374  2.8 341.7  0   1.0029 339.9300
1981 336 374  2.2 343.6  0   1.0029 339.9300
1981 341 375  0.9 327.2  2
1981 341 375  1.1 342.8  2   1.0027 340.1400
1981 355 376  2.8 379.2  4   1.0032 342.9400
1981 355 376  1.5 382.5  4   1.0032 342.9400
1982   7 377  2.2 326.9  2
1982   7 377  3.3 342.9  2   1.0112 340.5800
1982  14 378  1.0 337.0  0   1.0051 340.9300
1982  14 378  0.4 335.8  0   1.0051 340.9300
1982  21 379  2.7 334.7  0   1.0105 340.2600
1982  21 379  3.4 329.9  0   1.0105 340.2600
1982  28 380  2.6 336.5  0   1.0014 341.6000
1982  28 380  1.4 341.1  0   1.0014 341.6000
1982  32 381  2.5 347.0  0   1.0014 341.5200
1982  32 381  0.4 350.3  0   1.0014 341.5200
1982  39 382  1.8 329.4  0   1.0045 341.5200
1982  39 382  3.4 333.0  0   1.0045 341.5200
1982  49 383  0.5 347.9  2
1982  49 383  3.8 377.8  6   1.0024 342.0000
1982  56 384  1.9 331.3  2
1982  56 384  1.4 344.5  2   1.0020 342.6000
1982  63 385  2.7 332.9  0   1.0014 342.6400
1982  63 385  1.2 328.8  0   1.0014 342.6400
1982  70 386  3.3 336.9  0   1.0102 343.0200
1982  70 386  1.5 333.9  0   1.0102 343.0200
1982  74 387  1.2 336.7  0   1.0129 343.0200
1982  74 387  2.8 340.0  0   1.0129 343.0200
1982  81 388  0.4 325.3  0   1.0100 342.8400
1982  81 388  1.0 326.3  0   1.0100 342.8400
1982  91 389  2.3 335.5  0   1.0139 342.8800
1982  91 389  2.6 335.4  0   1.0139 342.8800
1982  98 390  1.6 327.5  0   1.0052 344.0500
1982  98 390  1.3 332.2  0   1.0052 344.0500
1982 102 391  1.7 333.2  0   1.0043 343.5500
1982 102 391  2.6 327.8  0   1.0043 343.5500
1982 109 392  3.9 335.1  0   1.0041 343.1000
1982 109 392  2.0 337.3  0   1.0041 343.1000
1982 116 393  2.0 339.5  0   1.0039 344.6800
1982 116 393  2.4 335.8  0   1.0039 344.6800
1982 123 394  2.1 334.1  0   1.0039 344.0600
1982 123 394  1.4 341.0  0   1.0039 344.0600
1982 130 395  2.8 334.0  0   1.0081 343.6400
1982 130 395  2.3 335.0  0   1.0081 343.6400
1982 137 396  1.0 334.0  0   1.0070 344.2500
1982 137 396  2.3 334.9  0   1.0070 344.2500
1982 145 397  1.9 332.4  0   1.0037 344.2500
1982 145 397  3.8 333.3  0   1.0037 344.2500
1982 152 398  1.8 340.8  0   1.0025 344.2200
1982 152 398  1.0 341.3  0   1.0025 344.2200
1982 158 399  0.2 334.1  0   1.0128 343.1300
1982 158 399  0.6 331.5  0   1.0128 343.1300
1982 165 400  0.8 335.2  0   1.0081 341.3600
1982 165 400  1.7 330.8  0   1.0081 341.3600
1982 172 401  0.9 342.0  0   1.0084 343.3400
1982 172 401  1.8 336.6  0   1.0084 343.3400
1982 179 402  1.1 331.8  0   1.0075 342.7300
1982 179 402  2.4 333.1  0   1.0075 342.7300
1982 195 403  1.7 335.4  0   1.0040 342.0000
1982 200 404  2.2 341.9  0   1.0049 339.9400
1982 200 404  2.9 336.6  0   1.0049 339.9400
1982 203 405  3.9 332.0  0   1.0117 341.5400
1982 203 405  3.8 334.0  0   1.0117 341.5400
1982 209 406  4.6 327.3  0   1.0053 339.2000
1982 209 406  3.7 329.5  0   1.0053 339.2000
1982 214 407  2.5 335.0  0   1.0125 340.4600
1982 214 407  4.5 334.7  0   1.0125 340.4600
