WEEKLY (ROUGHLY) NITROUS OXIDE READINGS AT SOUTH POLE 1/77 TO 12/86
JIM ELKINS (NOAA) FTS 320-6224    JIM'S NAME FOR FILE = SPON2O_WK.DAT
NUMBER OF OBSERVATIONS = 321
RESPONSE VARIABLE = MEAN NITROUS OXIDE CONCENTRATION (IN PARTS PER ???)
ORDER OF VARIABLES ON A LINE IMAGE--
   1. YEAR (1977 TO 1986)
   2. DAY OF YEAR (1 TO 365)
   3. SAMPLE BOTTLE (OF ONLY MINOR INTEREST)
   4. STANDARD DEVIATION (OVER 3 OBSERVATIONS)
   5. MEAN (OVER 3 OBSERVATIONS) NITROUS OXIDE CONCENTRATION (PP?)
   6. VALIDITY FLAG (ONLY USE DATA WITH FLAG = 0)
   7. WATER VAPOR
   8. CO2
NOTE--ONLY USE DATA WITH VALIDTY FLAG = 0
1977 105  18  0.0 303.8  2   1.0000 330.9000
1977 134  19  0.0 304.7  0   1.0000 331.0000
1977 134  19  0.0 300.7  0   1.0000 331.0000
1977 165  20  0.0 285.1  4   1.0000 331.4000
1977 165  20  0.0 288.2  4   1.0000 331.4000
1977 195  21  0.0 303.1  2
1977 195  21  0.0 340.5  6   1.0000 331.6700
1977 229  22  0.0 313.7  4   1.0000 331.8600
1977 229  22  0.0 303.9  2   1.0000 331.8600
1977 257  23  0.0 299.3  0   1.0000 332.4200
1977 257  23  0.0 302.9  0   1.0000 332.4200
1977 287  24  0.0 329.2  4   1.0000 332.8400
1977 287  24  0.0 294.2  2   1.0000 332.8400
1977 316  25  0.0 287.6  4   1.0000 332.6900
1977 316  25  0.0 311.9  6   1.0000 332.6900
1977 336  26  0.6 293.6 32   1.0000 332.5000
1977 336  26  6.9 285.8 39   1.0000 332.5000
1977 353  27  4.2 286.0 37   1.0000 332.1100
1977 353  27  3.3 289.5 36   1.0000 332.1100
1978   1  28  2.1 288.7 36   1.0000 332.0800
1978   1  28  6.6 286.6 37   1.0000 332.0800
1978  15  29  1.0 284.7 36   1.0000 331.8400
1978  15  29  2.1 290.4 32   1.0000 331.8400
1978  31  30  2.5 294.0  0   1.0000 332.5300
1978  31  30  6.7 300.0  1   1.0000 332.5300
1978  45  31  0.0 301.9  0   1.0000 332.0500
1978  60  32  0.0 311.0  4   1.0000 332.1200
1978  60  32  1.2 302.0  2   1.0000 332.1200
1978  91  33  0.3 302.2  0   1.0000 333.1600
1978  91  33  0.9 301.9  0   1.0000 333.1600
1978 121  34  1.5 300.2  0   1.0000 333.0400
1978 121  34  1.7 296.0  0   1.0000 333.0400
1978 152  35  0.4 301.4  0   1.0000 333.2700
1978 152  35  0.1 300.6  0   1.0000 333.2700
1978 182  36  0.8 301.1  0   1.0000 333.4100
1978 182  36  1.2 301.9  0   1.0000 333.4100
1978 213  37  1.0 301.4  0   1.0000 334.1200
1978 213  37 16.9 300.0  1   1.0000 334.1200
1978 244  38  1.5 299.9  0   1.0000 335.0300
1978 244  38  2.3 298.3  0   1.0000 335.0300
1978 274  39  1.0 295.7  2
1978 274  39  3.4 307.1  6   1.0000 334.9000
1978 305  40  1.1 298.4  0   1.0000 334.7100
1978 305  40  1.0 301.3  0   1.0000 334.7100
1978 320  41  0.6 300.1  0   1.0000 334.6900
1978 320  41  0.4 300.8  0   1.0000 334.6900
1978 336  42  0.6 300.3  0   1.0000 334.6000
1978 336  42  0.6 301.4  0   1.0000 334.6000
1978 343  43  0.5 299.9  0   1.0000 334.5000
1978 343  43  1.7 301.3  0   1.0000 334.5000
1978 351  44  1.2 300.3  0   1.0000 334.3000
1978 351  44  0.7 300.4  0   1.0000 334.3000
1978 357  45  0.5 302.5  0   1.0000 334.2000
1978 357  45  0.8 299.3  0   1.0000 334.2000
1978 363  46  1.5 300.5  0   1.0000 334.1000
1978 363  46  1.2 300.1  0   1.0000 334.1000
1979   2  47  0.1 301.5  0   1.0000 334.1000
1979   2  47  0.6 302.4  0   1.0000 334.1000
1979   8  48  1.2 298.4  0   1.0000 334.1000
1979   8  48  1.1 302.4  0   1.0000 334.1000
1979  13  49  0.5 301.3  0   1.0000 334.0000
1979  13  49  0.7 301.9  0   1.0000 334.0000
1979  18  50  0.2 300.7  0   1.0000 334.0000
1979  23  51  0.2 299.3  0   1.0000 334.0000
1979  23  51  0.3 297.7  0   1.0000 334.0000
1979  27  52  0.6 300.3  0   1.0000 334.0000
1979  27  52  2.5 299.9  0   1.0000 334.0000
1979  34  53  1.6 305.0  0   1.0000 334.0000
1979  34  53  2.1 301.1  0   1.0000 334.0000
1979  37  54  0.5 298.6  0   1.0000 334.0000
1979  37  54  1.3 298.5  0   1.0000 334.0000
1979 284  55  1.5 304.3  0   1.0000 336.0000
1979 284  55  1.3 303.4  0   1.0000 336.0000
1979 291  56  0.9 297.3  2
1979 291  56  0.0 305.2  2   1.0000 336.0000
1979 297  57  1.9 304.1  0   1.0000 336.0000
1979 297  57  3.3 299.5  0   1.0000 336.0000
1979 305  58  0.1 294.7  2
1979 305  58  2.5 302.0  2   1.0000 336.0000
1979 312  59  0.1 301.8  0   1.0000 336.0000
1979 312  59  0.7 304.8  0   1.0000 336.0000
1979 319  60  1.0 295.2  2
1979 319  60  3.3 303.2  2   1.0000 335.9000
1979 319  61  0.1 136.9  4   1.0000 335.9000
1979 325  62  0.9 302.0  0   1.0000 335.9000
1979 325  62  0.9 302.7  0   1.0000 335.9000
1979 333  63  2.2 299.2  0   1.0000 335.8000
1979 333  63  0.9 302.7  0   1.0000 335.8000
1979 340  64  2.3 298.9  0   1.0000 335.8000
1979 346  65  2.1 303.0  0   1.0000 336.2000
1979 346  65  1.0 300.3  0   1.0000 336.2000
1979 354  66  1.6 304.7  0   1.0000 335.7000
1979 354  66  3.2 299.6  0   1.0000 335.7000
1979 360  67  2.3 302.7  0   1.0000 335.7000
1979 360  67  0.8 302.6  0   1.0000 335.7000
1980   3  68  1.7 299.9  0   1.0000 336.2500
1980   3  68  2.1 300.8  0   1.0000 336.2500
1980  16  70  0.3 301.5  0   1.0000 335.9100
1980  16  70  1.3 303.2  0   1.0000 335.9100
1980  26  71  0.2 301.1  0   1.0000 336.1900
1980  26  71  1.2 306.0  0   1.0000 336.1900
1980  31  72  1.6 302.3  0   1.0000 336.1800
1980  31  72  4.2 301.9  1   1.0000 336.1800
1980  80  73  1.7 302.2  0   1.0000 335.7500
1980  80  73  2.8 300.6  0   1.0000 335.7500
1980 100  74  0.8 302.0  0   1.0000 336.3500
1980 111  75  1.1 299.2  0   1.0000 336.0000
1980 111  75  2.3 301.7  0   1.0000 336.0000
1980 131  76  1.1 303.3  0   1.0000 336.5500
1980 131  76  2.0 304.2  0   1.0000 336.5500
1980 141  77  1.9 302.1  0   1.0000 336.6800
1980 161  78  4.2 301.4  1   1.0000 336.8900
1980 161  78  2.7 298.0  0   1.0000 336.8900
1980 171  79  1.2 301.6  0   1.0000 337.0100
1980 171  79  4.0 300.5  1   1.0000 337.0100
1980 193  80  1.5 299.0  0   1.0000 337.4200
1980 193  80  1.4 296.6  0   1.0000 337.4200
1980 202  81  1.8 299.9  0   1.0000 337.3200
1980 202  81  1.9 300.1  0   1.0000 337.3200
1980 223  82  0.4 305.7  0   1.0000 337.4100
1980 223  82  1.1 302.5  0   1.0000 337.4100
1980 253  84  4.4 301.8  1   1.0000 337.8300
1980 253  84  4.8 301.9  1   1.0000 337.8300
1980 263  85  0.4 301.5  2
1980 263  85  3.8 295.2  2   1.0000 337.9300
1980 284  86  8.1 296.7  1   1.0000 338.1900
1980 284  86  1.7 299.7  0   1.0000 338.1900
1980 294  87  0.1 300.6  0   1.0000 338.1000
1980 294  87  3.7 299.8  0   1.0000 338.1000
1980 294  87  0.6 301.0  0   1.0000 338.1000
1980 294  87  4.6 302.0  1   1.0000 338.1000
1980 323  88  2.7 301.7  0   1.0000 338.1000
1980 329  89  0.5 300.9  0   1.0000 337.9700
1980 329  89  0.0 299.2  0   1.0000 337.9700
1980 338  90  1.5 300.3  0   1.0000 338.0100
1980 338  90  1.3 299.4  0   1.0000 338.0100
1980 343  91  0.7 300.6  0   1.0000 337.9900
1980 343  91  0.6 300.0  0   1.0000 337.9900
1980 352  92  2.6 300.3  0   1.0000 338.0200
1980 352  92  1.5 300.8  0   1.0000 338.0200
1980 358  93  2.4 297.9  0   1.0000 338.0200
1980 358  93  0.8 299.2  0   1.0000 338.0200
1980 364  94  1.7 299.9  0   1.0000 337.8600
1980 364  94  1.0 301.4  0   1.0000 337.8600
1981   7  95  1.4 297.3  0   1.0000 338.3700
1981   7  95  1.3 301.0  0   1.0000 338.3700
1981  14  96  1.5 297.8  0   1.0000 338.0200
1981  19  97  0.6 302.6  0   1.0000 337.3600
1981  28  98  1.3 301.6  0   1.0000 337.8100
1981  28  98  0.7 296.9  0   1.0000 337.8100
1981  34  99  1.8 301.2  0   1.0000 337.7900
1981  34  99  2.5 298.5  0   1.0000 337.7900
1981  48 100  0.9 302.3  0   1.0000 337.5200
1981  48 100  1.6 302.5  0   1.0000 337.5200
1981  62 101  0.0 320.4  4   1.0000 337.6900
1981  62 101  3.4 304.4  2   1.0000 337.6900
1981  75 102  1.2 300.2  0   1.0000 338.0600
1981  75 102  1.1 302.7  0   1.0000 338.0600
1981  90 103  1.4 302.6  0   1.0000 337.9600
1981  90 103  0.0 307.3  0   1.0000 337.9600
1981 104 104  2.3 303.5  0   1.0000 338.0000
1981 104 104  0.0 305.4  0   1.0000 338.0000
1981 118 105  0.0 308.9  2
1981 118 105  0.0 302.2  2   1.0000 337.8500
1981 132 106  2.1 301.7  0   1.0000 338.0800
1981 145 107  2.3 303.5  0   1.0000 338.1600
1981 145 107  0.0 301.6  0   1.0000 338.1600
1981 160 108  0.0 302.3  0   1.0000 338.2800
1981 174 109  1.0 305.0  0   1.0000 338.6200
1981 174 109  2.7 304.1  0   1.0000 338.6200
1981 188 110  0.0 308.0  0   1.0000 338.7500
1981 188 110  2.1 305.0  0   1.0000 338.7500
1981 202 111  0.7 302.8  0   1.0000 338.8800
1981 202 111  1.4 298.9  0   1.0000 338.8800
1981 216 112  0.3 302.9  0   1.0000 339.2200
1981 216 112  2.2 302.5  0   1.0000 339.2200
1981 245 114  2.1 305.4  0   1.0000 339.4600
1981 245 114  1.7 303.3  0   1.0000 339.4600
1981 258 115  1.8 303.7  0   1.0000 340.1500
1981 258 115  3.1 301.5  0   1.0000 340.1500
1981 272 116  1.9 300.9  0   1.0000 339.2800
1981 272 116  2.7 305.2  0   1.0000 339.2800
1981 287 117  0.0 304.9  0   1.0000 339.1400
1981 287 117  1.3 305.1  0   1.0000 339.1400
1981 313 118  4.5 300.2  1   1.0000 338.9300
1981 313 118  5.0 306.3  1   1.0000 338.9300
1981 321 119  2.9 302.5  0   1.0000 338.9800
1981 321 119  1.0 304.7  0   1.0000 338.9800
1981 327 120  1.6 300.7  0   1.0000 338.8800
1981 327 120  2.8 303.8  0   1.0000 338.8800
1981 335 121  1.5 302.9  0   1.0000 339.2000
1981 341 122  1.1 301.5  0   1.0000 339.2000
1981 341 122  1.5 301.0  0   1.0000 339.2000
1981 350 123  0.8 301.1  0   1.0000 338.5900
1981 350 123  1.9 302.2  0   1.0000 338.5900
1981 355 124  1.0 303.9  0   1.0000 338.6500
1981 355 124  1.7 303.3  0   1.0000 338.6500
1981 363 125  1.0 303.8  0   1.0000 337.9700
1982   4 126  0.2 303.6  0   1.0000 339.1000
1982   4 126  3.1 303.9  0   1.0000 339.1000
1982  13 127  1.2 303.2  0   1.0000 339.0000
1982  13 127  1.0 305.6  0   1.0000 339.0000
1982  19 128  0.5 301.8  0   1.0000 338.5700
1982  19 128  0.7 303.7  0   1.0000 338.5700
1982  26 129  1.2 303.8  0   1.0000 338.4800
1982  26 129  5.2 305.6  1   1.0000 338.4800
1982 315 130  0.4 301.0  0   1.0000 339.3700
1982 315 130  1.0 302.6  0   1.0000 339.3700
1982 321 131  1.1 301.4  0   1.0000 339.6500
1982 321 131  1.1 304.5  0   1.0000 339.6500
1982 329 132  1.8 303.9  0   1.0000 339.4700
1982 329 132  1.3 304.1  0   1.0000 339.4700
1982 336 133  1.0 305.3  0   1.0000 339.4600
1982 336 133  1.6 302.5  0   1.0000 339.4600
1982 342 134  1.2 305.1  0   1.0000 339.4800
1982 342 134  1.4 302.6  0   1.0000 339.4800
1982 350 135  0.5 303.4  0   1.0000 339.1800
1982 350 135  1.0 305.1  0   1.0000 339.1800
1982 357 136  1.1 302.7  0   1.0000 339.2700
1982 357 136  0.7 302.5  0   1.0000 339.2700
1982 363 137  0.8 302.7  0   1.0000 339.0400
1982 363 137  0.6 304.6  0   1.0000 339.0400
1983   7 138  1.5 306.8  2
1983   7 138  1.4 298.9  2   1.0000 338.8100
1983  13 139  0.9 304.5  0   1.0004 339.0800
1983  19 140  1.0 305.7  0   1.0004 339.1200
1983  19 140  0.6 303.3  0   1.0004 339.1200
1983  30 141  0.9 300.8  0   1.0000 339.1000
1983  30 141  0.7 302.6  0   1.0000 339.1000
1983  48 142  1.2 304.1  2
1983  48 142  1.6 289.2  6   1.0000 338.9700
1983 119 144  0.0 317.1  4   1.0000 339.7000
1983 149 145  1.0 296.7  0   1.0000 340.8300
1983 178 146  0.1 303.8  0   1.0000 340.8600
1983 210 147  0.9 300.6  2
1983 210 147  0.5 293.2  6   1.0000 341.3000
1983 241 148  1.7 288.7  4   1.0000 341.9000
1983 241 148  0.3 306.5  2   1.0000 341.9000
1983 272 149  0.2 301.3  2
1983 272 149  0.0 307.8  2   1.0000 341.9200
1983 302 150  2.9 299.6  2
1983 302 150  0.0 308.9  2   1.0000 341.9900
1983 351 151  1.5 303.8  0   1.0000 341.9200
1983 351 151  0.7 303.6  0   1.0000 341.9200
1983 360 152  1.3 304.8  0   1.0000 341.7700
1983 360 152  0.5 302.5  0   1.0000 341.7700
1984   9 153  1.6 304.5  0   1.0000 342.0200
1984   9 153  1.9 304.1  0   1.0000 342.0200
1984  23 154  0.8 304.1  0   1.0000 341.7400
1984  23 154  1.3 304.0  0   1.0000 341.7400
1984  29 155  2.0 302.6  0   1.0000 341.8100
1984  29 155  1.2 303.4  0   1.0000 341.8100
1984  38 156  1.0 302.2  0   1.0000 341.8100
1984  38 156  2.7 305.9  0   1.0000 341.8100
1984 310 157  1.2 304.6  8   1.0000 343.3100
1984 310 157  0.7 305.0  8   1.0000 343.3100
1984 316 158  0.8 304.4  8   1.0000 343.2500
1984 316 158  1.9 305.7  8   1.0000 343.2500
1984 324 159  1.9 306.5  8   1.0000 343.0800
1984 324 159  1.0 304.9  8   1.0000 343.0800
1984 331 160  0.6 306.6  8   1.0000 343.0100
1984 331 160  0.9 303.1  8   1.0000 343.0100
1984 338 161  0.6 304.9  8   1.0000 342.6300
1984 338 161  0.5 305.2  8   1.0000 342.6300
1984 345 162  2.0 306.6  8   1.0000 343.0100
1984 345 162  1.6 305.6  8   1.0000 343.0100
1984 355 163  1.1 307.4  8   1.0000 342.7600
1984 355 163  1.4 305.0  8   1.0000 342.7600
1984 358 164  1.5 308.3  8   1.0000 342.7600
1984 358 164  1.6 304.8  8   1.0000 342.7600
1984 365 165  1.7 307.5  8   1.0000 342.8000
1984 365 165  1.6 305.8  8   1.0000 342.8000
1985   4 166  0.3 308.2  8   1.0000 342.8500
1985   4 166  0.4 310.4  8   1.0000 342.8500
1985   6 167  2.7 317.3 12   1.0000 342.8500
1985   6 167  3.7 304.3 10   1.0000 342.8500
1985 309 168  2.1 300.8  0   1.0000 345.1000
1985 309 168  2.5 301.0  0   1.0000 345.1000
1985 317 169  1.6 300.6  0   1.0000 344.7700
1985 317 169  2.0 299.8  0   1.0000 344.7700
1985 324 170  1.6 300.8  0   1.0003 344.8300
1985 324 170  2.0 297.9  4   1.0003 344.8300
1985 331 171  2.2 300.2  0   1.0004 345.1400
1985 331 171  1.9 296.9  4   1.0004 345.1400
1985 338 172  1.6 300.8  0   1.0007 344.7000
1985 338 172  1.5 300.1  0   1.0007 344.7000
1985 345 173  4.0 304.7  1   1.0005 344.6700
1985 345 173  1.5 301.7  0   1.0005 344.6700
1985 354 174  2.0 300.6  0   1.0006 344.4300
1985 358 175  2.9 302.1  0   1.0007 344.3200
1985 358 175  2.6 299.5  0   1.0007 344.3200
1985 365 176  2.1 299.1  0   1.0005 344.3700
1985 365 176  4.4 300.1  1   1.0005 344.3700
1986   9 177  3.1 301.8  0   1.0007 344.1800
1986   9 177  3.9 302.6  1   1.0007 344.1800
1986  14 178  1.3 301.7  0   1.0008 344.3100
1986 312 179  2.4 300.3  0   1.0000 345.7700
1986 312 179  2.2 300.4  0   1.0000 345.7700
1986 318 180  2.3 301.5  0   1.0000 345.8800
1986 318 180  2.9 301.1  0   1.0000 345.8800
1986 326 181  0.0 303.4  0   1.0000 345.6500
1986 326 181  0.0 303.4  0   1.0000 345.6500
1986 333 182  3.0 299.9  0   1.0000 345.7000
1986 333 182  2.7 299.6  0   1.0000 345.7000
1986 340 183  2.1 301.6  0   1.0000 345.5600
1986 340 183  1.6 297.9  4   1.0000 345.5600
1986 347 184  4.6 299.3  1   1.0000 345.6300
1986 347 184  2.4 301.4  0   1.0000 345.6300
1986 354 185  0.0 298.4  4   1.0000 345.6400
1986 354 185  4.0 301.4  1   1.0000 345.6400
