WEEKLY (ROUGHLY) NITROUS OXIDE READINGS AT POINT BARROW (ALASKA) 1/77 TO 12/86
JIM ELKINS (NOAA) FTS 320-6224    JIM'S NAME FOR FILE = BRWN2O_WK.DAT
NUMBER OF OBSERVATIONS = 899
RESPONSE VARIABLE = MEAN NITROUS OXIDE CONCENTRATION (IN PARTS PER ???)
ORDER OF VARIABLES ON A LINE IMAGE--
   1. YEAR (1977 TO 1986)
   2. DAY OF YEAR (1 TO 365)
   3. SAMPLE BOTTLE (OF ONLY MINOR INTEREST)
   4. STANDARD DEVIATION (OVER 3 OBSERVATIONS)
   5. MEAN (OVER 3 OBSERVATIONS) NITROUS OXIDE CONCENTRATION (PP?)
   6. VALIDITY FLAG (ONLY USE DATA WITH FLAG = 0)
   7. WATER VAPOR
   8. CO2
NOTE--ONLY USE DATA WITH VALIDTY FLAG = 0
1977 110 121  0.0   0.0 52   1.0012 -99.9900
1977 122 122  0.0   0.0 52   1.0010 -99.9900
1977 144 124  0.0   0.0 52   1.0018 -99.9900
1977 153 125  0.0   0.0 52   1.0029 -99.9900
1977 167 127  0.0   0.0 52   1.0037 -99.9900
1977 215 128  7.8 316.3  5   1.0056 328.5300
1977 215 128  4.1 309.3  7   1.0056 328.5300
1977 220 129  6.3 305.8  1   1.0046 325.6400
1977 220 129 10.5 303.6  1   1.0046 325.6400
1977 229 130  5.1 301.1  1   1.0083 328.1900
1977 229 130 12.0 295.1  1   1.0083 328.1900
1977 247 131  5.3 306.1  1   1.0064 329.2900
1977 247 131  1.6 309.5  4   1.0064 329.2900
1977 254 132  7.3 298.7  1   1.0034 326.2600
1977 254 132 17.8 305.3  3   1.0034 326.2600
1977 260 133 11.7 301.5  1   1.0034 327.1100
1977 260 133 12.0 306.4  1   1.0034 327.1100
1977 271 134  0.8 297.2  0   1.0026 327.8800
1977 271 134  7.1 297.3  1   1.0026 327.8800
1977 281 135  3.7 383.3 20   1.0029 -99.9900
1977 281 135  1.0 377.8 20   1.0029 -99.9900
1977 284 136  4.8 298.6  1   1.0022 329.3500
1977 284 136  5.0 297.6  1   1.0022 329.3500
1977 293 137  3.4 305.1  0   1.0020 331.0400
1977 293 137  5.7 307.1  1   1.0020 331.0400
1977 306 138  2.8 301.6  0   1.0007 332.5700
1977 306 138  4.7 303.1  1   1.0007 332.5700
1977 313 139  3.9 299.2  1   1.0005 333.1400
1977 313 139  4.6 303.8  1   1.0005 333.1400
1977 318 140  2.1 378.1 20   1.0005 -99.9900
1977 318 140  1.9 373.5 20   1.0005 -99.9900
1977 330 141  7.0 311.6  5   1.0005 340.5600
1977 330 141  6.7 298.6  3   1.0005 340.5600
1977 345 142  7.1 296.7  1   1.0003 340.1200
1977 345 142 10.4 305.2  3   1.0003 340.1200
1977 351 143  1.6 304.8  0   1.0002 339.5800
1977 351 143  2.9 303.3  0   1.0002 339.5800
1977 363 144  2.7 305.8  0   1.0009 339.3700
1977 363 144  4.5 306.4  1   1.0009 339.3700
1978   6 145  0.5 302.9  0   1.0005 338.7400
1978   6 145  3.0 304.0  0   1.0005 338.7400
1978  13 146  2.1 304.8  0   1.0011 338.9300
1978  13 146  6.9 305.9  1   1.0011 338.9300
1978  18 147  2.4 302.4  0   1.0006 340.4700
1978  18 147  0.8 304.7  0   1.0006 340.4700
1978  28 148  4.5 305.4  1   1.0004 339.3700
1978  28 148  4.8 298.9  3   1.0004 339.3700
1978  33 149  1.1 303.2  0   1.0004 339.0600
1978  33 149  1.7 304.6  0   1.0004 339.0600
1978  40 150  3.0 299.6  0   1.0002 341.3500
1978  40 150  0.8 302.4  0   1.0002 341.3500
1978  45 151  2.7 304.1  0   1.0005 339.6000
1978  45 151  1.4 308.4  4   1.0005 339.6000
1978  54 152  0.7 302.9  0   1.0005 340.3900
1978  54 152  1.0 302.6  0   1.0005 340.3900
1978  64 153  1.1 303.5  0   1.0004 340.9200
1978  64 153  1.7 303.2  0   1.0004 340.9200
1978  67 154  6.3 304.5  1   1.0006 342.6000
1978  67 154  5.3 306.2  1   1.0006 342.6000
1978  78 155  0.0 300.1  0   1.0007 341.5900
1978  78 155  0.0 299.6  0   1.0007 341.5900
1978  86 156  1.7 302.3  0   1.0005 341.9900
1978  86 156  2.4 300.9  0   1.0005 341.9900
1978  93 157  1.0 302.4  0   1.0004 341.3900
1978  93 157  1.4 302.2  0   1.0004 341.3900
1978 101 158  1.5 302.4  0   1.0005 341.2200
1978 101 158  2.4 301.6  0   1.0005 341.2200
1978 108 159  1.5 301.4  0   1.0014 341.4100
1978 108 159  0.8 300.4  0   1.0014 341.4100
1978 115 160  3.0 299.9  0   1.0012 340.8100
1978 115 160  1.6 303.4  0   1.0012 340.8100
1978 122 161  2.3 302.4  0   1.0013 340.7900
1978 122 161  1.7 303.1  0   1.0013 340.7900
1978 128 162  0.9 301.5  0   1.0010 340.7600
1978 128 162  0.8 301.7  0   1.0010 340.7600
1978 135 163  3.0 300.8  0   1.0012 340.8000
1978 135 163  2.0 300.7  0   1.0012 340.8000
1978 142 164  1.4 303.0  0   1.0024 340.7700
1978 142 164  1.6 301.2  0   1.0024 340.7700
1978 150 165  3.7 304.6  0   1.0032 341.4700
1978 150 165  0.6 298.9  0   1.0032 341.4700
1978 160 166  2.1 301.3  0   1.0032 340.1000
1978 160 166  1.2 302.6  0   1.0032 340.1000
1978 164 167  1.6 301.9  0   1.0031 339.9400
1978 164 167  1.8 300.9  0   1.0031 339.9400
1978 173 168  1.6 301.9  0   1.0024 339.4000
1978 173 168  1.2 301.0  0   1.0024 339.4000
1978 179 169  0.9 302.0  0   1.0035 338.3600
1978 179 169  1.0 300.2  0   1.0035 338.3600
1978 187 170  0.9 300.7  0   1.0045 334.8600
1978 187 170  1.4 301.0  0   1.0045 334.8600
1978 193 171  0.9 299.3  0   1.0037 332.1800
1978 193 171  2.0 299.8  0   1.0037 332.1800
1978 199 172  1.6 299.4  0   1.0040 331.9500
1978 199 172  2.6 300.4  0   1.0040 331.9500
1978 212 173  0.4 303.2  0   1.0092 330.6500
1978 212 173  0.5 303.3  0   1.0092 330.6500
1978 221 174  0.5 299.4  0   1.0032 327.9200
1978 221 174  1.6 299.0  0   1.0032 327.9200
1978 228 175  1.5 300.5  0   1.0033 327.9400
1978 238 176  1.5 300.8  0   1.0039 325.1600
1978 238 176  1.5 299.5  0   1.0039 325.1600
1978 242 177  0.4 302.0  0   1.0059 332.1400
1978 242 177  1.0 300.8  0   1.0059 332.1400
1978 248 178  1.6 304.0  0   1.0062 329.1300
1978 256 179  0.3 300.3  0   1.0041 327.4500
1978 261 180  0.8 301.7  0   1.0026 327.2200
1978 261 180  1.2 301.0  0   1.0026 327.2200
1978 268 181  0.9 301.7  0   1.0037 332.7400
1978 268 181  1.2 302.9  0   1.0037 332.7400
1978 277 182  1.4 303.0  0   1.0018 329.3400
1978 277 182  0.8 301.3  0   1.0018 329.3400
1978 286 183  0.3 302.2  0   1.0024 332.8800
1978 286 183  1.6 301.2  0   1.0024 332.8800
1978 290 184  0.2 300.5  0   1.0009 332.4000
1978 290 184  1.8 303.5  0   1.0009 332.4000
1978 297 185  1.7 298.2  0   1.0006 337.6000
1978 297 185  0.8 302.7  0   1.0006 337.6000
1978 304 186  1.2 301.5  0   1.0005 336.7800
1978 304 186  0.3 301.2  0   1.0005 336.7800
1978 316 187  0.2 301.7  0   1.0018 338.4700
1978 316 187  1.1 302.0  0   1.0018 338.4700
1978 320 188  0.5 300.4  0   1.0005 340.0700
1978 320 188  0.6 301.3  0   1.0005 340.0700
1978 329 189  0.3 301.4  0   1.0006 340.5500
1978 329 189  0.8 302.0  0   1.0006 340.5500
1978 341 190  1.2 302.7  0   1.0006 339.2000
1978 346 191  0.5 301.1  0   1.0003 338.0100
1978 346 191  0.6 302.3  0   1.0003 338.0100
1978 354 192  0.3 300.8  0   1.0002 339.2000
1978 354 192  1.0 298.9  0   1.0002 339.2000
1978 361 193  0.7 301.4  0   1.0002 340.5100
1978 361 193  0.1 302.4  0   1.0002 340.5100
1979   3 194  1.2 300.7  0   1.0013 339.6800
1979   3 194  0.9 300.9  0   1.0013 339.6800
1979   8 195  0.8 301.0  0   1.0007 338.1600
1979   8 195  1.0 300.4  0   1.0007 338.1600
1979  15 196  0.2 299.4  0   1.0006 340.4500
1979  15 196  0.4 299.7  0   1.0006 340.4500
1979  18 197  1.1 303.3  0   1.0008 340.6500
1979  18 197  0.1 302.3  0   1.0008 340.6500
1979  33 198  1.6 299.8  0   1.0002 342.3300
1979  33 198  0.4 301.4  0   1.0002 342.3300
1979  39 199  0.6 301.0  0   1.0004 340.4100
1979  39 199  1.0 302.0  0   1.0004 340.4100
1979  43 200  2.5 302.8  0   1.0002 340.3200
1979  43 200  1.5 302.0  0   1.0002 340.3200
1979  49 201  0.3 301.1  0   1.0003 340.8300
1979  49 201  1.5 300.2  0   1.0003 340.8300
1979  57 202  0.5 301.7  0   1.0003 343.2300
1979  57 202  1.0 303.0  0   1.0003 343.2300
1979  64 203  0.8 300.5  0   1.0003 342.8800
1979  64 203  0.2 302.2  0   1.0003 342.8800
1979  71 204  0.5 300.5  0   1.0003 341.9200
1979  71 204  0.6 303.1  0   1.0003 341.9200
1979  78 205  2.1 302.7  0   1.0002 343.1900
1979  78 205  0.3 305.0  0   1.0002 343.1900
1979  86 206  1.4 302.0  0   1.0010 341.4200
1979  86 206  2.4 301.5  0   1.0010 341.4200
1979  94 207  1.5 304.4  0   1.0005 341.6800
1979  94 207  1.5 301.6  0   1.0005 341.6800
1979 102 208  1.3 301.4  0   1.0004 342.3800
1979 102 208  1.7 301.4  0   1.0004 342.3800
1979 108 209  0.7 300.9  0   1.0005 342.1000
1979 108 209  1.4 302.2  0   1.0005 342.1000
1979 114 210  0.4 303.7  0   1.0022 342.5000
1979 114 210  1.3 301.8  0   1.0022 342.5000
1979 121 211  1.3 303.7  0   1.0021 343.2700
1979 127 212  3.6 304.4  0   1.0024 342.4800
1979 127 212  1.7 302.7  0   1.0024 342.4800
1979 135 213  1.7 302.8  0   1.0014 342.7700
1979 135 213  1.6 302.5  0   1.0014 342.7700
1979 141 214  2.1 302.5  0   1.0016 342.4500
1979 141 214  1.4 301.1  0   1.0016 342.4500
1979 151 215  1.2 302.9  0   1.0036 343.0600
1979 151 215  1.5 302.7  0   1.0036 343.0600
1979 155 216  2.0 303.4  0   1.0031 343.1700
1979 155 216  2.2 301.1  0   1.0031 343.1700
1979 166 217  1.9 301.7  0   1.0030 342.3100
1979 166 217  0.7 302.7  0   1.0030 342.3100
1979 169 218  0.9 301.8  0   1.0035 341.3000
1979 169 218  1.2 302.9  0   1.0035 341.3000
1979 176 219  1.2 301.5  0   1.0029 341.2500
1979 176 219  1.4 303.6  0   1.0029 341.2500
1979 183 220  2.5 301.0  0   1.0052 336.5700
1979 183 220  0.2 303.0  0   1.0052 336.5700
1979 195 221  1.9 300.9  0   1.0061 331.3900
1979 195 221  1.2 302.1  0   1.0061 331.3900
1979 200 222  0.4 304.2  0   1.0066 328.0500
1979 200 222  1.5 302.9  0   1.0066 328.0500
1979 204 223  1.1 302.2  0   1.0045 330.1600
1979 204 223  0.8 302.6  0   1.0045 330.1600
1979 211 224  1.7 301.9  0   1.0051 328.3000
1979 211 224  1.7 303.0  0   1.0051 328.3000
1979 218 225  2.4 301.3  0   1.0040 329.1700
1979 218 225  0.7 301.4  0   1.0040 329.1700
1979 225 226  1.0 301.2  0   1.0053 326.5300
1979 225 226  0.9 301.1  0   1.0053 326.5300
1979 240 228  2.5 305.2  0   1.0041 327.9500
1979 240 228  1.3 303.9  0   1.0041 327.9500
1979 249 229  1.3 303.4  0   1.0044 328.5700
1979 249 229  1.9 303.9  0   1.0044 328.5700
1979 253 230  0.5 309.5  0   1.0035 328.7600
1979 253 230  6.9 306.7  1   1.0035 328.7600
1979 262 231  0.9 302.6  0   1.0027 329.9800
1979 262 231  1.7 303.3  0   1.0027 329.9800
1979 268 232  1.0 300.7  0   1.0036 329.0800
1979 268 232  3.5 302.3  0   1.0036 329.0800
1979 274 233  2.5 302.7  0   1.0031 331.6900
1979 274 233  1.9 300.1  0   1.0031 331.6900
1979 281 234  2.9 301.8  0   1.0024 331.7700
1979 281 234  1.3 305.0  0   1.0024 331.7700
1979 289 235  1.8 301.7  0   1.0013 332.9500
1979 289 235  1.0 300.9  0   1.0013 332.9500
1979 295 236  1.3 302.8  0   1.0018 333.8800
1979 295 236  1.6 302.6  0   1.0018 333.8800
1979 302 237  2.1 298.4  0   1.0008 335.4300
1979 302 237  1.9 303.6  0   1.0008 335.4300
1979 309 238  3.8 298.9  0   1.0011 337.6400
1979 309 238  1.2 303.3  0   1.0011 337.6400
1979 319 239  0.0   0.0  4   1.0009 336.8000
1979 319 239  1.8 302.5  2   1.0009 336.8000
1979 326 240  1.2 303.0  0   1.0004 336.7400
1979 338 241  2.5 304.7  0   1.0004 341.1900
1979 338 241  0.3 302.3  0   1.0004 341.1900
1979 348 242  1.4 304.6  0   1.0014 341.1300
1979 352 243  1.2 305.9  0   1.0006 343.1000
1979 352 243  1.4 302.7  0   1.0006 343.1000
1979 358 244  1.8 301.8  0   1.0002 341.2300
1979 358 244  1.1 300.5  0   1.0002 341.2300
1980   4 245  1.2 302.4  0   1.0002 341.5000
1980   4 245  1.4 303.7  0   1.0002 341.5000
1980  10 246  0.4 302.5  0   1.0002 343.2000
1980  10 246  1.9 302.0  0   1.0002 343.2000
1980  15 247  0.9 303.8  0   1.0002 340.8100
1980  15 247  0.8 302.8  0   1.0002 340.8100
1980  22 248  1.1 302.2  0   1.0011 341.9700
1980  22 248  1.5 305.3  0   1.0011 341.9700
1980  31 249  0.7 300.8  0   1.0003 342.1200
1980  31 249  0.6 304.8  0   1.0003 342.1200
1980  37 250  1.0 302.9  0   1.0003 342.2200
1980  37 250  0.8 302.3  0   1.0003 342.2200
1980  42 251  0.9 304.8  0   1.0013 341.3800
1980  42 251  1.2 303.7  0   1.0013 341.3800
1980  50 252  2.7 301.5  0   1.0003 343.5500
1980  50 252  1.1 304.2  0   1.0003 343.5500
1980  56 253  1.6 303.3  0   1.0010 342.5900
1980  56 253  3.4 303.1  0   1.0010 342.5900
1980  71 255  2.3 299.0  2
1980  71 255  1.0 305.8  2   1.0004 344.8600
1980  80 256  1.9 305.5  0   1.0005 344.4600
1980  80 256  1.7 300.2  0   1.0005 344.4600
1980  84 257  2.1 302.1  0   1.0011 344.4400
1980  84 257  2.9 300.0  0   1.0011 344.4400
1980  91 258  3.2 294.7  2
1980  91 258  1.0 304.3  2   1.0004 344.1200
1980  98 259  0.6 302.4  0   1.0005 344.8000
1980  98 259  2.7 302.5  0   1.0005 344.8000
1980 106 260  4.9 292.9  5   1.0007 345.0500
1980 106 260  2.7 297.7  0   1.0007 345.0500
1980 112 261  3.6 297.9  0   1.0008 345.3000
1980 112 261  1.6 300.7  0   1.0008 345.3000
1980 122 262  1.7 295.8  0   1.0016 345.3000
1980 122 262  0.6 300.0  0   1.0016 345.3000
1980 126 263  1.8 299.5  0   1.0012 345.4000
1980 126 263  4.5 296.1  1   1.0012 345.4000
1980 134 264  3.5 303.2  0   1.0022 344.0900
1980 134 264  2.7 304.7  0   1.0022 344.0900
1980 143 265  4.3 301.4  1   1.0017 342.4900
1980 143 265  3.0 305.0  0   1.0017 342.4900
1980 148 266  2.9 302.0  0   1.0031 342.5000
1980 148 266  2.1 304.8  0   1.0031 342.5000
1980 154 267  2.3 300.9  0   1.0026 343.7900
1980 154 267  1.9 302.0  0   1.0026 343.7900
1980 164 268  1.5 304.1  0   1.0046 343.2000
1980 164 268  0.9 302.1  0   1.0046 343.2000
1980 168 269  1.0 301.6  0   1.0033 343.1800
1980 168 269  0.7 301.6  0   1.0033 343.1800
1980 177 270  3.4 302.4  2
1980 177 270 11.2 310.8  7   1.0041 340.7700
1980 183 271  5.4 303.2  1   1.0040 340.1000
1980 183 271  1.1 301.9  0   1.0040 340.1000
1980 189 272  3.0 303.2  0   1.0036 340.0100
1980 189 272  2.7 298.8  0   1.0036 340.0100
1980 196 273  3.4 298.8  0   1.0037 339.7500
1980 196 273  1.4 302.1  0   1.0037 339.7500
1980 204 274  1.0 302.9  0   1.0036 336.3500
1980 204 274  0.3 302.6  0   1.0036 336.3500
1980 211 275  3.3 301.5  0   1.0034 334.9900
1980 211 275  6.3 300.3  1   1.0034 334.9900
1980 220 276  0.9 303.5  0   1.0040 332.6700
1980 220 276  3.6 305.0  0   1.0040 332.6700
1980 228 277  3.0 303.3  0   1.0031 331.7600
1980 228 277  4.2 303.2  1   1.0031 331.7600
1980 241 278  0.3 307.6  0   1.0022 331.1400
1980 241 278  2.3 303.0  0   1.0022 331.1400
1980 254 279  3.2 299.0  0   1.0029 331.7000
1980 254 279  3.0 302.8  0   1.0029 331.7000
1980 262 280  2.5 300.1  0   1.0027 332.7000
1980 262 280  4.0 303.9  1   1.0027 332.7000
1980 269 281  2.7 304.6  0   1.0023 335.4000
1980 269 281  4.9 299.3  1   1.0023 335.4000
1980 273 282  2.4 303.1  0   1.0015 335.1800
1980 273 282  0.8 302.4  0   1.0015 335.1800
1980 281 283  2.0 300.4  0   1.0012 337.9000
1980 281 283  2.2 300.2  0   1.0012 337.9000
1980 289 284  2.3 300.9  0   1.0019 347.1800
1980 289 284  1.4 301.2  0   1.0019 347.1800
1980 295 285  2.8 301.5  0   1.0010 344.6300
1980 295 285  5.7 295.9  1   1.0010 344.6300
1980 302 286  1.7 300.3  0   1.0020 341.7100
1980 302 286  2.1 299.5  0   1.0020 341.7100
1980 306 287  1.6 302.3  0   1.0018 344.8500
1980 306 287  2.0 299.6  0   1.0018 344.8500
1980 308 288  1.6 301.9  0   1.0005 344.4500
1980 308 288  4.5 296.3  1   1.0005 344.4500
1980 323 289  2.8 307.7  2
1980 323 289  2.4 299.0  2   1.0006 344.6900
1980 330 290  0.6 302.9  0   1.0005 343.3600
1980 330 290  0.7 300.3  0   1.0005 343.3600
1980 339 291  1.2 302.1  0   1.0005 343.0100
1980 339 291  0.9 303.1  0   1.0005 343.0100
1980 344 292  0.0 310.0  0   1.0012 341.3700
1980 344 292  1.6 306.6  0   1.0012 341.3700
1980 350 293  1.1 303.2  0   1.0004 345.1800
1980 350 293  2.9 302.9  0   1.0004 345.1800
1980 360 294  3.0 301.4  0   1.0003 352.4700
1980 360 294  3.0 301.8  0   1.0003 352.4700
1981  13 295  1.9 303.1  0   1.0008 347.4900
1981  13 295  1.6 302.6  0   1.0008 347.4900
1981  19 296  2.4 302.6  0   1.0011 343.8000
1981  19 296  1.1 301.3  0   1.0011 343.8000
1981  27 297  0.7 304.3  0   1.0006 344.9200
1981  27 297  0.2 303.3  0   1.0006 344.9200
1981  33 298  1.3 300.8  0   1.0010 344.3800
1981  33 298  0.5 303.6  0   1.0010 344.3800
1981  40 299  0.7 301.6  0   1.0006 347.2800
1981  40 299  0.8 303.7  0   1.0006 347.2800
1981  50 300  0.6 302.0  0   1.0002 348.7600
1981  50 300  2.3 303.7  0   1.0002 348.7600
1981  62 301  1.5 302.3  0   1.0003 345.1400
1981  62 301  1.6 302.1  0   1.0003 345.1400
1981  72 302  2.4 303.1  0   1.0005 345.6800
1981  72 302  1.6 303.7  0   1.0005 345.6800
1981  75 303  1.3 305.1  0   1.0006 343.7500
1981  75 303  1.7 304.8  0   1.0006 343.7500
1981  82 304  0.5 302.4  0   1.0006 343.9500
1981  82 304  3.3 303.4  0   1.0006 343.9500
1981  89 305  1.9 302.6  0   1.0007 344.5700
1981  89 305  0.1 301.6  0   1.0007 344.5700
1981  97 306  2.6 304.6  0   1.0008 345.4400
1981  97 306  1.8 303.7  0   1.0008 345.4400
1981 103 307  2.7 305.0  0   1.0008 345.7100
1981 103 307  1.9 304.1  0   1.0008 345.7100
1981 110 308  3.2 304.0  0   1.0009 346.1900
1981 110 308  1.2 302.8  0   1.0009 346.1900
1981 124 309  0.3 304.4  0   1.0014 345.6600
1981 124 309  2.0 303.7  0   1.0014 345.6600
1981 134 310  2.6 303.5  0   1.0018 346.7700
1981 134 310  1.8 301.5  0   1.0018 346.7700
1981 139 311  0.4 301.6  0   1.0019 346.1700
1981 139 311  1.3 304.6  0   1.0019 346.1700
1981 146 312  1.7 303.3  0   1.0029 346.3000
1981 146 312  1.6 305.0  0   1.0029 346.3000
1981 160 313  1.9 304.0  0   1.0036 346.3200
1981 160 313  1.8 303.9  0   1.0036 346.3200
1981 174 314  2.4 300.8  0   1.0037 343.4100
1981 174 314  2.2 304.9  0   1.0037 343.4100
1981 180 315  2.0 301.4  0   1.0033 341.2300
1981 180 315  1.4 305.0  0   1.0033 341.2300
1981 190 316  2.2 304.3  0   1.0037 340.0400
1981 190 316  1.3 302.3  0   1.0037 340.0400
1981 197 317  2.2 302.3  0   1.0042 336.5800
1981 197 317  1.4 303.7  0   1.0042 336.5800
1981 202 318  3.1 302.9  0   1.0062 333.5800
1981 202 318  2.0 298.9  0   1.0062 333.5800
1981 212 319  0.7 303.5  0   1.0040 333.0000
1981 212 319  3.1 302.8  0   1.0040 333.0000
1981 218 320  3.6 304.9  0   1.0036 332.7700
1981 218 320  2.6 305.3  0   1.0036 332.7700
1981 222 321  3.6 304.8  0   1.0037 331.9300
1981 222 321  2.3 308.6  0   1.0037 331.9300
1981 236 322  4.9 305.7  1   1.0048 329.1100
1981 236 322  3.3 304.2  0   1.0048 329.1100
1981 246 323  1.1 302.4  0   1.0012 331.0900
1981 246 323  1.3 301.7  0   1.0012 331.0900
1981 258 324  1.1 302.3  0   1.0034 335.2600
1981 258 324  1.3 301.6  0   1.0034 335.2600
1981 265 325  3.8 303.7  0   1.0028 333.4900
1981 265 325  2.3 301.4  0   1.0028 333.4900
1981 274 326  0.8 301.9  0   1.0019 335.2800
1981 274 326  1.0 301.8  0   1.0019 335.2800
1981 281 327  1.1 301.9  0   1.0017 335.6300
1981 281 327  1.0 302.0  0   1.0017 335.6300
1981 287 328  2.2 302.4  0   1.0027 339.5000
1981 287 328  1.5 300.6  0   1.0027 339.5000
1981 293 329  0.4 303.0  0   1.0013 343.9200
1981 293 329  1.1 303.0  0   1.0013 343.9200
1981 299 330  1.0 303.8  0   1.0010 341.0600
1981 299 330  0.4 303.0  0   1.0010 341.0600
1981 307 331  3.8 303.3  0   1.0005 340.7000
1981 307 331  1.1 303.1  0   1.0005 340.7000
1981 313 332  0.4 301.8  0   1.0004 340.7500
1981 313 332  2.6 302.0  0   1.0004 340.7500
1981 323 333  0.3 302.2  0   1.0020 342.7900
1981 323 333  0.9 303.1  0   1.0020 342.7900
1981 327 334  1.4 300.9  0   1.0004 343.7000
1981 327 334  2.2 302.1  0   1.0004 343.7000
1981 334 335  1.3 302.2  0   1.0004 343.6100
1981 334 335  0.8 302.1  0   1.0004 343.6100
1981 341 336  3.4 301.2  0   1.0004 344.6900
1981 341 336  1.3 303.9  0   1.0004 344.6900
1981 348 337  2.5 303.1  0   1.0006 344.8900
1981 348 337  1.6 304.7  0   1.0006 344.8900
1981 355 338  1.5 303.4  0   1.0006 344.5700
1981 355 338  0.4 304.2  0   1.0006 344.5700
1981 364 339  3.0 301.4  0   1.0005 345.3400
1981 364 339  3.4 303.2  0   1.0005 345.3400
1982   4 340  3.7 302.9  0   1.0006 345.4000
1982   4 340  4.6 303.3  1   1.0006 345.4000
1982  14 341  0.5 302.4  0   1.0003 346.3500
1982  14 341  0.0 302.1  0   1.0003 346.3500
1982  26 342  1.7 301.6  0   1.0003 345.3300
1982  26 342  2.4 300.6  0   1.0003 345.3300
1982  32 343  1.8 306.2  0   1.0004 348.8000
1982  32 343  1.1 306.0  0   1.0004 348.8000
1982  42 344  2.1 302.1  0   1.0006 347.0100
1982  42 344  1.2 304.3  0   1.0006 347.0100
1982  48 345  1.5 302.5  0   1.0012 350.4400
1982  48 345  0.1 303.6  0   1.0012 350.4400
1982  61 346  0.4 303.4  0   1.0007 348.2800
1982  61 346  0.9 303.0  0   1.0007 348.2800
1982  68 347  3.1 305.3  0   1.0005 347.7000
1982  68 347  1.2 304.1  0   1.0005 347.7000
1982  76 348  2.2 303.7  0   1.0004 347.9000
1982  76 348  0.9 302.8  0   1.0004 347.9000
1982  81 349  2.4 306.4  0   1.0005 347.9000
1982  81 349  1.5 301.3  0   1.0005 347.9000
1982  89 350  0.6 305.2  0   1.0004 347.2000
1982  89 350  1.7 305.1  0   1.0004 347.2000
1982  98 351  2.1 303.1  0   1.0022 348.6300
1982  98 351  1.3 306.9  0   1.0022 348.6300
1982 104 352  1.4 304.6  0   1.0004 347.9600
1982 104 352  1.1 305.2  0   1.0004 347.9600
1982 110 353  0.2 305.6  0   1.0009 348.5000
1982 110 353  0.7 307.0  0   1.0009 348.5000
1982 116 354  0.4 303.9  0   1.0009 348.4000
1982 116 354  0.6 305.3  0   1.0009 348.4000
1982 127 355  1.1 304.7  0   1.0009 348.0400
1982 127 355  1.5 305.5  0   1.0009 348.0400
1982 131 356  0.8 305.0  0   1.0022 348.1000
1982 131 356  1.8 306.4  0   1.0022 348.1000
1982 138 357  0.8 305.2  0   1.0016 347.6500
1982 138 357  1.2 305.4  0   1.0016 347.6500
1982 144 358  1.6 302.8  0   1.0023 347.5500
1982 144 358  0.5 305.8  0   1.0023 347.5500
1982 152 359  0.9 304.2  0   1.0027 348.3700
1982 152 359  1.3 304.8  0   1.0027 348.3700
1982 161 360  1.4 303.9  2
1982 161 360  3.2 312.0  2   1.0035 346.7700
1982 165 361  1.2 303.1  0   1.0037 347.1100
1982 165 361  0.7 301.9  0   1.0037 347.1100
1982 177 362  5.7 304.9  1   1.0040 343.1300
1982 177 362  0.3 305.7  0   1.0040 343.1300
1982 182 363  1.4 305.5  0   1.0040 342.2600
