WEEKLY (ROUGHLY) FREON-12 READINGS AT SOUT POLE 1/77 TO 12/86
JIM ELKINS (NOAA) FTS 320-6224    JIM'S NAME FOR FILE = SPOF12_WK.DAT
NUMBER OF OBSERVATIONS = 321
RESPONSE VARIABLE = MEAN FREON-12 CONCENTRATION (IN PARTS PER TRILLION)
ORDER OF VARIABLES ON A LINE IMAGE--
   1. YEAR (1977 TO 1986)
   2. DAY OF YEAR (1 TO 365)
   3. SAMPLE BOTTLE (OF ONLY MINOR INTEREST)
   4. STANDARD DEVIATION (OVER 3 OBSERVATIONS)
   5. MEAN (OVER 3 OBSERVATIONS) FREON-12 CONCENTRATION (PPT)
1977 316  25  0.0 316.0  6   1.0000 332.6900
1977 336  26  0.2 224.5 32   1.0000 332.5000
1977 336  26  2.2 221.0 32   1.0000 332.5000
1977 353  27  0.9 234.2 32   1.0000 332.1100
1977 353  27 11.5 251.6 35   1.0000 332.1100
1978   1  28 22.3 282.1 37   1.0000 332.0800
1978   1  28  3.4 215.8 34   1.0000 332.0800
1978  15  29  4.9 211.1 32   1.0000 331.8400
1978  15  29 45.8 244.4 35   1.0000 331.8400
1978  31  30 10.5 246.2  1   1.0000 332.5300
1978  31  30 29.4 262.7  7   1.0000 332.5300
1978  45  31  0.0 683.8  4   1.0000 332.0500
1978  60  32  0.0 949.5  4   1.0000 332.1200
1978  60  32  1.0 331.6  6   1.0000 332.1200
1978  91  33  1.1 373.7  4   1.0000 333.1600
1978  91  33  0.4 238.7  2   1.0000 333.1600
1978 121  34  1.0 259.4  2
1978 121  34  1.4 312.0  6   1.0000 333.0400
1978 152  35  0.6 245.3  2
1978 152  35  0.3 256.1  2   1.0000 333.2700
1978 182  36  0.5 351.6  4   1.0000 333.4100
1978 182  36  0.7 245.1  2   1.0000 333.4100
1978 213  37  7.0 269.5  5   1.0000 334.1200
1978 213  37  0.0   0.0  6   1.0000 334.1200
1978 244  38  2.4 654.5  4   1.0000 335.0300
1978 244  38  1.0 262.3  2   1.0000 335.0300
1978 274  39  1.7 245.1  0   1.0000 334.9000
1978 274  39  1.2 254.2  0   1.0000 334.9000
1978 305  40  0.1 251.6  0   1.0000 334.7100
1978 305  40  0.7 251.3  0   1.0000 334.7100
1978 320  41  0.6 279.8  4   1.0000 334.6900
1978 320  41  0.2 292.0  6   1.0000 334.6900
1978 336  42  2.6 257.1  0   1.0000 334.6000
1978 336  42  1.4 255.2  0   1.0000 334.6000
1978 343  43  1.8 271.5  2
1978 343  43  1.6 293.4  6   1.0000 334.5000
1978 351  44  1.9 271.9  2
1978 351  44  0.6 300.6  6   1.0000 334.3000
1978 357  45  1.9 273.6  2
1978 357  45  4.0 260.6  2   1.0000 334.2000
1978 363  46  1.3 259.6  0   1.0000 334.1000
1978 363  46  0.1 258.4  0   1.0000 334.1000
1979   2  47  0.9 255.2  0   1.0000 334.1000
1979   2  47  0.1 259.5  0   1.0000 334.1000
1979   8  48  0.2 256.0  2
1979   8  48  2.1 296.8  6   1.0000 334.1000
1979  13  49  2.9 256.2  0   1.0000 334.0000
1979  13  49  2.7 255.5  0   1.0000 334.0000
1979  18  50  1.3 270.3  0   1.0000 334.0000
1979  23  51  1.2 255.8  0   1.0000 334.0000
1979  23  51  2.8 254.7  0   1.0000 334.0000
1979  27  52  0.8 254.0  0   1.0000 334.0000
1979  27  52  1.0 258.9  0   1.0000 334.0000
1979  34  53  3.1 299.7  4   1.0000 334.0000
1979  34  53  3.1 338.8  6   1.0000 334.0000
1979  37  54  0.6 254.1  0   1.0000 334.0000
1979  37  54  0.5 253.2  0   1.0000 334.0000
1979 284  55  0.8 308.6  4   1.0000 336.0000
1979 284  55  5.8 299.1  4   1.0000 336.0000
1979 291  56  2.2 291.6  4   1.0000 336.0000
1979 291  56  0.0 355.9  6   1.0000 336.0000
1979 297  57  1.2 312.1  4   1.0000 336.0000
1979 297  57  3.3 332.6  6   1.0000 336.0000
1979 305  58  2.8 306.9  4   1.0000 336.0000
1979 305  58  0.6 292.1  6   1.0000 336.0000
1979 312  59  9.7 965.2  5   1.0000 336.0000
1979 312  59 52.7 965.2  5   1.0000 336.0000
1979 319  60 10.6 264.8  1   1.0000 335.9000
1979 319  60  0.2 319.5  6   1.0000 335.9000
1979 319  61  1.5 271.4  0   1.0000 335.9000
1979 325  62  1.5 295.4  4   1.0000 335.9000
1979 325  62  1.6 318.6  6   1.0000 335.9000
1979 333  63  2.6 286.3  0   1.0000 335.8000
1979 333  63  0.2 283.6  0   1.0000 335.8000
1979 340  64  1.5 277.0  0   1.0000 335.8000
1979 346  65  0.0 834.7  4   1.0000 336.2000
1979 346  65  1.7 301.8  6   1.0000 336.2000
1979 354  66  0.9 276.7  0   1.0000 335.7000
1979 354  66  0.8 270.9  0   1.0000 335.7000
1979 360  67  2.3 272.5  2
1979 360  67  2.3 290.8  2   1.0000 335.7000
1980   3  68  0.2 272.5  0   1.0000 336.2500
1980   3  68  1.9 278.3  0   1.0000 336.2500
1980  16  70  1.3 272.2  0   1.0000 335.9100
1980  16  70  1.6 280.8  0   1.0000 335.9100
1980  26  71  1.3 317.8  4   1.0000 336.1900
1980  26  71  3.1 273.9  2   1.0000 336.1900
1980  31  72  0.2 271.9  0   1.0000 336.1800
1980  31  72  0.5 273.8  0   1.0000 336.1800
1980  80  73  2.4 340.9  4   1.0000 335.7500
1980  80  73  1.8 285.4  2   1.0000 335.7500
1980 100  74  0.7 278.6  0   1.0000 336.3500
1980 111  75  2.7 281.7  0   1.0000 336.0000
1980 111  75  1.5 273.3  0   1.0000 336.0000
1980 131  76  1.5 301.6  4   1.0000 336.5500
1980 131  76  1.8 287.8  2   1.0000 336.5500
1980 141  77  1.9 278.6  0   1.0000 336.6800
1980 161  78  1.5 283.2  0   1.0000 336.8900
1980 161  78  2.0 282.4  0   1.0000 336.8900
1980 171  79  0.9 283.2  0   1.0000 337.0100
1980 171  79  3.2 283.8  0   1.0000 337.0100
1980 193  80  0.7 283.0  0   1.0000 337.4200
1980 193  80  0.6 281.7  0   1.0000 337.4200
1980 202  81  1.1 278.1  0   1.0000 337.3200
1980 202  81  2.4 281.4  0   1.0000 337.3200
1980 223  82  3.4 290.7  2
1980 223  82  2.3 317.4  6   1.0000 337.4100
1980 253  84  4.0 306.1  4   1.0000 337.8300
1980 253  84  2.5 298.4  0   1.0000 337.8300
1980 263  85  1.9 290.7  2
1980 263  85  2.7 309.5  6   1.0000 337.9300
1980 284  86  8.8 284.8  1   1.0000 338.1900
1980 284  86  0.8 288.1  0   1.0000 338.1900
1980 294  87  2.2 289.8  0   1.0000 338.1000
1980 294  87  3.7 285.7  0   1.0000 338.1000
1980 294  87  2.3 289.3  0   1.0000 338.1000
1980 294  87  5.4 293.9  0   1.0000 338.1000
1980 323  88  0.7 286.4  0   1.0000 338.1000
1980 329  89  2.8 285.5  0   1.0000 337.9700
1980 329  89  1.0 286.0  0   1.0000 337.9700
1980 338  90  1.1 286.8  0   1.0000 338.0100
1980 338  90  1.3 287.5  0   1.0000 338.0100
1980 343  91  0.1 287.2  0   1.0000 337.9900
1980 343  91  1.9 295.9  0   1.0000 337.9900
1980 352  92  2.1 287.3  0   1.0000 338.0200
1980 352  92  0.4 289.9  0   1.0000 338.0200
1980 358  93  1.7 286.5  0   1.0000 338.0200
1980 358  93  1.1 288.2  0   1.0000 338.0200
1980 364  94  1.2 315.0  4   1.0000 337.8600
1980 364  94  1.4 291.1  2   1.0000 337.8600
1981   7  95  1.5 301.6  2
1981   7  95  1.3 337.4  6   1.0000 338.3700
1981  14  96  2.0 285.4  0   1.0000 338.0200
1981  19  97  0.9 290.9  0   1.0000 337.3600
1981  28  98  1.1 379.0  4   1.0000 337.8100
1981  28  98  1.7 338.3  6   1.0000 337.8100
1981  34  99  1.7 288.0  2
1981  34  99  2.9 300.4  2   1.0000 337.7900
1981  48 100  0.1 291.3  0   1.0000 337.5200
1981  48 100  0.4 296.4  0   1.0000 337.5200
1981  62 101  0.0 977.4  4   1.0000 337.6900
1981  62 101  3.1 459.8  6   1.0000 337.6900
1981  75 102  1.8 319.8  4   1.0000 338.0600
1981  75 102  0.9 401.4  6   1.0000 338.0600
1981  90 103  0.3 331.8  4   1.0000 337.9600
1981  90 103  0.0 955.7  6   1.0000 337.9600
1981 104 104  0.1 307.8  2
1981 104 104  0.0 415.9  6   1.0000 338.0000
1981 118 105  0.0 978.8  4   1.0000 337.8500
1981 118 105  0.0 383.1  6   1.0000 337.8500
1981 132 106  1.2 297.1  0   1.0000 338.0800
1981 145 107  0.4 319.9  4   1.0000 338.1600
1981 145 107  0.0 491.0  6   1.0000 338.1600
1981 160 108  0.0 653.5  4   1.0000 338.2800
1981 174 109  0.4 318.9  2
1981 174 109  1.5 398.1  6   1.0000 338.6200
1981 188 110  0.0 965.4  4   1.0000 338.7500
1981 188 110  2.3 362.6  6   1.0000 338.7500
1981 202 111  0.8 327.9  4   1.0000 338.8800
1981 202 111  0.3 369.1  6   1.0000 338.8800
1981 216 112  1.6 348.7  4   1.0000 339.2200
1981 216 112  0.5 337.5  6   1.0000 339.2200
1981 245 114  0.9 422.8  4   1.0000 339.4600
1981 245 114  1.1 388.9  6   1.0000 339.4600
1981 258 115  0.8 326.4  4   1.0000 340.1500
1981 258 115  4.3 371.4  6   1.0000 340.1500
1981 272 116  1.1 323.9  0   1.0000 339.2800
1981 272 116  0.9 329.6  4   1.0000 339.2800
1981 287 117  0.0 330.6  4   1.0000 339.1400
1981 287 117  1.8 334.1  4   1.0000 339.1400
1981 313 118  1.3 310.2  2
1981 313 118  6.1 323.9  3   1.0000 338.9300
1981 321 119  5.7 326.3  2
1981 321 119  1.3 314.7  2   1.0000 338.9800
1981 327 120  1.0 321.7  2
1981 327 120  0.2 341.1  6   1.0000 338.8800
1981 335 121  4.1 314.1  0   1.0000 339.2000
1981 341 122  0.6 311.7  2
1981 341 122  2.0 331.4  6   1.0000 339.2000
1981 350 123  2.8 310.6  2
1981 350 123  0.1 320.5  2   1.0000 338.5900
1981 355 124  2.8 310.8  2
1981 355 124  0.0 322.9  2   1.0000 338.6500
1981 363 125  3.6 778.2  4   1.0000 337.9700
1982   4 126  2.4 382.2  4   1.0000 339.1000
1982   4 126  1.9 378.3  4   1.0000 339.1000
1982  13 127  2.0 378.6  4   1.0000 339.0000
1982  13 127  1.8 369.3  4   1.0000 339.0000
1982  19 128  0.0 862.0  4   1.0000 338.5700
1982  19 128  1.7 863.3  4   1.0000 338.5700
1982  26 129  1.2 316.1  0   1.0000 338.4800
1982  26 129  1.4 306.6  0   1.0000 338.4800
1982 315 130  2.6 351.3  4   1.0000 339.3700
1982 315 130  1.2 362.6  6   1.0000 339.3700
1982 321 131  2.9 491.1  4   1.0000 339.6500
1982 321 131  2.0 495.1  4   1.0000 339.6500
1982 329 132  0.6 344.9  0   1.0000 339.4700
1982 329 132  1.6 338.5  0   1.0000 339.4700
1982 336 133  1.6 371.6  4   1.0000 339.4600
1982 336 133  3.0 371.8  4   1.0000 339.4600
1982 342 134  1.2 341.4  2
1982 342 134  1.5 320.2  2   1.0000 339.4800
1982 350 135  2.2 925.8  4   1.0000 339.1800
1982 350 135  2.3 921.0  4   1.0000 339.1800
1982 357 136  0.6 369.4  4   1.0000 339.2700
1982 357 136  1.4 367.7  4   1.0000 339.2700
1982 363 137  0.5 613.3  4   1.0000 339.0400
1982 363 137  2.2 650.6  6   1.0000 339.0400
1983   7 138  1.3 408.5  4   1.0000 338.8100
1983   7 138  2.4 331.7  2   1.0000 338.8100
1983  13 139  1.3 354.3  4   1.0007 339.0800
1983  19 140  1.7 339.1  0   1.0007 339.1200
1983  19 140  0.8 343.7  0   1.0007 339.1200
1983  30 141  1.7 336.1  0   1.0000 339.1000
1983  30 141  2.9 338.0  0   1.0000 339.1000
1983  48 142  0.5 355.8  4   1.0000 338.9700
1983  48 142  1.2 385.5  6   1.0000 338.9700
1983 119 144  0.0 540.1  4   1.0000 339.7000
1983 149 145  0.6 370.2  4   1.0000 340.8300
1983 178 146  2.2 350.3  0   1.0000 340.8600
1983 210 147  2.1 376.1  4   1.0000 341.3000
1983 210 147  1.4 333.9  2   1.0000 341.3000
1983 241 148  2.6 351.9  2
1983 241 148  1.8 409.0  6   1.0000 341.9000
1983 272 149  1.3 341.3  2
1983 272 149  0.0 996.3  6   1.0000 341.9200
1983 302 150  1.3 324.2  2
1983 302 150  0.0 751.5  6   1.0000 341.9900
1983 351 151  1.5 337.3  0   1.0000 341.9200
1983 351 151  0.9 338.4  0   1.0000 341.9200
1983 360 152  0.1 349.6  2
1983 360 152  1.0 337.4  2   1.0000 341.7700
1984   9 153  1.7 436.2  4   1.0000 342.0200
1984   9 153  1.8 346.1  2   1.0000 342.0200
1984  23 154  1.2 384.7  4   1.0000 341.7400
1984  23 154  4.3 344.1  2   1.0000 341.7400
1984  29 155  3.4 341.1  2
1984  29 155  2.3 352.9  2   1.0000 341.8100
1984  38 156  0.5 349.5  0   1.0000 341.8100
1984  38 156  3.8 352.5  0   1.0000 341.8100
1984 310 157  2.0 378.9  8   1.0000 343.3100
1984 310 157  0.7 370.2  8   1.0000 343.3100
1984 316 158  3.9 368.1  8   1.0000 343.2500
1984 316 158  2.7 369.8  8   1.0000 343.2500
1984 324 159  4.3 371.7  8   1.0000 343.0800
1984 324 159  3.8 374.6  8   1.0000 343.0800
1984 331 160  1.9 382.0 12   1.0000 343.0100
1984 331 160  1.8 376.8  8   1.0000 343.0100
1984 338 161  0.3 389.7 12   1.0000 342.6300
1984 338 161  1.8 382.6 12   1.0000 342.6300
1984 345 162  5.3 386.9 12   1.0000 343.0100
1984 345 162  2.8 374.8 10   1.0000 343.0100
1984 355 163 10.6 384.6 13   1.0000 342.7600
1984 355 163  0.7 370.0 10   1.0000 342.7600
1984 358 164  4.5 410.5 12   1.0000 342.7600
1984 358 164  2.9 399.5 14   1.0000 342.7600
1984 365 165  0.9 395.3 12   1.0000 342.8000
1984 365 165  3.5 380.4 10   1.0000 342.8000
1985   4 166  2.3 391.8 12   1.0000 342.8500
1985   4 166  0.5 405.7 14   1.0000 342.8500
1985   6 167 30.3 422.8 13   1.0000 342.8500
1985   6 167  3.1 376.3 10   1.0000 342.8500
1985 309 168  1.3 374.2  0   1.0000 345.1000
1985 309 168  1.1 376.9  0   1.0000 345.1000
1985 317 169  0.8 377.4  0   1.0000 344.7700
1985 317 169  0.3 381.4  0   1.0000 344.7700
1985 324 170  1.2 380.7  0   1.0005 344.8300
1985 324 170  1.4 372.7  0   1.0005 344.8300
1985 331 171  0.5 375.8  0   1.0006 345.1400
1985 331 171  1.6 377.0  0   1.0006 345.1400
1985 338 172  1.6 373.3  0   1.0011 344.7000
1985 338 172  2.0 383.0  0   1.0011 344.7000
1985 345 173  0.4 386.0  0   1.0008 344.6700
1985 345 173  1.7 380.8  0   1.0008 344.6700
1985 354 174  1.2 380.1  0   1.0010 344.4300
1985 358 175  1.7 378.2  0   1.0012 344.3200
1985 358 175  1.4 380.6  0   1.0012 344.3200
1985 365 176  1.8 379.7  2
1985 365 176  0.1 408.7  6   1.0009 344.3700
1986   9 177  7.2 385.3  1   1.0012 344.1800
1986   9 177  7.4 386.6  1   1.0012 344.1800
1986  14 178  2.4 384.6  0   1.0014 344.3100
1986 312 179  1.2 400.3  0   1.0000 345.7700
1986 312 179  1.1 395.9  0   1.0000 345.7700
1986 318 180  0.9 397.7  0   1.0000 345.8800
1986 318 180  0.6 396.4  0   1.0000 345.8800
1986 326 181  0.0 531.1  4   1.0000 345.6500
1986 326 181  0.0 703.5  6   1.0000 345.6500
1986 333 182  3.1 425.2  4   1.0000 345.7000
1986 333 182  1.5 492.4  6   1.0000 345.7000
1986 340 183  0.6 408.3  2
1986 340 183  2.7 393.4  2   1.0000 345.5600
1986 347 184  1.5 397.8  0   1.0000 345.6300
1986 347 184  0.5 396.6  0   1.0000 345.6300
1986 354 185  0.0 396.8  0   1.0000 345.6400
1986 354 185  1.4 398.9  0   1.0000 345.6400
