 EVENT #: 3    NBS METROLOGY B165
       11711.0     96.000
       11712.0     96.000
       11776.0    106.000
       12032.0     99.200
       12288.0     92.800
       12544.0     85.200
       12800.0     77.200
       13056.0     69.600
       13312.0     61.600
       13568.0     53.200
       13824.0     44.000
       14080.0     34.400
       14336.0     25.600
       14592.0     17.200
       14848.0      8.800
       15104.0     -0.800
       15360.0    -10.400
       15616.0    -18.800
       15872.0    -26.000
       16128.0    -34.000
       16384.0    -42.400
       16640.0    -49.600
       16896.0    -56.800
       17152.0    -64.000
       17408.0    -71.600
       17664.0    -78.800
       17920.0    -86.000
       18176.0    -92.800
       18432.0    -99.600
       18688.0   -107.200
       18944.0   -114.400
       19200.0   -120.800
       19456.0   -126.400
       19712.0   -132.000
       19968.0   -136.000
       20224.0   -140.800
       20480.0   -144.800
       20736.0   -147.600
       20992.0   -149.600
       21248.0   -151.600
       21504.0   -153.600
       21760.0   -154.800
       22016.0   -156.000
       22272.0   -157.200
       22528.0   -158.000
       22784.0   -158.800
       23040.0   -159.200
       23296.0   -159.600
       23552.0   -159.600
       23808.0   -159.200
       24064.0   -158.800
       24320.0   -158.000
       24576.0   -156.400
       24832.0   -154.400
       25088.0   -151.200
       25344.0   -146.800
       25600.0   -142.000
       25856.0   -136.000
       26112.0   -129.600
       26368.0   -123.200
       26624.0   -117.600
       26880.0   -112.000
       27136.0   -105.600
       27392.0    -98.800
       27648.0    -92.000
       27904.0    -84.800
       28160.0    -77.200
       28416.0    -69.600
       28672.0    -61.200
       28928.0    -52.800
       29184.0    -44.000
       29440.0    -34.400
       29696.0    -25.200
       29952.0    -17.200
       30208.0     -8.800
       30464.0      1.200
