This is Dataplot data file     JAHANMI2.DAT
Effect of Machining Factors on Strength of Ceramics
(Longitudinal Data Only)
Response variable                  = ceramic strength
Number of observations             =  480
Number of variables per line image =   15
Order of variables on a line image--
   1. Factor  1 = Observation Id (1 to 960)
   2. Factor  2 = Lab (8 levels: 1 to 8)
   3. Factor  3 = Bar id within lab (1 to 30)
   4. Factor  4 = Set xxx (4 levels: 1 to 4)
   5. Response Variable Y = Strength of Ceramic
   6. Factor  5 = Table Speed    (2 levels: slow and fast)
   7. Factor  6 = Down Feed Rate (2 levels: slow & fast)
   8. Factor  7 = Wheel Grit     (2 levels:     )
   9. Factor  8 = Direction      (1 level : longitudinal only)
  10. Factor  9 = Treatment      (2**4 = 16 levels: 1 to 16)
  11. Factor 10 = Set of 15 within lab (2 levels: 1 and 2)
  12. Factor 11 = Rep (2 levels: 1 and 2)
  13. Factor 12 = Coded Lab (for SAS plotting purposes)
  14. Factor 13 = Bar Batch (2 levels: 1 and 2)
  15. Factor 14 = ..
  16. Factor 15 = distinct set of 15 reps (32 levels: 1 to 32)
To read this file into Dataplot--
    SKIP 50
    READ JAHANMI2.DAT   RUN LAB BAR SET Y X1 TO X10 SET2
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 Id Lab Num Test    Y    X1 X2 X3 X4 Trt Set Llab Rep Bat Sblab Set2
161  2   11   2  693.333  1  1  1 -1   8  1  1.75  1  1  1.50   5
162  2   12   2  698.254  1  1  1 -1   8  1  1.75  1  2  1.75   5
163  2   13   2  625.000  1  1  1 -1   8  1  1.75  1  1  1.50   5
164  2   14   2  616.791  1  1  1 -1   8  1  1.75  1  2  1.75   5
165  2   15   2  596.667  1  1  1 -1   8  1  1.75  1  1  1.50   5
166  2   16   2  551.953  1  1  1 -1   8  2  2.25  1  2  2.50   6
167  2   17   2  640.898  1  1  1 -1   8  2  2.25  1  1  2.25   6
168  2   18   2  636.738  1  1  1 -1   8  2  2.25  1  2  2.50   6
169  2   19   2  720.506  1  1  1 -1   8  2  2.25  1  1  2.25   6
170  2   20   2  571.551  1  1  1 -1   8  2  2.25  1  2  2.50   6
171  2   21   2  700.748  1  1  1 -1   8  2  2.25  1  1  2.25   6
172  2   22   2  521.667  1  1  1 -1   8  2  2.25  1  2  2.50   6
173  2   23   2  691.604  1  1  1 -1   8  2  2.25  1  1  2.25   6
174  2   24   2  587.451  1  1  1 -1   8  2  2.25  1  2  2.50   6
175  2   25   2  636.738  1  1  1 -1   8  2  2.25  1  1  2.25   6
176  2   26   2  700.422  1  1  1 -1   8  2  2.25  1  2  2.50   6
177  2   27   2  731.667  1  1  1 -1   8  2  2.25  1  1  2.25   6
178  2   28   2  595.819  1  1  1 -1   8  2  2.25  1  2  2.50   6
179  2   29   2  635.079  1  1  1 -1   8  2  2.25  1  1  2.25   6
180  2   30   2  534.236  1  1  1 -1   8  2  2.25  1  2  2.50   6
181  2    1   3  716.926  1 -1 -1 -1   2  1  1.75  1  1  1.50   7
182  2    2   3  606.188  1 -1 -1 -1   2  1  1.75  1  2  1.75   7
183  2    3   3  759.581  1 -1 -1 -1   2  1  1.75  1  1  1.50   7
184  2    4   3  575.303  1 -1 -1 -1   2  1  1.75  1  2  1.75   7
185  2    5   3  673.903  1 -1 -1 -1   2  1  1.75  1  1  1.50   7
186  2    6   3  590.628  1 -1 -1 -1   2  1  1.75  1  2  1.75   7
187  2    7   3  736.648  1 -1 -1 -1   2  1  1.75  1  1  1.50   7
188  2    8   3  729.314  1 -1 -1 -1   2  1  1.75  1  2  1.75   7
189  2    9   3  675.957  1 -1 -1 -1   2  1  1.75  1  1  1.50   7
190  2   10   3  619.313  1 -1 -1 -1   2  1  1.75  1  2  1.75   7
191  2   11   3  729.230  1 -1 -1 -1   2  1  1.75  1  1  1.50   7
192  2   12   3  624.234  1 -1 -1 -1   2  1  1.75  1  2  1.75   7
193  2   13   3  697.239  1 -1 -1 -1   2  1  1.75  1  1  1.50   7
194  2   14   3  651.304  1 -1 -1 -1   2  1  1.75  1  2  1.75   7
195  2   15   3  728.499  1 -1 -1 -1   2  1  1.75  1  1  1.50   7
196  2   16   3  724.175  1 -1 -1 -1   2  2  2.25  1  2  2.50   8
197  2   17   3  797.662  1 -1 -1 -1   2  2  2.25  1  1  2.25   8
198  2   18   3  583.034  1 -1 -1 -1   2  2  2.25  1  2  2.50   8
199  2   19   3  668.530  1 -1 -1 -1   2  2  2.25  1  1  2.25   8
200  2   20   3  620.227  1 -1 -1 -1   2  2  2.25  1  2  2.50   8
201  2   21   3  815.754  1 -1 -1 -1   2  2  2.25  1  1  2.25   8
202  2   22   3  584.861  1 -1 -1 -1   2  2  2.25  1  2  2.50   8
203  2   23   3  777.392  1 -1 -1 -1   2  2  2.25  1  1  2.25   8
204  2   24   3  565.391  1 -1 -1 -1   2  2  2.25  1  2  2.50   8
205  2   25   3  712.140  1 -1 -1 -1   2  2  2.25  1  1  2.25   8
206  2   26   3  622.506  1 -1 -1 -1   2  2  2.25  1  2  2.50   8
207  2   27   3  663.622  1 -1 -1 -1   2  2  2.25  1  1  2.25   8
208  2   28   3  628.336  1 -1 -1 -1   2  2  2.25  1  2  2.50   8
209  2   29   3  684.181  1 -1 -1 -1   2  2  2.25  1  1  2.25   8
210  2   30   3  587.145  1 -1 -1 -1   2  2  2.25  1  2  2.50   8
271  3    1   2  629.012  1 -1  1 -1   6  1  2.75  1  1  2.50   9
272  3    2   2  584.319  1 -1  1 -1   6  1  2.75  1  2  2.75   9
273  3    3   2  640.193  1 -1  1 -1   6  1  2.75  1  1  2.50   9
274  3    4   2  538.239  1 -1  1 -1   6  1  2.75  1  2  2.75   9
275  3    5   2  644.156  1 -1  1 -1   6  1  2.75  1  1  2.50   9
276  3    6   2  538.097  1 -1  1 -1  6   1  2.75  1  2  2.75   9
277  3    7   2  642.469  1 -1  1 -1  6   1  2.75  1  1  2.50   9
278  3    8   2  595.686  1 -1  1 -1  6   1  2.75  1  2  2.75   9
279  3    9   2  639.090  1 -1  1 -1  6   1  2.75  1  1  2.50   9
280  3   10   2  648.935  1 -1  1 -1  6   1  2.75  1  2  2.75   9
281  3   11   2  439.418  1 -1  1 -1  6   1  2.75  1  1  2.50   9
282  3   12   2  583.827  1 -1  1 -1  6   1  2.75  1  2  2.75   9
283  3   13   2  614.664  1 -1  1 -1  6   1  2.75  1  1  2.50   9
284  3   14   2  534.905  1 -1  1 -1  6   1  2.75  1  2  2.75   9
285  3   15   2  537.161  1 -1  1 -1  6   1  2.75  1  1  2.50   9
286  3   16   2  569.858  1 -1  1 -1  6   2  3.25  1  2  3.50  10
287  3   17   2  656.773  1 -1  1 -1  6   2  3.25  1  1  3.25  10
288  3   18   2  617.246  1 -1  1 -1  6   2  3.25  1  2  3.50  10
289  3   19   2  659.534  1 -1  1 -1  6   2  3.25  1  1  3.25  10
290  3   20   2  610.337  1 -1  1 -1  6   2  3.25  1  2  3.50  10
291  3   21   2  695.278  1 -1  1 -1  6   2  3.25  1  1  3.25  10
292  3   22   2  584.192  1 -1  1 -1  6   2  3.25  1  2  3.50  10
293  3   23   2  734.040  1 -1  1 -1  6   2  3.25  1  1  3.25  10
294  3   24   2  598.853  1 -1  1 -1  6   2  3.25  1  2  3.50  10
295  3   25   2  687.665  1 -1  1 -1  6   2  3.25  1  1  3.25  10
296  3   26   2  554.774  1 -1  1 -1  6   2  3.25  1  2  3.50  10
297  3   27   2  710.858  1 -1  1 -1  6   2  3.25  1  1  3.25  10
298  3   28   2  605.694  1 -1  1 -1  6   2  3.25  1  2  3.50  10
299  3   29   2  701.716  1 -1  1 -1  6   2  3.25  1  1  3.25  10
300  3   30   2  627.516  1 -1  1 -1  6   2  3.25  1  2  3.50  10
301  3    1   3  382.133  1  1 -1 -1  4   1  2.75  1  1  2.50  11
302  3    2   3  574.522  1  1 -1 -1  4   1  2.75  1  2  2.75  11
303  3    3   3  719.744  1  1 -1 -1  4   1  2.75  1  1  2.50  11
304  3    4   3  582.682  1  1 -1 -1  4   1  2.75  1  2  2.75  11
305  3    5   3  756.820  1  1 -1 -1  4   1  2.75  1  1  2.50  11
306  3    6   3  563.872  1  1 -1 -1  4   1  2.75  1  2  2.75  11
307  3    7   3  690.978  1  1 -1 -1  4   1  2.75  1  1  2.50  11
308  3    8   3  715.962  1  1 -1 -1  4   1  2.75  1  2  2.75  11
309  3    9   3  670.864  1  1 -1 -1  4   1  2.75  1  1  2.50  11
310  3   10   3  616.430  1  1 -1 -1  4   1  2.75  1  2  2.75  11
311  3   11   3  670.308  1  1 -1 -1  4   1  2.75  1  1  2.50  11
312  3   12   3  778.011  1  1 -1 -1  4   1  2.75  1  2  2.75  11
313  3   13   3  660.062  1  1 -1 -1  4   1  2.75  1  1  2.50  11
314  3   14   3  604.255  1  1 -1 -1  4   1  2.75  1  2  2.75  11
315  3   15   3  790.382  1  1 -1 -1  4   1  2.75  1  1  2.50  11
316  3   16   3  571.906  1  1 -1 -1  4   2  3.25  1  2  3.50  12
317  3   17   3  714.750  1  1 -1 -1  4   2  3.25  1  1  3.25  12
318  3   18   3  625.925  1  1 -1 -1  4   2  3.25  1  2  3.50  12
319  3   19   3  716.959  1  1 -1 -1  4   2  3.25  1  1  3.25  12
320  3   20   3  682.426  1  1 -1 -1  4   2  3.25  1  2  3.50  12
321  3   21   3  603.363  1  1 -1 -1  4   2  3.25  1  1  3.25  12
322  3   22   3  707.604  1  1 -1 -1  4   2  3.25  1  2  3.50  12
323  3   23   3  713.796  1  1 -1 -1  4   2  3.25  1  1  3.25  12
324  3   24   3  617.400  1  1 -1 -1  4   2  3.25  1  2  3.50  12
325  3   25   3  444.963  1  1 -1 -1  4   2  3.25  1  1  3.25  12
326  3   26   3  689.576  1  1 -1 -1  4   2  3.25  1  2  3.50  12
327  3   27   3  723.276  1  1 -1 -1  4   2  3.25  1  1  3.25  12
328  3   28   3  676.678  1  1 -1 -1  4   2  3.25  1  2  3.50  12
329  3   29   3  745.527  1  1 -1 -1  4   2  3.25  1  1  3.25  12
330  3   30   3  563.290  1  1 -1 -1  4   2  3.25  1  2  3.50  12
361  4    1   1  778.333 -1 -1  1 -1   5  1  3.75  1  1  3.50  13
362  4    2   1  581.879 -1 -1  1 -1   5  1  3.75  1  2  3.75  13
363  4    3   1  723.349 -1 -1  1 -1   5  1  3.75  1  1  3.50  13
364  4    4   1  447.701 -1 -1  1 -1   5  1  3.75  1  2  3.75  13
365  4    5   1  708.229 -1 -1  1 -1   5  1  3.75  1  1  3.50  13
366  4    6   1  557.772 -1 -1  1 -1   5  1  3.75  1  2  3.75  13
367  4    7   1  681.667 -1 -1  1 -1   5  1  3.75  1  1  3.50  13
368  4    8   1  593.537 -1 -1  1 -1   5  1  3.75  1  2  3.75  13
369  4    9   1  566.085 -1 -1  1 -1   5  1  3.75  1  1  3.50  13
370  4   10   1  632.585 -1 -1  1 -1   5  1  3.75  1  2  3.75  13
371  4   11   1  687.448 -1 -1  1 -1   5  1  3.75  1  1  3.50  13
372  4   12   1  671.350 -1 -1  1 -1   5  1  3.75  1  2  3.75  13
373  4   13   1  597.500 -1 -1  1 -1   5  1  3.75  1  1  3.50  13
374  4   14   1  569.530 -1 -1  1 -1   5  1  3.75  1  2  3.75  13
375  4   15   1  637.410 -1 -1  1 -1   5  1  3.75  1  1  3.50  13
376  4   16   1  581.667 -1 -1  1 -1   5  2  4.25  1  2  4.50  14
377  4   17   1  755.864 -1 -1  1 -1   5  2  4.25  1  1  4.25  14
378  4   18   1  643.449 -1 -1  1 -1   5  2  4.25  1  2  4.50  14
379  4   19   1  692.945 -1 -1  1 -1   5  2  4.25  1  1  4.25  14
380  4   20   1  581.593 -1 -1  1 -1   5  2  4.25  1  2  4.50  14
381  4   21   1  766.532 -1 -1  1 -1   5  2  4.25  1  1  4.25  14
382  4   22   1  494.122 -1 -1  1 -1   5  2  4.25  1  2  4.50  14
383  4   23   1  725.663 -1 -1  1 -1   5  2  4.25  1  1  4.25  14
384  4   24   1  620.948 -1 -1  1 -1   5  2  4.25  1  2  4.50  14
385  4   25   1  698.818 -1 -1  1 -1   5  2  4.25  1  1  4.25  14
386  4   26   1  615.903 -1 -1  1 -1   5  2  4.25  1  2  4.50  14
387  4   27   1  760.000 -1 -1  1 -1   5  2  4.25  1  1  4.25  14
388  4   28   1  606.667 -1 -1  1 -1   5  2  4.25  1  2  4.50  14
389  4   29   1  775.272 -1 -1  1 -1   5  2  4.25  1  1  4.25  14
390  4   30   1  579.167 -1 -1  1 -1   5  2  4.25  1  2  4.50  14
421  4    1   3  708.885 -1  1 -1 -1   3  1  3.75  1  1  3.50  15
422  4    2   3  662.510 -1  1 -1 -1   3  1  3.75  1  2  3.75  15
423  4    3   3  727.201 -1  1 -1 -1   3  1  3.75  1  1  3.50  15
424  4    4   3  436.237 -1  1 -1 -1   3  1  3.75  1  2  3.75  15
425  4    5   3  642.560 -1  1 -1 -1   3  1  3.75  1  1  3.50  15
426  4    6   3  644.223 -1  1 -1 -1   3  1  3.75  1  2  3.75  15
427  4    7   3  690.773 -1  1 -1 -1   3  1  3.75  1  1  3.50  15
428  4    8   3  586.035 -1  1 -1 -1   3  1  3.75  1  2  3.75  15
429  4    9   3  688.333 -1  1 -1 -1   3  1  3.75  1  1  3.50  15
430  4   10   3  620.833 -1  1 -1 -1   3  1  3.75  1  2  3.75  15
431  4   11   3  743.973 -1  1 -1 -1   3  1  3.75  1  1  3.50  15
432  4   12   3  652.535 -1  1 -1 -1   3  1  3.75  1  2  3.75  15
433  4   13   3  682.461 -1  1 -1 -1   3  1  3.75  1  1  3.50  15
434  4   14   3  593.516 -1  1 -1 -1   3  1  3.75  1  2  3.75  15
435  4   15   3  761.430 -1  1 -1 -1   3  1  3.75  1  1  3.50  15
436  4   16   3  587.451 -1  1 -1 -1   3  2  4.25  1  2  4.50  16
437  4   17   3  691.542 -1  1 -1 -1   3  2  4.25  1  1  4.25  16
438  4   18   3  570.964 -1  1 -1 -1   3  2  4.25  1  2  4.50  16
439  4   19   3  643.392 -1  1 -1 -1   3  2  4.25  1  1  4.25  16
440  4   20   3  645.192 -1  1 -1 -1   3  2  4.25  1  2  4.50  16
441  4   21   3  697.075 -1  1 -1 -1   3  2  4.25  1  1  4.25  16
442  4   22   3  540.079 -1  1 -1 -1   3  2  4.25  1  2  4.50  16
443  4   23   3  708.229 -1  1 -1 -1   3  2  4.25  1  1  4.25  16
444  4   24   3  707.117 -1  1 -1 -1   3  2  4.25  1  2  4.50  16
445  4   25   3  746.467 -1  1 -1 -1   3  2  4.25  1  1  4.25  16
446  4   26   3  621.779 -1  1 -1 -1   3  2  4.25  1  2  4.50  16
447  4   27   3  744.819 -1  1 -1 -1   3  2  4.25  1  1  4.25  16
448  4   28   3  585.777 -1  1 -1 -1   3  2  4.25  1  2  4.50  16
449  4   29   3  655.029 -1  1 -1 -1   3  2  4.25  1  1  4.25  16
450  4   30   3  703.980 -1  1 -1 -1   3  2  4.25  1  2  4.50  16
541  5    1   3  715.224 -1 -1 -1 -1   1  1  4.75  2  1  4.50  17
542  5    2   3  698.237 -1 -1 -1 -1   1  1  4.75  2  2  4.75  17
543  5    3   3  614.417 -1 -1 -1 -1   1  1  4.75  2  1  4.50  17
544  5    4   3  757.120 -1 -1 -1 -1   1  1  4.75  2  2  4.75  17
545  5    5   3  761.363 -1 -1 -1 -1   1  1  4.75  2  1  4.50  17
546  5    6   3  621.751 -1 -1 -1 -1   1  1  4.75  2  2  4.75  17
547  5    7   3  716.106 -1 -1 -1 -1   1  1  4.75  2  1  4.50  17
548  5    8   3  472.125 -1 -1 -1 -1   1  1  4.75  2  2  4.75  17
549  5    9   3  659.502 -1 -1 -1 -1   1  1  4.75  2  1  4.50  17
550  5   10   3  612.700 -1 -1 -1 -1   1  1  4.75  2  2  4.75  17
551  5   11   3  730.781 -1 -1 -1 -1  1   1  4.75  2  1  4.50  17
552  5   12   3  583.170 -1 -1 -1 -1  1   1  4.75  2  2  4.75  17
553  5   13   3  546.928 -1 -1 -1 -1  1   1  4.75  2  1  4.50  17
554  5   14   3  599.771 -1 -1 -1 -1  1   1  4.75  2  2  4.75  17
555  5   15   3  734.203 -1 -1 -1 -1  1   1  4.75  2  1  4.50  17
556  5   16   3  549.227 -1 -1 -1 -1  1   2  5.25  2  2  5.50  18
557  5   17   3  682.051 -1 -1 -1 -1  1   2  5.25  2  1  5.25  18
558  5   18   3  605.453 -1 -1 -1 -1  1   2  5.25  2  2  5.50  18
559  5   19   3  701.341 -1 -1 -1 -1  1   2  5.25  2  1  5.25  18
560  5   20   3  569.599 -1 -1 -1 -1  1   2  5.25  2  2  5.50  18
561  5   21   3  759.729 -1 -1 -1 -1  1   2  5.25  2  1  5.25  18
562  5   22   3  637.233 -1 -1 -1 -1  1   2  5.25  2  2  5.50  18
563  5   23   3  689.942 -1 -1 -1 -1  1   2  5.25  2  1  5.25  18
564  5   24   3  621.774 -1 -1 -1 -1  1   2  5.25  2  2  5.50  18
565  5   25   3  769.424 -1 -1 -1 -1  1   2  5.25  2  1  5.25  18
566  5   26   3  558.041 -1 -1 -1 -1  1   2  5.25  2  2  5.50  18
567  5   27   3  715.286 -1 -1 -1 -1  1   2  5.25  2  1  5.25  18
568  5   28   3  583.170 -1 -1 -1 -1  1   2  5.25  2  2  5.50  18
569  5   29   3  776.197 -1 -1 -1 -1  1   2  5.25  2  1  5.25  18
570  5   30   3  345.294 -1 -1 -1 -1  1   2  5.25  2  2  5.50  18
571  5    1   4  547.099  1 -1  1 -1  6   1  4.75  2  1  4.50  19
572  5    2   4  570.999  1 -1  1 -1  6   1  4.75  2  2  4.75  19
573  5    3   4  619.942  1 -1  1 -1  6   1  4.75  2  1  4.50  19
574  5    4   4  603.232  1 -1  1 -1  6   1  4.75  2  2  4.75  19
575  5    5   4  696.046  1 -1  1 -1  6   1  4.75  2  1  4.50  19
576  5    6   4  595.335  1 -1  1 -1  6   1  4.75  2  2  4.75  19
577  5    7   4  573.109  1 -1  1 -1  6   1  4.75  2  1  4.50  19
578  5    8   4  581.047  1 -1  1 -1  6   1  4.75  2  2  4.75  19
579  5    9   4  638.794  1 -1  1 -1  6   1  4.75  2  1  4.50  19
580  5   10   4  455.878  1 -1  1 -1  6   1  4.75  2  2  4.75  19
581  5   11   4  708.193  1 -1  1 -1  6   1  4.75  2  1  4.50  19
582  5   12   4  627.880  1 -1  1 -1  6   1  4.75  2  2  4.75  19
583  5   13   4  502.825  1 -1  1 -1  6   1  4.75  2  1  4.50  19
584  5   14   4  464.085  1 -1  1 -1  6   1  4.75  2  2  4.75  19
585  5   15   4  632.633  1 -1  1 -1  6   1  4.75  2  1  4.50  19
586  5   16   4  596.129  1 -1  1 -1  6   2  5.25  2  2  5.50  20
587  5   17   4  683.382  1 -1  1 -1  6   2  5.25  2  1  5.25  20
588  5   18   4  640.371  1 -1  1 -1  6   2  5.25  2  2  5.50  20
589  5   19   4  684.812  1 -1  1 -1  6   2  5.25  2  1  5.25  20
590  5   20   4  621.471  1 -1  1 -1  6   2  5.25  2  2  5.50  20
591  5   21   4  738.161  1 -1  1 -1  6   2  5.25  2  1  5.25  20
592  5   22   4  612.727  1 -1  1 -1  6   2  5.25  2  2  5.50  20
593  5   23   4  671.492  1 -1  1 -1  6   2  5.25  2  1  5.25  20
594  5   24   4  606.460  1 -1  1 -1  6   2  5.25  2  2  5.50  20
595  5   25   4  709.771  1 -1  1 -1  6   2  5.25  2  1  5.25  20
596  5   26   4  571.760  1 -1  1 -1  6   2  5.25  2  2  5.50  20
597  5   27   4  685.199  1 -1  1 -1  6   2  5.25  2  1  5.25  20
598  5   28   4  599.304  1 -1  1 -1  6   2  5.25  2  2  5.50  20
599  5   29   4  624.973  1 -1  1 -1  6   2  5.25  2  1  5.25  20
600  5   30   4  579.459  1 -1  1 -1  6   2  5.25  2  2  5.50  20
601  6    1   1  757.363  1  1  1 -1  8   1  5.75  2  1  5.50  21
602  6    2   1  761.511  1  1  1 -1  8   1  5.75  2  2  5.75  21
603  6    3   1  633.417  1  1  1 -1  8   1  5.75  2  1  5.50  21
604  6    4   1  566.969  1  1  1 -1  8   1  5.75  2  2  5.75  21
605  6    5   1  658.754  1  1  1 -1  8   1  5.75  2  1  5.50  21
606  6    6   1  654.397  1  1  1 -1  8   1  5.75  2  2  5.75  21
607  6    7   1  664.666  1  1  1 -1  8   1  5.75  2  1  5.50  21
608  6    8   1  611.719  1  1  1 -1  8   1  5.75  2  2  5.75  21
609  6    9   1  663.009  1  1  1 -1  8   1  5.75  2  1  5.50  21
