This is Dataplot data file     BENNETT6.DAT
Superconductivity Modeling
Larry Bennett, Lyden Swartzendruber, Henrietta Brown
Date--April 1994
Number of observations = 4744
Number of variables per line image = 3
Order of variables on a line image--
   1. Y = Response Variable = Magnetism M(t)
   2. Factor 1 = Log Time (loge minutes)
   3. Factor 2 = Data Set (10 sets)
   4. Factor 3 = Temperature (degrees Kelvin)
Theoretical Model--Y = a*(b + x)**(-1/mu) = a0 + a1 / (x-c)**d
Theoretical mu = 7/9
 -19.779301      10.794930     202       20
 -19.761600      10.822910     202       20
 -19.744801      10.850130     202       20
 -19.727400      10.876630     202       20
 -19.711500      10.902440     202       20
 -19.697901      10.927600     202       20
 -19.698799      10.952150     202       20
 -19.666901      10.976110     202       20
 -19.654200      10.999510     202       20
 -19.640600      11.022370     202       20
 -19.627199      11.044720     202       20
 -19.609600      11.066590     202       20
 -19.600000      11.087980     202       20
 -19.585800      11.108930     202       20
 -19.573099      11.129450     202       20
 -19.560301      11.149550     202       20
 -19.548201      11.169260     202       20
 -19.536301      11.188590     202       20
 -19.524401      11.207550     202       20
 -19.513399      11.226160     202       20
 -19.500700      11.244430     202       20
 -19.489401      11.262370     202       20
 -19.479500      11.279990     202       20
 
 -13.223800       7.450079     302       30
 -12.860100       8.091933     302       30
 -12.643700       8.445052     302       30
 -12.489100       8.705496     302       30
 -12.369500       8.911934     302       30
 -12.272200       9.082961     302       30
 -12.190200       9.228965     302       30
 -12.119800       9.356343     302       30
 -12.057300       9.469314     302       30
 -12.002300       9.570808     302       30
 -11.952500       9.662943     302       30
 -11.907000       9.747301     302       30
 -11.865600       9.825093     302       30
 -11.827100       9.897268     302       30
 -11.791400       9.964582     302       30
 -11.758400      10.027650     302       30
 -11.726900      10.086970     302       30
 -11.698200      10.142970     302       30
 -11.670400      10.196000     302       30
 -11.644600      10.246360     302       30
 -11.619700      10.294310     302       30
 -11.595700      10.340060     302       30
 -11.573700      10.383810     302       30
 -11.551900      10.425720     302       30
 -11.531400      10.465950     302       30
 -11.511700      10.504620     302       30
 -11.492600      10.541860     302       30
 -11.474900      10.577750     302       30
 -11.457800      10.612400     302       30
 -11.441000      10.645900     302       30
 -11.424500      10.678300     302       30
 -11.408900      10.709690     302       30
 -11.393500      10.740120     302       30
 -11.378800      10.769660     302       30
 -11.364300      10.798350     302       30
 -11.350700      10.826230     302       30
 -11.337000      10.853360     302       30
 -11.324600      10.879780     302       30
 -11.312100      10.905510     302       30
 -11.300000      10.930600     302       30
 -11.288400      10.955070     302       30
 -11.276200      10.978960     302       30
 -11.265200      11.002290     302       30
 -11.253900      11.025090     302       30
 -11.242900      11.047390     302       30
 -11.232200      11.069190     302       30
 -11.221800      11.090530     302       30
 -11.211400      11.111430     302       30
 -11.201200      11.131890     302       30
 -11.192000      11.151950     302       30
 -11.182100      11.171610     302       30
 -11.172800      11.190900     302       30
 -11.163600      11.209810     302       30
 -11.154600      11.228380     302       30
 -11.145600      11.246610     302       30
 -11.137500      11.264510     302       30
 -11.128500      11.282100     302       30
 -11.120400      11.299380     302       30
 -11.112300      11.316370     302       30
 -11.104500      11.333080     302       30
 -11.096400      11.349510     302       30
 -11.088900      11.365700     302       30
 -11.081300      11.381640     302       30
 -11.073800      11.397300     302       30
 -11.066600      11.412710     302       30
 -11.058700      11.427900     302       30
 -11.051500      11.442850     302       30
 -11.044500      11.457590     302       30
 -11.037600      11.472110     302       30
 -11.030600      11.486420     302       30
 -11.024000      11.500530     302       30
 -11.017600      11.514450     302       30
 -11.011200      11.528170     302       30
 -11.004300      11.541710     302       30
 -10.998199      11.555080     302       30
 -10.992100      11.568270     302       30
 -10.986000      11.581280     302       30
 -10.980000      11.594120     302       30
 -10.974500      11.606800     302       30
 -10.968400      11.619320     302       30
 -10.962600      11.631690     302       30
 -10.956800      11.643900     302       30
 -10.951000      11.655970     302       30
 -10.945200      11.667900     302       30
 -10.939700      11.679680     302       30
 -10.934200      11.691330     302       30
 -10.928699      11.702840     302       30
 -10.923200      11.714220     302       30
 -10.918000      11.725470     302       30
 -10.912500      11.736600     302       30
 -10.907300      11.747610     302       30
 -10.902400      11.758490     302       30
 
  -7.403990       6.472346     403       40
  -7.197790       7.079184     403       40
  -7.073550       7.422971     403       40
  -6.985510       7.678326     403       40
  -6.916880       7.881937     403       40
  -6.861560       8.050703     403       40
  -6.814940       8.195885     403       40
  -6.774390       8.322394     403       40
  -6.738770       8.434680     403       40
  -6.707500       8.535425     403       40
  -6.679110       8.627302     403       40
  -6.653340       8.711278     403       40
  -6.630170       8.788593     403       40
  -6.608450       8.860357     403       40
  -6.588180       8.927579     403       40
  -6.569640       8.990316     403       40
  -6.551980       9.049467     403       40
  -6.535470       9.105090     403       40
  -6.519830       9.157677     403       40
  -6.505350       9.207736     403       40
  -6.491740       9.255504     403       40
  -6.478130       9.301094     403       40
  -6.465390       9.344696     403       40
  -6.453800       9.386477     403       40
  -6.441930       9.426741     403       40
  -6.430920       9.465292     403       40
  -6.420500       9.502412     403       40
  -6.410650       9.538132     403       40
  -6.400810       9.572618     403       40
  -6.391540       9.606091     403       40
  -6.382270       9.638544     403       40
  -6.373290       9.669914     403       40
  -6.364900       9.700330     403       40
  -6.356500       9.729848     403       40
  -6.348390       9.758519     403       40
  -6.340570       9.786279     403       40
  -6.333330       9.813344     403       40
  -6.325510       9.839802     403       40
  -6.318560       9.865577     403       40
  -6.311610       9.890756     403       40
  -6.305530       9.915267     403       40
  -6.298290       9.939095     403       40
  -6.291920       9.962322     403       40
  -6.285540       9.985113     403       40
  -6.279170      10.007390     403       40
  -6.272800      10.029150     403       40
  -6.267010      10.050480     403       40
  -6.261220      10.071370     403       40
  -6.255710      10.091830     403       40
  -6.250210      10.111920     403       40
  -6.244710      10.131570     403       40
  -6.239500      10.150890     403       40
  -6.234570      10.169840     403       40
  -6.229360      10.188440     403       40
  -6.224440      10.206660     403       40
  -6.219510      10.224510     403       40
  -6.214880      10.242100     403       40
  -6.210540      10.259370     403       40
  -6.205900      10.276390     403       40
  -6.201560      10.293090     403       40
  -6.196930      10.309580     403       40
  -6.192870      10.325740     403       40
  -6.188530      10.341640     403       40
  -6.184470      10.357360     403       40
  -6.179840      10.372830     403       40
  -6.176070      10.387970     403       40
  -6.172020      10.402950     403       40
  -6.167960      10.417710     403       40
  -6.164200      10.432260     403       40
  -6.160150      10.446590     403       40
  -6.156670      10.460700     403       40
  -6.153200      10.474630     403       40
  -6.149430      10.488430     403       40
  -6.145960      10.502020     403       40
  -6.142480      10.515390     403       40
  -6.138710      10.528590     403       40
  -6.135530      10.541620     403       40
  -6.131760      10.554500     403       40
  -6.128580      10.567230     403       40
  -6.125100      10.579760     403       40
  -6.121920      10.592120     403       40
  -6.119020      10.604350     403       40
  -6.115840      10.616430     403       40
  -6.112650      10.628370     403       40
  -6.109750      10.640170     403       40
  -6.106570      10.651800     403       40
  -6.103670      10.663330     403       40
  -6.100780      10.674720     403       40
  -6.097880      10.685990     403       40
  -6.094700      10.697130     403       40
  -6.092090      10.708150     403       40
  -6.089190      10.719050     403       40
  -6.086300      10.729800     403       40
  -6.083400      10.740470     403       40
  -6.080790      10.751000     403       40
  -6.077900      10.761470     403       40
  -6.075580      10.771760     403       40
  -6.072690      10.782010     403       40
  -6.070080      10.792089     403       40
  -6.067470      10.802120     403       40
  -6.065160      10.812080     403       40
  -6.062550      10.821930     403       40
  -6.059940      10.831640     403       40
  -6.057630      10.841260     403       40
  -6.055020      10.850830     403       40
  -6.064290      10.860320     403       40
  -6.050100      10.869670     403       40
  -6.048070      10.878910     403       40
  -6.045460      10.888090     403       40
  -6.043150      10.897180     403       40
  -6.041120      10.906210     403       40
  -6.038510      10.915140     403       40
  -6.036490      10.924030     403       40
  -6.034170      10.932780     403       40
  -6.031850      10.941480     403       40
  -6.029530      10.950120     403       40
  -6.026930      10.958670     403       40
  -6.025190      10.967140     403       40
  -6.023160      10.975530     403       40
  -6.020850      10.983900     403       40
  -6.018530      10.992180     403       40
  -6.016500      11.000380     403       40
  -6.014480      11.008520     403       40
  -6.012450      11.016590     403       40
  -6.010420      11.024570     403       40
  -6.008390      11.032540     403       40
  -6.006370      11.040420     403       40
  -6.004340      11.048250     403       40
  -6.002890      11.056000     403       40
  -6.000570      11.063710     403       40
  -5.998550      11.071330     403       40
  -5.996520      11.078890     403       40
  -5.994200      11.086390     403       40
  -5.993040      11.093870     403       40
  -5.991310      11.101310     403       40
  -5.988990      11.108690     403       40
  -5.987250      11.116000     403       40
  -5.985510      11.123290     403       40
  -5.983780      11.130500     403       40
  -5.982040      11.137660     403       40
  -5.980010      11.144780     403       40
  -5.978270      11.151850     403       40
  -5.976540      11.158870     403       40
  -5.974800      11.165840     403       40
  -5.973060      11.172750     403       40
  -5.971030      11.179630     403       40
  -5.969300      11.186460     403       40
  -5.967850      11.193240     403       40
  -5.965820      11.199980     403       40
  -5.964370      11.206670     403       40
  -5.962640      11.213290     403       40
  -5.961190      11.219880     403       40
  -5.959450      11.226450     403       40
  -5.957710      11.232960     403       40
  -5.956260      11.239420     403       40
  -5.954820      11.245840     403       40
  -5.953370      11.252220     403       40
  -5.951340      11.258570     403       40
  -5.949890      11.264840     403       40
  -5.948740      11.271090     403       40
  -5.947000      11.277290     403       40
  -5.945550      11.283470     403       40
  -5.944390      11.289640     403       40
  -5.942360      11.295770     403       40
  -5.940920      11.301830     403       40
  -5.939470      11.307890     403       40
  -5.937730      11.313900     403       40
  -5.936280      11.319870     403       40
  -5.934830      11.325810     403       40
  -5.933390      11.331690     403       40
  -5.931940      11.337540     403       40
  -5.930490      11.343370     403       40
  -5.929040      11.349170     403       40
  -5.927590      11.354920     403       40
  -5.926440      11.360680     403       40
  -5.924700      11.366380     403       40
  -5.923250      11.372040     403       40
  -5.921510      11.377660     403       40
  -5.920930      11.383280     403       40
  -5.919200      11.388850     403       40
  -5.917170      11.394400     403       40
  -5.916590      11.399900     403       40
  -5.915430      11.405370     403       40
  -5.913980      11.410810     403       40
  -5.912820      11.416220     403       40
  -5.911380      11.421620     403       40
  -5.910220      11.426970     403       40
  -5.908770      11.432290     403       40
  -5.907320      11.437580     403       40
  -5.906450      11.442860     403       40
  -5.905290      11.448120     403       40
  -5.903850      11.453330     403       40
  -5.902690      11.458530     403       40
  -5.901240      11.463700     403       40
  -5.899790      11.468840     403       40
  -5.898920      11.473960     403       40
  -5.897480      11.479070     403       40
  -5.896320      11.484140     403       40
  -5.894870      11.489170     403       40
  -5.894000      11.494190     403       40
  -5.892550      11.499160     403       40
  -5.891390      11.504110     403       40
  -5.889950      11.509040     403       40
  -5.889080      11.513960     403       40
  -5.887920      11.518860     403       40
  -5.886760      11.523730     403       40
  -5.885310      11.528590     403       40
  -5.884150      11.533420     403       40
  -5.883280      11.538190     403       40
  -5.881840      11.542950     403       40
  -5.880970      11.547710     403       40
  -5.879520      11.552450     403       40
  -5.878360      11.557150     403       40
  -5.877490      11.561820     403       40
  -5.876330      11.566480     403       40
  -5.875470      11.571140     403       40
  -5.874310      11.575770     403       40
  -5.872860      11.580370     403       40
  -5.871990      11.584960     403       40
  -5.871120      11.589530     403       40
  -5.869960      11.594090     403       40
  -5.868520      11.598630     403       40
  -5.867360      11.603170     403       40
  -5.866490      11.607680     403       40
  -5.865330      11.612120     403       40
  -5.864170      11.616560     403       40
  -5.863010      11.620980     403       40
  -5.862430      11.625370     403       40
  -5.860990      11.629740     403       40
  -5.860120      11.634100     403       40
  -5.858960      11.638440     403       40
  -5.857510      11.642760     403       40
  -5.856930      11.647060     403       40
  -5.856060      11.651340     403       40
  -5.855190      11.655610     403       40
  -5.853750      11.659840     403       40
  -5.852590      11.664060     403       40
  -5.851720      11.668270     403       40
  -5.850560      11.672450     403       40
  -5.849400      11.676630     403       40
  -5.848530      11.680780     403       40
  -5.847660      11.684920     403       40
  -5.847080      11.689060     403       40
  -5.845640      11.693190     403       40
  -5.844770      11.697280     403       40
  -5.843610      11.701350     403       40
  -5.842740      11.705400     403       40
  -5.841580      11.709430     403       40
  -5.840710      11.713470     403       40
  -5.839840      11.717480     403       40
  -5.838980      11.721470     403       40
  -5.838110      11.725460     403       40
  -5.836660      11.729430     403       40
  -5.836370      11.733380     403       40
  -5.835210      11.737320     403       40
  -5.834050      11.741230     403       40
  -5.833180      11.745130     403       40
  -5.832310      11.749020     403       40
  -5.831450      11.752890     403       40
  -5.830580      11.756740     403       40
  -5.829420      11.760560     403       40
  -5.828550      11.764390     403       40
  -5.827390      11.768220     403       40
  -5.826520      11.772030     403       40
  -5.825650      11.775800     403       40
  -5.824790      11.779570     403       40
  -5.823920      11.783320     403       40
  -5.823050      11.787060     403       40
  -5.822180      11.790780     403       40
  -5.821020      11.794480     403       40
  -5.820440      11.798200     403       40
  -5.819570      11.801900     403       40
  -5.818700      11.805580     403       40
  -5.817830      11.809250     403       40
  -5.816970      11.812910     403       40
  -5.815520      11.816540     403       40
  -5.815230      11.820150     403       40
  -5.814070      11.823750     403       40
  -5.813490      11.827340     403       40
  -5.812910      11.830920     403       40
  -5.812040      11.834470     403       40
  -5.810880      11.838010     403       40
  -5.810020      11.841550     403       40
  -5.809150      11.845090     403       40
  -5.807990      11.848620     403       40
  -5.807410      11.852140     403       40
  -5.805960      11.855620     403       40
  -5.805960      11.859100     403       40
  -5.805090      11.862560     403       40
  -5.804510      11.866010     403       40
  -5.803640      11.869450     403       40
  -5.802490      11.872890     403       40
  -5.801910      11.876300     403       40
  -5.801330      11.879700     403       40
  -5.800460      11.883090     403       40
  -5.799880      11.886480     403       40
  -5.799010      11.889850     403       40
  -5.798430      11.893230     403       40
  -5.797270      11.896580     403       40
  -5.796400      11.899930     403       40
  -5.795540      11.903280     403       40
  -5.794960      11.906590     403       40
  -5.794090      11.909900     403       40
  -5.793220      11.913200     403       40
  -5.792640      11.916480     403       40
  -5.791770      11.919740     403       40
  -5.790900      11.923040     403       40
  -5.790320      11.926300     403       40
  -5.789450      11.929540     403       40
  -5.788580      11.932790     403       40
  -5.787720      11.936020     403       40
  -5.786850      11.939230     403       40
  -5.786270      11.942430     403       40
  -5.785400      11.945630     403       40
  -5.784820      11.948820     403       40
  -5.783950      11.951990     403       40
  -5.783370      11.955150     403       40
  -5.782500      11.958320     403       40
  -5.781920      11.961470     403       40
  -5.781340      11.964620     403       40
  -5.780190      11.967750     403       40
  -5.779610      11.970870     403       40
  -5.778740      11.973980     403       40
  -5.778160      11.977080     403       40
  -5.777290      11.980180     403       40
  -5.776710      11.983260     403       40
  -5.775840      11.986330     403       40
  -5.775260      11.989400     403       40
  -5.774390      11.992450     403       40
  -5.773810      11.995490     403       40
  -5.772950      11.998510     403       40
  -5.772370      12.001540     403       40
  -5.771790      12.004550     403       40
  -5.770920      12.007560     403       40
  -5.770340      12.010550     403       40
  -5.769760      12.013560     403       40
  -5.769180      12.016550     403       40
  -5.768020      12.019530     403       40
  -5.767730      12.022490     403       40
  -5.766860      12.025450     403       40
  -5.766290      12.028390     403       40
  -5.765710      12.031330     403       40
  -5.764840      12.034250     403       40
  -5.764550      12.037170     403       40
  -5.763970      12.040080     403       40
  -5.762810      12.043010     403       40
  -5.762230      12.045900     403       40
  -5.761650      12.048780     403       40
  -5.761070      12.051660     403       40
  -5.760490      12.054520     403       40
  -5.759910      12.057370     403       40
  -5.759050      12.060210     403       40
  -5.758470      12.063060     403       40
  -5.757600      12.065900     403       40
  -5.757020      12.068730     403       40
  -5.756440      12.071550     403       40
  -5.755570      12.074370     403       40
  -5.754990      12.077200     403       40
  -5.754410      12.080010     403       40
  -5.753830      12.082800     403       40
  -5.753250      12.085580     403       40
  -5.752380      12.088360     403       40
  -5.751520      12.091130     403       40
  -5.751230      12.093890     403       40
  -5.750070      12.096640     403       40
  -5.749780      12.099380     403       40
  -5.749200      12.102120     403       40
  -5.748330      12.104850     403       40
  -5.748040      12.107570     403       40
  -5.747170      12.110280     403       40
  -5.746590      12.112990     403       40
  -5.746300      12.115690     403       40
  -5.745430      12.118390     403       40
  -5.744850      12.121080     403       40
  -5.744280      12.123760     403       40
  -5.743410      12.126420     403       40
  -5.742830      12.129090     403       40
  -5.742250      12.131750     403       40
  -5.741670      12.134410     403       40
  -5.741090      12.137060     403       40
  -5.740510      12.139690     403       40
  -5.739640      12.142320     403       40
  -5.739060      12.144940     403       40
  -5.738770      12.147550     403       40
  -5.738190      12.150170     403       40
  -5.737610      12.152780     403       40
  -5.736750      12.155370     403       40
  -5.736460      12.157970     403       40
  -5.735880      12.160560     403       40
  -5.735010      12.163140     403       40
  -5.734430      12.165710     403       40
  -5.733850      12.168270     403       40
  -5.733270      12.170810     403       40
  -5.732690      12.173360     403       40
  -5.732110      12.175900     403       40
  -5.731530      12.178430     403       40
  -5.731240      12.180970     403       40
  -5.730370      12.183490     403       40
  -5.730080      12.186020     403       40
  -5.729220      12.188530     403       40
  -5.728640      12.191050     403       40
  -5.728350      12.193550     403       40
  -5.727770      12.196050     403       40
  -5.726610      12.198530     403       40
  -5.726320      12.201010     403       40
  -5.726030      12.203490     403       40
  -5.725160      12.205950     403       40
  -5.724580      12.208420     403       40
  -5.724290      12.210880     403       40
  -5.723420      12.213330     403       40
  -5.723130      12.215770     403       40
  -5.722560      12.218200     403       40
  -5.722270      12.220630     403       40
  -5.721400      12.223060     403       40
  -5.721400      12.225490     403       40
  -5.720240      12.227910     403       40
  -5.719950      12.230320     403       40
  -5.719370      12.232720     403       40
  -5.718790      12.235120     403       40
  -5.718500      12.237510     403       40
  -5.717630      12.239890     403       40
  -5.717050      12.242260     403       40
  -5.716470      12.244640     403       40
  -5.716180      12.247010     403       40
  -5.715320      12.249380     403       40
  -5.714740      12.251750     403       40
  -5.714450      12.254100     403       40
  -5.713580      12.256450     403       40
  -5.713000      12.258780     403       40
  -5.712710      12.261120     403       40
  -5.712130      12.263450     403       40
  -5.711550      12.265779     403       40
  -5.711260      12.268090     403       40
  -5.710390      12.270410     403       40
  -5.710100      12.272730     403       40
  -5.709520      12.275040     403       40
  -5.708940      12.277340     403       40
  -5.708360      12.279640     403       40
  -5.708360      12.281930     403       40
  -5.707500      12.284210     403       40
  -5.706920      12.286500     403       40
  -5.706340      12.288780     403       40
  -5.706050      12.291059     403       40
  -5.705180      12.293320     403       40
  -5.704600      12.295590     403       40
  -5.704020      12.297850     403       40
  -5.703730      12.300100     403       40
  -5.703150      12.302350     403       40
  -5.702570      12.304580     403       40
  -5.702280      12.306810     403       40
  -5.701700      12.309050     403       40
  -5.701120      12.311280     403       40
  -5.700550      12.313500     403       40
  -5.699970      12.315710     403       40
  -5.699680      12.317920     403       40
  -5.699100      12.320130     403       40
  -5.698810      12.322330     403       40
  -5.698230      12.324520     403       40
  -5.697650      12.326710     403       40
  -5.696780      12.328900     403       40
  -5.696490      12.331080     403       40
  -5.695620      12.333260     403       40
  -5.695620      12.335430     403       40
  -5.694750      12.337600     403       40
  -5.694460      12.339760     403       40
  -5.694460      12.341920     403       40
  -5.693590      12.344100     403       40
  -5.693020      12.346280     403       40
  -5.692730      12.348420     403       40
  -5.692440      12.350560     403       40
  -5.691860      12.352690     403       40
  -5.690990      12.354820     403       40
  -5.690700      12.356950     403       40
  -5.690410      12.359060     403       40
  -5.689540      12.361190     403       40
  -5.689250      12.363300     403       40
  -5.688960      12.365410     403       40
  -5.688380      12.367510     403       40
  -5.687800      12.369610     403       40
  -5.687510      12.371710     403       40
  -5.686930      12.373800     403       40
  -5.686640      12.375890     403       40
  -5.686070      12.377980     403       40
  -5.685780      12.380060     403       40
  -5.685200      12.382130     403       40
  -5.684620      12.384200     403       40
  -5.684040      12.386260     403       40
  -5.683460      12.388330     403       40
  -5.683170      12.390390     403       40
  -5.682880      12.392440     403       40
  -5.682590      12.394490     403       40
  -5.681720      12.396530     403       40
  -5.681430      12.398560     403       40
  -5.680850      12.400600     403       40
  -5.680270      12.402640     403       40
  -5.680270      12.404670     403       40
  -5.679400      12.406690     403       40
  -5.679110      12.408710     403       40
  -5.678830      12.410760     403       40
  -5.678250      12.412800     403       40
  -5.677670      12.414830     403       40
  -5.677090      12.416860     403       40
  -5.676510      12.418890     403       40
  -5.676220      12.420910     403       40
  -5.675640      12.422920     403       40
  -5.675930      12.424940     403       40
  -5.674770      12.426950     403       40
  -5.674190      12.428950     403       40
  -5.673900      12.430950     403       40
  -5.673320      12.432950     403       40
  -5.672740      12.434950     403       40
  -5.672160      12.436930     403       40
  -5.672160      12.438920     403       40
  -5.671300      12.440900     403       40
  -5.671010      12.442870     403       40
  -5.670720      12.444850     403       40
  -5.670140      12.446820     403       40
  -5.669850      12.448790     403       40
  -5.669270      12.450760     403       40
  -5.668690      12.452720     403       40
  -5.668400      12.454670     403       40
  -5.668110      12.456620     403       40
  -5.667530      12.458570     403       40
  -5.667240      12.460510     403       40
  -5.666660      12.462450     403       40
  -5.666370      12.464390     403       40
  -5.665790      12.466320     403       40
  -5.665500      12.468240     403       40
  -5.665210      12.470170     403       40
  -5.664630      12.472090     403       40
  -5.664060      12.474010     403       40
  -5.664060      12.475920     403       40
  -5.663480      12.477830     403       40
  -5.662900      12.479740     403       40
