   18  0.0000  0.6884  0.8620  1.0672  1.3304     1.7341   2.1009     2.2137  2.5524  2.8784   3.1966   3.6105   3.9216
   19  0.0000  0.6876  0.8610  1.0655  1.3277     1.7291   2.0930     2.2047  2.5395  2.8609   3.1737   3.5794   3.8834
   20  0.0000  0.6870  0.8600  1.0640  1.3253     1.7247   2.0860     2.1967  2.5280  2.8453   3.1534   3.5518   3.8495

   21  0.0000  0.6864  0.8591  1.0627  1.3232     1.7207   2.0796     2.1894  2.5176  2.8314   3.1352   3.5271   3.8193
   22  0.0000  0.6858  0.8583  1.0614  1.3212     1.7171   2.0739     2.1829  2.5083  2.8188   3.1188   3.5050   3.7921
   23  0.0000  0.6853  0.8575  1.0603  1.3195     1.7139   2.0687     2.1770  2.4999  2.8073   3.1040   3.4850   3.7676
   24  0.0000  0.6848  0.8569  1.0593  1.3178     1.7109   2.0639     2.1715  2.4922  2.7969   3.0905   3.4668   3.7454
   25  0.0000  0.6844  0.8562  1.0584  1.3163     1.7081   2.0595     2.1666  2.4851  2.7874   3.0782   3.4502   3.7252

   26  0.0000  0.6840  0.8557  1.0575  1.3150     1.7056   2.0555     2.1620  2.4786  2.7787   3.0669   3.4350   3.7066
   27  0.0000  0.6837  0.8551  1.0567  1.3137     1.7033   2.0518     2.1578  2.4727  2.7707   3.0565   3.4210   3.6896
   28  0.0000  0.6834  0.8546  1.0560  1.3125     1.7011   2.0484     2.1539  2.4671  2.7633   3.0469   3.4082   3.6739
   29  0.0000  0.6830  0.8542  1.0553  1.3114     1.6991   2.0452     2.1503  2.4620  2.7564   3.0381   3.3962   3.6594
   30  0.0000  0.6828  0.8538  1.0547  1.3104     1.6973   2.0423     2.1470  2.4573  2.7500   3.0298   3.3852   3.6460

   40  0.0000  0.6807  0.8507  1.0500  1.3031     1.6839   2.0211     2.1229  2.4233  2.7045   2.9712   3.3069   3.5510
   50  0.0000  0.6794  0.8489  1.0473  1.2987     1.6759   2.0086     2.1087  2.4033  2.6778   2.9370   3.2614   3.4960
   60  0.0000  0.6786  0.8477  1.0455  1.2958     1.6706   2.0003     2.0994  2.3901  2.6603   2.9146   3.2317   3.4602
   70  0.0000  0.6780  0.8468  1.0442  1.2938     1.6669   1.9944     2.0927  2.3808  2.6479   2.8987   3.2108   3.4350
   80  0.0000  0.6776  0.8461  1.0432  1.2922     1.6641   1.9901     2.0878  2.3739  2.6387   2.8870   3.1953   3.4164

   90  0.0000  0.6772  0.8456  1.0424  1.2910     1.6620   1.9867     2.0839  2.3685  2.6316   2.8779   3.1833   3.4020
  100  0.0000  0.6770  0.8452  1.0418  1.2901     1.6602   1.9840     2.0809  2.3642  2.6259   2.8707   3.1737   3.3905
  200  0.0000  0.6757  0.8434  1.0391  1.2858     1.6525   1.9719     2.0672  2.3451  2.6006   2.8385   3.1315   3.3399
  500  0.0000  0.6750  0.8423  1.0375  1.2832     1.6479   1.9647     2.0591  2.3338  2.5857   2.8196   3.1066   3.3101
 1000  0.0000  0.6747  0.8420  1.0370  1.2824     1.6464   1.9623     2.0564  2.3301  2.5808   2.8133   3.0984   3.3003

Normal 0.0000  0.6745  0.8416  1.0364  1.2816     1.6449   1.9600     2.0538  2.3264  2.5758   2.8070   3.0902   3.2906
