This is dataplot data file     sarkar66_allresponses_040219.dat  (n = 7700)   4/2/19
Contents: All xx responses for Sumona Sarkar's cell counting experiment
Contact:  Sumona Sarkar, Laura Pierce, John Elliott
Date:     4/2/19
Number of observations = 7700 records = 11 conditions x 70 protocols x 10 "coded" images (actually 50 images)
Number of variables per line image = 19 (= 8 + 3 + 8)
Order of variables on a line image:
    1. Response 1 = TCC (Total  Cell Counts)
    2. Response 2 = VCC (Viable Cell Counts)
    3. Response 3 = DCC (Dead   Cell Counts)
    4. Response 4 = V   (Viability (%))
    5. Response 5 = ETCC (|Error| in Total  Cell Counts)
    6. Response 6 = EVCC (|Error| in Viable Cell Counts)
    7. Response 7 = EDCC (|Error| in Dead   Cell Counts)
    8. Response 8 = EV   (|Error| in Viability (%))
    9. Factor   1 = Cell Condition     (11 levels:  1 to 11)
                                                   1 = Bead Spiked	
                                                   2 = FPTB Spike-in	
                                                   3 = Heat Spike-in	
                                                   4 = LF Spike-in 50	
                                                   5 = LFP	
                                                   6 = Healthy	
                                                   7 = OG	
                                                   8 = Heat Comp (2hr)	
                                                   9 = Heat Comp (4hr)	
                                                  10 = H2O2	
                                                  11 = DMSO THAW
   10. Factor   2 = Images             (50 levels:  1 to 50???)
   11. Factor   3 = DEX Image Protocol (70 levels:  1 to 64 = core 2**(8-2) design,
                                                        65 = "center point" #1),
                                                        66 = "center point" #2)
                                                        67 = Laura)
                                                        68 = Sumona)
                                                        69 = H)
                                                        70 = F)
   12. Factor   4 = Protocol Factor 1 = Min Diameter        (2 levels:   5 and   8)
   13. Factor   5 = Protocol Factor 2 = Max Diameter        (2 levels:  30 and  60)
   14. Factor   6 = Protocol Factor 3 = Cell Brightness (%) (2 levels:  75 and  90)
   15. Factor   7 = Protocol Factor 4 = Cell Sharpness      (2 levels:  60 and 100)
   16. Factor   8 = Protocol Factor 5 = VCS Brightness (%)  (2 levels:  65 and  85)
   17. Factor   9 = Protocol Factor 6 = VCS Area (%)        (2 levels:   5 and  20)
   18. Factor  10 = Protocol Factor 7 = Min Circularity     (2 levels: 0.1 and 0.5)
   19. Factor  11 = Protocol Factor 8 = De-cluster Degree   (2 levels: Low and Med)

Experiment Design (Core): 2**(8-2) (k=8,n=64)    Resolution = 5 = 4+1 (thus the 8 main effects are confounded with 
                                                              some 4-level interactions and higher, but
                                                              not with any of the 28 2-level or 56 3-level interactions)

To read this data file into dataplot:
   skip 60; read     sarkar66_allresponses_040219      y1 to y8   x9 x10 x11   x1 to x8
   let cond = x9; let image = x10; let prot = x11
 

 

Y1	Y2	Y3	   Y4	  Y5	Y6	Y7	Y8		X10	X11	X9		X1	X2	X3	X4	X5	X6	X7	X8
16	11	5	68.75	1.25	1.5	0.25	3.973214286		1	24	7		5	60	90	60	65	5	0.5	1
23	15	8	65.2173913	0.25	2	1.75	8.171936759		1	34	7		5	60	90	60	65	5	0.5	1
10	3	7	30	0.75	1	0.25	8.333333333		1	42	7		5	60	90	60	65	5	0.5	1
13	9	4	69.23076923	0.5	1	0.5	5.128205128		1	45	7		5	60	90	60	65	5	0.5	1
12	8	4	66.66666667	0.5	1.25	1.75	12.32517483		1	47	7		5	60	90	60	65	5	0.5	1
16	7	9	43.75	0	0	0	0		1	3	8		8	60	90	60	65	5	0.1	2
13	3	10	23.07692308	0.5	0	0.5	1.241258741		1	4	8		8	60	90	60	65	5	0.1	2
6	3	3	50	0.25	0.25	0	1.785714286		1	10	8		8	60	90	60	65	5	0.1	2
9	3	6	33.33333333	0	0	0	0		1	21	8		8	60	90	60	65	5	0.1	2
14	5	9	35.71428571	0.5	0.5	0	2.472527473		1	23	8		8	60	90	60	65	5	0.1	2
17	12	5	70.58823529	2.25	2.5	0.25	5.81144958		1	24	8		8	60	90	60	65	5	0.1	2
23	15	8	65.2173913	0.25	2	1.75	8.171936759		1	34	8		8	60	90	60	65	5	0.1	2
9	2	7	22.22222222	0.25	0	0.25	0.555555556		1	42	8		8	60	90	60	65	5	0.1	2
14	10	4	71.42857143	1.5	2	0.5	7.326007326		1	45	8		8	60	90	60	65	5	0.1	2
13	9	4	69.23076923	0.5	2.25	1.75	14.88927739		1	47	8		8	60	90	60	65	5	0.1	2
16	7	9	43.75	0	0	0	0		1	3	9		5	30	75	100	65	5	0.1	2
13	3	10	23.07692308	0.5	0	0.5	1.241258741		1	4	9		5	30	75	100	65	5	0.1	2
6	3	3	50	0.25	0.25	0	1.785714286		1	10	9		5	30	75	100	65	5	0.1	2
10	4	6	40	1	1	0	6.666666667		1	21	9		5	30	75	100	65	5	0.1	2
13	4	9	30.76923077	0.5	0.5	0	2.472527473		1	23	9		5	30	75	100	65	5	0.1	2
16	11	5	68.75	1.25	1.5	0.25	3.973214286		1	24	9		5	30	75	100	65	5	0.1	2
21	11	10	52.38095238	1.75	2	0.25	4.664502165		1	34	9		5	30	75	100	65	5	0.1	2
9	2	7	22.22222222	0.25	0	0.25	0.555555556		1	42	9		5	30	75	100	65	5	0.1	2
14	8	6	57.14285714	1.5	0	1.5	6.95970696		1	45	9		5	30	75	100	65	5	0.1	2
12	7	5	58.33333333	0.5	0.25	0.75	3.991841492		1	47	9		5	30	75	100	65	5	0.1	2
15	7	8	46.66666667	1	0	1	2.916666667		1	3	10		8	30	75	100	65	5	0.5	1
12	3	9	25	0.5	0	0.5	0.681818182		1	4	10		8	30	75	100	65	5	0.5	1
6	3	3	50	0.25	0.25	0	1.785714286		1	10	10		8	30	75	100	65	5	0.5	1
9	3	6	33.33333333	0	0	0	0		1	21	10		8	30	75	100	65	5	0.5	1
13	4	9	30.76923077	0.5	0.5	0	2.472527473		1	23	10		8	30	75	100	65	5	0.5	1
15	11	4	73.33333333	0.25	1.5	1.25	8.556547619		1	24	10		8	30	75	100	65	5	0.5	1
20	11	9	55	2.75	2	0.75	2.045454545		1	34	10		8	30	75	100	65	5	0.5	1
9	2	7	22.22222222	0.25	0	0.25	0.555555556		1	42	10		8	30	75	100	65	5	0.5	1
14	8	6	57.14285714	1.5	0	1.5	6.95970696		1	45	10		8	30	75	100	65	5	0.5	1
10	6	4	60	2.5	0.75	1.75	5.658508159		1	47	10		8	30	75	100	65	5	0.5	1
16	7	9	43.75	0	0	0	0		1	3	11		5	60	75	100	65	5	0.5	1
13	3	10	23.07692308	0.5	0	0.5	1.241258741		1	4	11		5	60	75	100	65	5	0.5	1
6	3	3	50	0.25	0.25	0	1.785714286		1	10	11		5	60	75	100	65	5	0.5	1
10	4	6	40	1	1	0	6.666666667		1	21	11		5	60	75	100	65	5	0.5	1
13	4	9	30.76923077	0.5	0.5	0	2.472527473		1	23	11		5	60	75	100	65	5	0.5	1
16	11	5	68.75	1.25	1.5	0.25	3.973214286		1	24	11		5	60	75	100	65	5	0.5	1
21	11	10	52.38095238	1.75	2	0.25	4.664502165		1	34	11		5	60	75	100	65	5	0.5	1
9	2	7	22.22222222	0.25	0	0.25	0.555555556		1	42	11		5	60	75	100	65	5	0.5	1
14	8	6	57.14285714	1.5	0	1.5	6.95970696		1	45	11		5	60	75	100	65	5	0.5	1
11	7	4	63.63636364	1.5	0.25	1.75	9.294871795		1	47	11		5	60	75	100	65	5	0.5	1
15	7	8	46.66666667	1	0	1	2.916666667		1	3	12		8	60	75	100	65	5	0.1	2
12	3	9	25	0.5	0	0.5	0.681818182		1	4	12		8	60	75	100	65	5	0.1	2
6	3	3	50	0.25	0.25	0	1.785714286		1	10	12		8	60	75	100	65	5	0.1	2
10	4	6	40	1	1	0	6.666666667		1	21	12		8	60	75	100	65	5	0.1	2
13	4	9	30.76923077	0.5	0.5	0	2.472527473		1	23	12		8	60	75	100	65	5	0.1	2
15	11	4	73.33333333	0.25	1.5	1.25	8.556547619		1	24	12		8	60	75	100	65	5	0.1	2
20	11	9	55	2.75	2	0.75	2.045454545		1	34	12		8	60	75	100	65	5	0.1	2
9	2	7	22.22222222	0.25	0	0.25	0.555555556		1	42	12		8	60	75	100	65	5	0.1	2
14	8	6	57.14285714	1.5	0	1.5	6.95970696		1	45	12		8	60	75	100	65	5	0.1	2
11	6	5	54.54545455	1.5	0.75	0.75	0.203962704		1	47	12		8	60	75	100	65	5	0.1	2
16	7	9	43.75	0	0	0	0		1	3	13		5	30	90	100	65	5	0.5	2
14	4	10	28.57142857	1.5	1	0.5	4.253246753		1	4	13		5	30	90	100	65	5	0.5	2
9	6	3	66.66666667	2.75	2.75	0	14.88095238		1	10	13		5	30	90	100	65	5	0.5	2
9	3	6	33.33333333	0	0	0	0		1	21	13		5	30	90	100	65	5	0.5	2
15	6	9	40	1.5	1.5	0	6.758241758		1	23	13		5	30	90	100	65	5	0.5	2
18	13	5	72.22222222	3.25	3.5	0.25	7.445436508		1	24	13		5	30	90	100	65	5	0.5	2
24	16	8	66.66666667	1.25	3	1.75	9.621212121		1	34	13		5	30	90	100	65	5	0.5	2
11	4	7	36.36363636	1.75	2	0.25	14.6969697		1	42	13		5	30	90	100	65	5	0.5	2
15	10	5	66.66666667	2.5	2	0.5	2.564102564		1	45	13		5	30	90	100	65	5	0.5	2
14	10	4	71.42857143	1.5	3.25	1.75	17.08707959		1	47	13		5	30	90	100	65	5	0.5	2
16	7	9	43.75	0	0	0	0		1	3	14		8	30	90	100	65	5	0.1	1
14	4	10	28.57142857	1.5	1	0.5	4.253246753		1	4	14		8	30	90	100	65	5	0.1	1
9	6	3	66.66666667	2.75	2.75	0	14.88095238		1	10	14		8	30	90	100	65	5	0.1	1
9	3	6	33.33333333	0	0	0	0		1	21	14		8	30	90	100	65	5	0.1	1
15	6	9	40	1.5	1.5	0	6.758241758		1	23	14		8	30	90	100	65	5	0.1	1
16	11	5	68.75	1.25	1.5	0.25	3.973214286		1	24	14		8	30	90	100	65	5	0.1	1
22	14	8	63.63636364	0.75	1	1.75	6.590909091		1	34	14		8	30	90	100	65	5	0.1	1
10	3	7	30	0.75	1	0.25	8.333333333		1	42	14		8	30	90	100	65	5	0.1	1
13	9	4	69.23076923	0.5	1	0.5	5.128205128		1	45	14		8	30	90	100	65	5	0.1	1
13	9	4	69.23076923	0.5	2.25	1.75	14.88927739		1	47	14		8	30	90	100	65	5	0.1	1
16	7	9	43.75	0	0	0	0		1	3	15		5	60	90	100	65	5	0.1	1
14	4	10	28.57142857	1.5	1	0.5	4.253246753		1	4	15		5	60	90	100	65	5	0.1	1
9	6	3	66.66666667	2.75	2.75	0	14.88095238		1	10	15		5	60	90	100	65	5	0.1	1
9	3	6	33.33333333	0	0	0	0		1	21	15		5	60	90	100	65	5	0.1	1
15	6	9	40	1.5	1.5	0	6.758241758		1	23	15		5	60	90	100	65	5	0.1	1
17	12	5	70.58823529	2.25	2.5	0.25	5.81144958		1	24	15		5	60	90	100	65	5	0.1	1
23	15	8	65.2173913	0.25	2	1.75	8.171936759		1	34	15		5	60	90	100	65	5	0.1	1
11	4	7	36.36363636	1.75	2	0.25	14.6969697		1	42	15		5	60	90	100	65	5	0.1	1
13	9	4	69.23076923	0.5	1	0.5	5.128205128		1	45	15		5	60	90	100	65	5	0.1	1
13	9	4	69.23076923	0.5	2.25	1.75	14.88927739		1	47	15		5	60	90	100	65	5	0.1	1
16	7	9	43.75	0	0	0	0		1	3	16		8	60	90	100	65	5	0.5	2
14	4	10	28.57142857	1.5	1	0.5	4.253246753		1	4	16		8	60	90	100	65	5	0.5	2
9	6	3	66.66666667	2.75	2.75	0	14.88095238		1	10	16		8	60	90	100	65	5	0.5	2
9	3	6	33.33333333	0	0	0	0		1	21	16		8	60	90	100	65	5	0.5	2
15	6	9	40	1.5	1.5	0	6.758241758		1	23	16		8	60	90	100	65	5	0.5	2
18	13	5	72.22222222	3.25	3.5	0.25	7.445436508		1	24	16		8	60	90	100	65	5	0.5	2
23	15	8	65.2173913	0.25	2	1.75	8.171936759		1	34	16		8	60	90	100	65	5	0.5	2
10	3	7	30	0.75	1	0.25	8.333333333		1	42	16		8	60	90	100	65	5	0.5	2
14	10	4	71.42857143	1.5	2	0.5	7.326007326		1	45	16		8	60	90	100	65	5	0.5	2
14	10	4	71.42857143	1.5	3.25	1.75	17.08707959		1	47	16		8	60	90	100	65	5	0.5	2
15	7	8	46.66666667	1	0	1	2.916666667		1	3	17		5	30	75	60	85	5	0.5	1
13	3	10	23.07692308	0.5	0	0.5	1.241258741		1	4	17		5	30	75	60	85	5	0.5	1
6	3	3	50	0.25	0.25	0	1.785714286		1	10	17		5	30	75	60	85	5	0.5	1
9	3	6	33.33333333	0	0	0	0		1	21	17		5	30	75	60	85	5	0.5	1
13	4	9	30.76923077	0.5	0.5	0	2.472527473		1	23	17		5	30	75	60	85	5	0.5	1
15	11	4	73.33333333	0.25	1.5	1.25	8.556547619		1	24	17		5	30	75	60	85	5	0.5	1
19	10	9	52.63157895	3.75	3	0.75	4.413875598		1	34	17		5	30	75	60	85	5	0.5	1
9	2	7	22.22222222	0.25	0	0.25	0.555555556		1	42	17		5	30	75	60	85	5	0.5	1
14	8	6	57.14285714	1.5	0	1.5	6.95970696		1	45	17		5	30	75	60	85	5	0.5	1
11	7	4	63.63636364	1.5	0.25	1.75	9.294871795		1	47	17		5	30	75	60	85	5	0.5	1
15	7	8	46.66666667	1	0	1	2.916666667		1	3	18		8	30	75	60	85	5	0.1	2
12	3	9	25	0.5	0	0.5	0.681818182		1	4	18		8	30	75	60	85	5	0.1	2
6	3	3	50	0.25	0.25	0	1.785714286		1	10	18		8	30	75	60	85	5	0.1	2
10	4	6	40	1	1	0	6.666666667		1	21	18		8	30	75	60	85	5	0.1	2
13	4	9	30.76923077	0.5	0.5	0	2.472527473		1	23	18		8	30	75	60	85	5	0.1	2
15	11	4	73.33333333	0.25	1.5	1.25	8.556547619		1	24	18		8	30	75	60	85	5	0.1	2
19	10	9	52.63157895	3.75	3	0.75	4.413875598		1	34	18		8	30	75	60	85	5	0.1	2
9	2	7	22.22222222	0.25	0	0.25	0.555555556		1	42	18		8	30	75	60	85	5	0.1	2
14	8	6	57.14285714	1.5	0	1.5	6.95970696		1	45	18		8	30	75	60	85	5	0.1	2
11	6	5	54.54545455	1.5	0.75	0.75	0.203962704		1	47	18		8	30	75	60	85	5	0.1	2
15	7	8	46.66666667	1	0	1	2.916666667		1	3	19		5	60	75	60	85	5	0.1	2
13	3	10	23.07692308	0.5	0	0.5	1.241258741		1	4	19		5	60	75	60	85	5	0.1	2
6	3	3	50	0.25	0.25	0	1.785714286		1	10	19		5	60	75	60	85	5	0.1	2
11	5	6	45.45454545	2	2	0	12.12121212		1	21	19		5	60	75	60	85	5	0.1	2
13	4	9	30.76923077	0.5	0.5	0	2.472527473		1	23	19		5	60	75	60	85	5	0.1	2
15	11	4	73.33333333	0.25	1.5	1.25	8.556547619		1	24	19		5	60	75	60	85	5	0.1	2
19	10	9	52.63157895	3.75	3	0.75	4.413875598		1	34	19		5	60	75	60	85	5	0.1	2
9	2	7	22.22222222	0.25	0	0.25	0.555555556		1	42	19		5	60	75	60	85	5	0.1	2
14	8	6	57.14285714	1.5	0	1.5	6.95970696		1	45	19		5	60	75	60	85	5	0.1	2
12	7	5	58.33333333	0.5	0.25	0.75	3.991841492		1	47	19		5	60	75	60	85	5	0.1	2
15	7	8	46.66666667	1	0	1	2.916666667		1	3	20		8	60	75	60	85	5	0.5	1
12	3	9	25	0.5	0	0.5	0.681818182		1	4	20		8	60	75	60	85	5	0.5	1
6	3	3	50	0.25	0.25	0	1.785714286		1	10	20		8	60	75	60	85	5	0.5	1
9	3	6	33.33333333	0	0	0	0		1	21	20		8	60	75	60	85	5	0.5	1
13	4	9	30.76923077	0.5	0.5	0	2.472527473		1	23	20		8	60	75	60	85	5	0.5	1
15	11	4	73.33333333	0.25	1.5	1.25	8.556547619		1	24	20		8	60	75	60	85	5	0.5	1
19	10	9	52.63157895	3.75	3	0.75	4.413875598		1	34	20		8	60	75	60	85	5	0.5	1
9	2	7	22.22222222	0.25	0	0.25	0.555555556		1	42	20		8	60	75	60	85	5	0.5	1
14	8	6	57.14285714	1.5	0	1.5	6.95970696		1	45	20		8	60	75	60	85	5	0.5	1
10	6	4	60	2.5	0.75	1.75	5.658508159		1	47	20		8	60	75	60	85	5	0.5	1
16	7	9	43.75	0	0	0	0		1	3	21		5	30	90	60	85	5	0.1	1
13	3	10	23.07692308	0.5	0	0.5	1.241258741		1	4	21		5	30	90	60	85	5	0.1	1
6	3	3	50	0.25	0.25	0	1.785714286		1	10	21		5	30	90	60	85	5	0.1	1
9	3	6	33.33333333	0	0	0	0		1	21	21		5	30	90	60	85	5	0.1	1
14	5	9	35.71428571	0.5	0.5	0	2.472527473		1	23	21		5	30	90	60	85	5	0.1	1
16	11	5	68.75	1.25	1.5	0.25	3.973214286		1	24	21		5	30	90	60	85	5	0.1	1
23	13	10	56.52173913	0.25	0	0.25	0.523715415		1	34	21		5	30	90	60	85	5	0.1	1
10	3	7	30	0.75	1	0.25	8.333333333		1	42	21		5	30	90	60	85	5	0.1	1
13	9	4	69.23076923	0.5	1	0.5	5.128205128		1	45	21		5	30	90	60	85	5	0.1	1
12	7	5	58.33333333	0.5	0.25	0.75	3.991841492		1	47	21		5	30	90	60	85	5	0.1	1
16	7	9	43.75	0	0	0	0		1	3	22		8	30	90	60	85	5	0.5	2
13	3	10	23.07692308	0.5	0	0.5	1.241258741		1	4	22		8	30	90	60	85	5	0.5	2
6	3	3	50	0.25	0.25	0	1.785714286		1	10	22		8	30	90	60	85	5	0.5	2
9	3	6	33.33333333	0	0	0	0		1	21	22		8	30	90	60	85	5	0.5	2
14	5	9	35.71428571	0.5	0.5	0	2.472527473		1	23	22		8	30	90	60	85	5	0.5	2
17	12	5	70.58823529	2.25	2.5	0.25	5.81144958		1	24	22		8	30	90	60	85	5	0.5	2
23	13	10	56.52173913	0.25	0	0.25	0.523715415		1	34	22		8	30	90	60	85	5	0.5	2
9	2	7	22.22222222	0.25	0	0.25	0.555555556		1	42	22		8	30	90	60	85	5	0.5	2
14	10	4	71.42857143	1.5	2	0.5	7.326007326		1	45	22		8	30	90	60	85	5	0.5	2
13	8	5	61.53846154	0.5	1.25	0.75	7.196969697		1	47	22		8	30	90	60	85	5	0.5	2
