WEEKLY (ROUGHLY) NITROUS OXIDE READINGS AT MAUNA LOA (HAWAII) 1/77 TO 12/86
JIM ELKINS (NOAA) FTS 320-6224    JIM'S NAME FOR FILE = MLON2O_WK.DAT
NUMBER OF OBSERVATIONS = 939
RESPONSE VARIABLE = MEAN NITROUS OXIDE CONCENTRATION (IN PARTS PER ???)
ORDER OF VARIABLES ON A LINE IMAGE--
   1. YEAR (1977 TO 1986)
   2. DAY OF YEAR (1 TO 365)
   3. SAMPLE BOTTLE (OF ONLY MINOR INTEREST)
   4. STANDARD DEVIATION (OVER 3 OBSERVATIONS)
   5. MEAN (OVER 3 OBSERVATIONS) NITROUS OXIDE CONCENTRATION (PP?)
   6. VALIDITY FLAG (ONLY USE DATA WITH FLAG = 0)
   7. WATER VAPOR
   8. CO2
NOTE--ONLY USE DATA WITH VALIDTY FLAG = 0
1977  80 148  0.0   0.0 52   1.0012 -99.9900
1977  94 149  0.0   0.0 52   1.0057 -99.9900
1977 103 150  0.0   0.0 52   1.0012 -99.9900
1977 109 151  0.0   0.0 52   1.0017 -99.9900
1977 116 152  0.0   0.0 52   1.0054 -99.9900
1977 122 153  0.0   0.0 52   1.0019 -99.9900
1977 130 154  0.0   0.0 52   1.0046 -99.9900
1977 136 155  0.0   0.0 52   1.0017 -99.9900
1977 144 156  0.0   0.0 52   1.0013 -99.9900
1977 151 157  0.0   0.0 52   1.0015 -99.9900
1977 157 158  0.0   0.0 52   1.0038 -99.9900
1977 167 159  0.0   0.0 52   1.0021 -99.9900
1977 173 160  7.6 298.6 33   1.0028 336.8500
1977 181 161  2.9 323.5 36   1.0077 335.5800
1977 187 162  8.4 305.3 33   1.0054 334.8000
1977 194 163  7.5 315.2 37   1.0030 335.1900
1977 200 164  6.6 304.6 33   1.0074 334.1000
1977 208 165  2.1 313.7 36   1.0050 333.7000
1977 215 166  1.9 309.6 36   1.0064 333.0400
1977 223 167 16.2 295.9 33   1.0027 331.2900
1977 237 168 11.9 395.2 21   1.0046 -99.9900
1977 237 168  6.2 397.7 21   1.0046 -99.9900
1977 258 171  2.9 304.2  0   1.0101 330.1200
1977 258 171  4.0 305.9  1   1.0101 330.1200
1977 263 172  8.4 302.6  1   1.0063 330.2400
1977 263 172 11.2 310.0  7   1.0063 330.2400
1977 271 173  0.8 301.2  0   1.0012 330.9300
1977 271 173  2.5 299.6  0   1.0012 330.9300
1977 279 174  4.0 373.7 21   1.0023 -99.9900
1977 279 174  6.7 372.9 21   1.0023 -99.9900
1977 286 175  1.5 301.6  0   1.0080 332.1200
1977 286 175  3.6 304.1  0   1.0080 332.1200
1977 292 176  6.0 296.0  1   1.0023 331.1500
1977 292 176  3.7 296.7  0   1.0023 331.1500
1977 308 177 10.7 303.9  1   1.0072 331.4500
1977 308 177 11.9 309.2  5   1.0072 331.4500
1977 314 178  3.3 304.2  2
1977 314 178  6.7 292.0  3   1.0030 330.8700
1977 321 179  2.0 296.8  0   1.0040 332.6700
1977 321 179  1.4 300.0  0   1.0040 332.6700
1977 328 180  3.4 299.8  0   1.0035 332.7300
1977 328 180  8.8 295.8  1   1.0035 332.7300
1977 342 181  5.0 300.9  1   1.0061 333.1200
1977 342 181 13.5 294.2  3   1.0061 333.1200
1977 349 182  5.2 298.8  1   1.0046 333.3000
1977 349 182  3.6 300.7  0   1.0046 333.3000
1977 356 183  2.3 302.7  0   1.0010 333.8400
1977 356 183  2.1 303.4  0   1.0010 333.8400
1977 363 184  7.3 302.7  1   1.0061 334.1600
1977 363 184  4.9 303.4  1   1.0061 334.1600
1978   5 185  4.5 297.6  1   1.0016 335.1100
1978   5 185  3.5 301.5  0   1.0016 335.1100
1978  12 186  1.4 303.1  0   1.0016 335.2100
1978  12 186  1.1 302.0  0   1.0016 335.2100
1978  19 187  7.0 294.7  1   1.0018 335.4100
1978  19 187  2.2 297.7  0   1.0018 335.4100
1978  26 188  5.9 300.6  1   1.0054 334.0300
1978  26 188  3.7 304.1  0   1.0054 334.0300
1978  33 189  1.6 300.4  0   1.0026 335.3500
1978  33 189  4.8 298.0  1   1.0026 335.3500
1978  40 190  1.8 295.1  2
1978  40 190  3.7 315.7  6   1.0008 334.6500
1978  47 191  7.1 300.7  1   1.0040 335.3200
1978  47 191  2.4 301.8  0   1.0040 335.3200
1978  54 192  2.0 299.2  0   1.0050 335.8400
1978  54 192  0.4 299.9  0   1.0050 335.8400
1978  62 193  3.6 302.6  0   1.0009 336.6900
1978  62 193  2.0 302.0  0   1.0009 336.6900
1978  69 194  2.6 302.7  0   1.0010 335.9800
1978  69 194  3.3 304.7  0   1.0010 335.9800
1978  76 195  2.5 303.7  0   1.0044 337.1000
1978  76 195  1.2 307.8  4   1.0044 337.1000
1978  83 196  1.3 300.7  0   1.0014 337.0500
1978  83 196  0.5 301.8  0   1.0014 337.0500
1978  97 197  1.1 300.2  0   1.0027 337.3300
1978  97 197  1.1 301.4  0   1.0027 337.3300
1978 103 198  2.0 299.0  0   1.0010 337.4800
1978 103 198  1.5 299.2  0   1.0010 337.4800
1978 111 199  4.9 300.9  1   1.0046 336.6400
1978 111 199  3.2 298.7  0   1.0046 336.6400
1978 117 200  2.3 298.1  0   1.0035 338.0700
1978 117 200  1.7 301.4  0   1.0035 338.0700
1978 124 201  1.1 294.9  0   1.0015 338.1500
1978 124 201  1.2 299.3  0   1.0015 338.1500
1978 131 202  0.8 299.9  0   1.0017 337.9400
1978 131 202  1.2 300.9  0   1.0017 337.9400
1978 138 203  0.9 300.1  0   1.0014 337.0900
1978 138 203  1.1 298.3  0   1.0014 337.0900
1978 145 204  1.5 296.8  0   1.0014 337.8700
1978 145 204  2.3 297.8  0   1.0014 337.8700
1978 152 205  3.3 300.3  0   1.0014 338.9000
1978 152 205  0.9 298.6  0   1.0014 338.9000
1978 166 206  1.9 297.5  0   1.0019 337.5600
1978 166 206  1.0 299.0  0   1.0019 337.5600
1978 172 207  1.3 301.0  0   1.0078 336.6800
1978 172 207  2.5 300.8  0   1.0078 336.6800
1978 180 208  0.5 301.3  0   1.0096 337.3000
1978 180 208  0.8 300.2  0   1.0096 337.3000
1978 187 209  1.4 296.9  0   1.0013 336.4000
1978 187 209  1.4 297.9  0   1.0013 336.4000
1978 194 210  0.7 298.3  0   1.0015 336.1700
1978 194 210  2.5 299.3  0   1.0015 336.1700
1978 208 212  0.8 301.0  0   1.0034 335.4900
1978 208 212  0.7 302.8  0   1.0034 335.4900
1978 215 213  1.9 301.6  0   1.0046 334.4700
1978 215 213  1.0 301.8  0   1.0046 334.4700
1978 229 214  0.8 296.2  0   1.0013 332.6700
1978 229 214  0.2 296.6  0   1.0013 332.6700
1978 236 215  0.8 300.3  0   1.0015 332.3900
1978 236 215  0.9 299.5  0   1.0015 332.3900
1978 243 216  1.0 299.2  0   1.0014 333.4100
1978 243 216  0.3 300.8  0   1.0014 333.4100
1978 250 217  0.8 300.9  0   1.0035 330.8700
1978 250 217  0.9 301.8  0   1.0035 330.8700
1978 257 218  1.6 299.4  0   1.0015 331.2700
1978 257 218  0.8 300.7  0   1.0015 331.2700
1978 264 219  1.2 300.3  0   1.0015 331.2500
1978 264 219  1.4 300.6  0   1.0015 331.2500
1978 271 220  0.9 300.8  0   1.0024 330.8800
1978 271 220  0.9 299.7  0   1.0024 330.8800
1978 276 221  0.1 300.7  0   1.0017 329.1700
1978 276 221  0.8 299.8  0   1.0017 329.1700
1978 284 222  1.3 300.1  0   1.0014 332.1000
1978 284 222  0.7 299.9  0   1.0014 332.1000
1978 292 223  1.6 299.8  0   1.0012 332.5200
1978 292 223  1.1 300.4  0   1.0012 332.5200
1978 299 224  0.9 300.5  0   1.0014 331.5800
1978 310 225  1.1 299.5  0   1.0011 333.8300
1978 310 225  1.2 303.1  0   1.0011 333.8300
1978 313 226  0.4 299.3  0   1.0035 332.5200
1978 313 226  1.2 301.5  0   1.0035 332.5200
1978 320 227  1.8 300.4  0   1.0012 331.3700
1978 334 228  1.2 299.8  0   1.0015 333.8000
1978 334 228  0.6 299.5  0   1.0015 333.8000
1978 341 229  0.9 300.9  0   1.0012 334.6600
1978 341 229  0.9 298.7  0   1.0012 334.6600
1978 344 230  0.7 301.0  0   1.0015 334.3500
1978 344 230  1.0 300.9  0   1.0015 334.3500
1978 355 231  2.5 300.3  0   1.0009 335.2800
1978 355 231  0.6 298.5  0   1.0009 335.2800
1978 362 232  0.7 300.4  0   1.0013 335.8100
1978 362 232  1.2 301.4  0   1.0013 335.8100
1979   4 233  0.7 300.4  0   1.0013 334.9400
1979   4 233  0.5 301.9  0   1.0013 334.9400
1979  18 234  1.7 301.6  0   1.0015 336.4700
1979  18 234  1.8 299.6  0   1.0015 336.4700
1979  25 235  2.6 301.9  0   1.0013 336.5800
1979  25 235  0.6 299.9  0   1.0013 336.5800
1979  32 236  3.4 292.2  2
1979  32 236  1.3 299.0  2   1.0009 336.8800
1979  39 237  0.8 301.5  0   1.0036 336.8500
1979  39 237  0.8 301.7  0   1.0036 336.8500
1979  46 238  0.8 301.5  0   1.0048 336.6000
1979  46 238  2.1 301.5  0   1.0048 336.6000
1979  53 239  0.5 301.0  0   1.0065 335.8400
1979  53 239  2.5 299.4  0   1.0065 335.8400
1979  60 240  3.1 302.7  0   1.0059 335.5000
1979  60 240  1.5 305.0  0   1.0059 335.5000
1979  67 241  1.0 301.2  0   1.0021 337.0800
1979  67 241  1.8 301.5  0   1.0021 337.0800
1979  74 242  1.8 299.8  0   1.0018 338.1200
1979  74 242  1.8 301.8  0   1.0018 338.1200
1979  81 243  2.6 300.6  0   1.0015 338.2000
1979  81 243  1.0 299.8  0   1.0015 338.2000
1979  89 244  0.6 301.4  0   1.0014 339.2700
1979  89 244  1.6 301.1  0   1.0014 339.2700
1979  96 245  1.9 301.3  0   1.0093 337.2800
1979  96 245  0.8 304.1  0   1.0093 337.2800
1979 103 246  2.3 301.3  0   1.0043 337.7000
1979 103 246  0.8 302.1  0   1.0043 337.7000
1979 110 247  3.1 298.3  0   1.0047 338.2400
1979 110 247  2.6 301.1  0   1.0047 338.2400
1979 117 248  4.1 297.6  1   1.0007 338.1000
1979 117 248  2.1 301.5  0   1.0007 338.1000
1979 123 249  3.2 301.0  0   1.0031 338.0400
1979 123 249  1.8 300.4  0   1.0031 338.0400
1979 130 250  3.0 300.8  0   1.0049 338.7700
1979 130 250  1.7 302.7  0   1.0049 338.7700
1979 137 251  3.8 302.4  0   1.0071 338.1700
1979 137 251  2.7 300.4  0   1.0071 338.1700
1979 144 252  2.0 299.6  0   1.0038 339.2000
1979 144 252  1.1 302.4  0   1.0038 339.2000
1979 151 253  2.0 301.6  0   1.0024 336.1900
1979 151 253  0.9 301.3  0   1.0024 336.1900
1979 165 254  1.3 300.8  0   1.0024 338.1700
1979 165 254  1.9 299.7  0   1.0024 338.1700
1979 172 255  0.5 302.0  0   1.0028 338.8700
1979 172 255  0.4 301.2  0   1.0028 338.8700
1979 186 257  1.2 301.5  0   1.0034 338.1700
1979 186 257  0.6 300.6  0   1.0034 338.1700
1979 193 258  0.1 303.4  0   1.0083 337.0700
1979 193 258  1.7 301.9  0   1.0083 337.0700
1979 200 259  0.9 301.3  0   1.0018 336.0800
1979 200 259  1.1 300.4  0   1.0018 336.0800
1979 207 260  1.7 297.9  0   1.0035 332.6900
1979 207 260  0.9 301.5  0   1.0035 332.6900
1979 212 261  0.4 303.2  0   1.0029 336.7400
1979 212 261  0.7 301.3  0   1.0029 336.7400
1979 218 262  0.9 302.0  0   1.0039 332.1300
1979 242 265  1.2 299.2  0   1.0033 334.8800
1979 249 266  1.1 301.5  0   1.0020 333.5200
1979 249 266  0.5 302.4  0   1.0020 333.5200
1979 256 267  6.4 309.1  5   1.0025 332.7500
1979 256 267  0.0   0.0  6   1.0025 332.7500
1979 264 268  1.4 302.4  0   1.0040 332.7500
1979 264 268  3.3 300.5  0   1.0040 332.7500
1979 270 269  1.6 299.8  0   1.0035 333.2900
1979 270 269  1.6 300.0  0   1.0035 333.2900
1979 277 270  4.3 302.2  1   1.0070 333.4100
1979 277 270  1.8 301.8  0   1.0070 333.4100
1979 284 271  2.5 310.8  4   1.0070 334.3200
1979 284 271  2.0 312.5  4   1.0070 334.3200
1979 288 272  2.7 308.6  0   1.0058 333.7900
1979 288 272  1.7 304.9  0   1.0058 333.7900
1979 298 273  0.8 302.4  0   1.0038 333.9000
1979 298 273  1.9 303.3  0   1.0038 333.9000
1979 310 274  1.8 302.4  0   1.0017 334.6100
1979 310 274  1.2 299.2  0   1.0017 334.6100
1979 319 275  2.1 304.6  0   1.0065 335.3600
1979 319 275  0.7 303.0  0   1.0065 335.3600
1979 333 276  3.6 300.7  0   1.0018 335.7700
1979 333 276  1.9 305.0  0   1.0018 335.7700
1979 340 277  0.8 303.7  0   1.0043 335.6600
1979 340 277  0.6 302.7  0   1.0043 335.6600
1979 347 278  3.4 301.3  0   1.0028 336.1000
1979 347 278  1.9 306.7  0   1.0028 336.1000
1979 354 279  0.8 301.9  0   1.0023 336.9700
1979 354 279  1.6 301.6  0   1.0023 336.9700
1979 361 280  0.4 302.4  0   1.0016 336.9500
1979 361 280  0.9 303.1  0   1.0016 336.9500
1980  17 281  0.5 302.7  0   1.0036 337.2200
1980  17 281  2.4 302.8  0   1.0036 337.2200
1980  24 282  1.6 303.0  0   1.0007 338.5300
1980  24 282  1.0 301.9  0   1.0007 338.5300
1980  31 283  3.5 302.2  0   1.0051 337.8600
1980  31 283  1.7 304.5  0   1.0051 337.8600
1980  38 284  2.3 304.5  0   1.0026 338.5900
1980  38 284  0.1 303.8  0   1.0026 338.5900
1980  45 285  1.2 301.3  0   1.0013 340.0400
1980  45 285  0.9 302.9  0   1.0013 340.0400
1980  52 286  2.8 299.0  0   1.0017 338.0600
1980  52 286  1.2 299.7  0   1.0017 338.0600
1980  59 287  3.0 301.3  0   1.0082 339.2400
1980  59 287  1.0 300.9  0   1.0082 339.2400
1980  67 288  1.3 304.6  0   1.0061 339.8000
1980  67 288  2.1 303.4  0   1.0061 339.8000
1980  73 289  3.1 301.1  0   1.0075 340.3000
1980  73 289  3.3 303.5  0   1.0075 340.3000
1980  80 290  0.2 302.6  0   1.0024 339.8700
1980  80 290  0.4 301.5  0   1.0024 339.8700
1980  87 291  2.6 303.7  0   1.0056 340.6600
1980  87 291  2.3 304.0  0   1.0056 340.6600
1980  94 292  2.8 302.3  0   1.0057 340.2800
1980  94 292  3.2 298.2  0   1.0057 340.2800
1980 101 293  2.3 296.9  2
1980 101 293  1.4 304.1  2   1.0021 341.0000
1980 108 294  2.9 299.8  0   1.0016 340.5200
1980 108 294  1.2 304.9  0   1.0016 340.5200
1980 115 295  3.4 300.1  0   1.0018 340.7700
1980 115 295  4.4 304.5  1   1.0018 340.7700
1980 122 296  0.7 303.7  0   1.0021 341.5400
1980 122 296  1.2 298.1  0   1.0021 341.5400
1980 129 297  2.6 302.2  0   1.0026 341.1400
1980 129 297  5.2 300.0  1   1.0026 341.1400
1980 136 298  2.3 296.2  2
1980 136 298  2.8 305.9  2   1.0036 341.4200
1980 143 299  7.0 300.6  1   1.0061 341.3500
1980 143 299  3.3 303.3  0   1.0061 341.3500
1980 150 300  1.0 302.8  0   1.0070 341.0300
1980 150 300  0.4 303.3  0   1.0070 341.0300
1980 157 301  1.5 300.8  0   1.0029 340.9800
1980 157 301  3.9 303.5  1   1.0029 340.9800
1980 164 302  1.0 302.0  0   1.0098 341.4000
1980 164 302  2.8 303.5  0   1.0098 341.4000
1980 171 303  0.7 300.5  0   1.0070 340.9600
1980 171 303  1.6 305.1  0   1.0070 340.9600
1980 178 304  1.3 300.8  0   1.0041 340.3600
1980 178 304  1.4 300.7  0   1.0041 340.3600
1980 185 305  2.7 301.3  2
1980 185 305  7.1 311.3  7   1.0057 340.2700
1980 192 306  2.4 300.8  0   1.0055 339.4400
1980 192 306  1.9 299.0  0   1.0055 339.4400
1980 206 307  0.4 303.1  0   1.0033 339.4900
1980 206 307  2.7 300.4  0   1.0033 339.4900
1980 213 308  2.1 300.2  2
1980 213 308  2.9 293.8  2   1.0014 338.6300
1980 220 309  2.1 300.7  0   1.0014 336.4000
1980 220 309  3.1 298.0  0   1.0014 336.4000
1980 227 310  0.6 298.6  2
1980 227 310  7.4 306.5  3   1.0026 337.6700
1980 234 311  1.6 302.2  0   1.0034 337.6100
1980 241 312  2.4 300.7  0   1.0049 335.6000
1980 241 312  2.1 306.9  0   1.0049 335.6000
1980 248 313 60.8 431.7  5   1.0046 336.7800
1980 248 313  5.1 322.6  7   1.0046 336.7800
1980 255 314  1.9 298.5  0   1.0049 335.2600
1980 255 314  2.8 298.4  0   1.0049 335.2600
1980 262 315  1.2 304.6  0   1.0069 334.8100
1980 262 315  7.1 305.5  1   1.0069 334.8100
1980 269 316  2.5 300.0  0   1.0059 336.0200
1980 269 316  2.6 303.9  0   1.0059 336.0200
1980 273 317  1.4 301.3  0   1.0039 335.4500
1980 273 317  4.9 302.5  1   1.0039 335.4500
1980 283 318  0.1 306.2  0   1.0021 335.3800
1980 283 318  1.8 303.2  0   1.0021 335.3800
1980 289 319  1.0 301.9  0   1.0012 336.0000
1980 289 319  2.2 305.8  0   1.0012 336.0000
1980 297 320  2.6 303.3  0   1.0009 337.2400
1980 297 320  1.6 300.8  0   1.0009 337.2400
1980 304 321  2.1 303.6  0   1.0020 336.6200
1980 304 321  0.4 302.4  0   1.0020 336.6200
1980 311 322  1.2 303.2  0   1.0034 337.0200
1980 311 322  0.5 299.8  0   1.0034 337.0200
1980 318 323  2.1 300.1  0   1.0015 337.1600
1980 318 323  2.3 303.0  0   1.0015 337.1600
1980 325 324  1.8 299.3  0   1.0008 337.2200
1980 325 324  1.7 301.8  0   1.0008 337.2200
1980 336 325  1.9 300.1  0   1.0022 337.1400
1980 336 325  1.1 303.7  0   1.0022 337.1400
1980 343 326  1.1 300.4  0   1.0022 337.8000
1980 343 326  2.1 301.0  0   1.0022 337.8000
1980 353 327  1.8 297.6  0   1.0016 338.5000
1980 353 327  1.5 297.9  0   1.0016 338.5000
1980 357 328  1.4 298.1  2
1980 357 328  2.9 305.2  2   1.0067 337.7300
1980 364 329  1.6 303.4  0   1.0069 338.9100
1980 364 329  3.7 301.4  0   1.0069 338.9100
1981  12 330  2.9 297.7  0   1.0042 339.0500
1981  12 330  3.8 303.7  0   1.0042 339.0500
1981  19 331  2.4 303.1  0   1.0029 339.5900
1981  19 331  1.2 301.0  0   1.0029 339.5900
1981  26 332  1.4 300.4  0   1.0009 339.5100
1981  26 332  0.9 300.8  0   1.0009 339.5100
1981  36 333  1.4 302.4  0   1.0025 340.1800
1981  36 333  4.4 302.8  1   1.0025 340.1800
1981  43 334  0.8 301.8  0   1.0041 340.3700
1981  43 334  1.9 301.7  0   1.0041 340.3700
1981  57 335  2.7 297.5  0   1.0020 342.1200
1981  57 335  1.7 303.1  0   1.0020 342.1200
1981  61 336  0.4 299.3  2
1981  61 336  1.9 305.8  2   1.0015 342.4200
1981  68 337  3.9 303.5  1   1.0040 342.0300
1981  68 337  2.4 300.1  0   1.0040 342.0300
1981  75 338  1.3 305.0  0   1.0024 341.9400
1981  75 338  1.0 303.7  0   1.0024 341.9400
1981  85 339  0.8 304.8  0   1.0025 342.2800
1981  85 339  2.0 303.2  0   1.0025 342.2800
1981  92 340  2.4 302.3  0   1.0038 344.6100
1981  92 340  1.8 303.3  0   1.0038 344.6100
1981  99 341  0.9 302.3  0   1.0078 342.6300
1981  99 341  1.5 306.8  0   1.0078 342.6300
1981 106 342  1.3 301.7  0   1.0054 341.5100
1981 106 342  3.7 306.8  0   1.0054 341.5100
1981 113 343  0.2 303.2  0   1.0087 342.9000
1981 113 343  2.3 305.1  0   1.0087 342.9000
1981 120 344  6.1 301.3  1   1.0031 342.5800
1981 120 344  1.2 302.0  0   1.0031 342.5800
1981 127 345  1.2 300.6  2
1981 127 345  7.2 310.1  3   1.0055 343.6000
1981 134 346  2.1 302.8  0   1.0010 343.0800
1981 134 346  2.4 302.8  0   1.0010 343.0800
1981 141 347  1.3 303.5  0   1.0040 342.7100
1981 141 347  2.5 302.6  0   1.0040 342.7100
1981 148 348  4.3 301.0  1   1.0021 343.0400
1981 148 348  3.4 303.2  0   1.0021 343.0400
1981 155 349  3.2 304.6  0   1.0040 342.9000
1981 155 349  1.5 303.1  0   1.0040 342.9000
1981 162 350  2.8 303.5  0   1.0083 342.7300
1981 162 350  1.3 305.2  0   1.0083 342.7300
1981 169 351  1.1 302.2  0   1.0028 342.5900
1981 169 351  0.0 307.1  0   1.0028 342.5900
1981 176 352  1.5 302.2  0   1.0056 341.7000
1981 176 352  0.3 303.4  0   1.0056 341.7000
1981 183 353  4.3 301.0  1   1.0038 340.1600
1981 183 353  1.2 305.1  0   1.0038 340.1600
1981 190 354  2.7 302.1  0   1.0024 340.9000
1981 190 354  1.7 302.8  0   1.0024 340.9000
1981 197 355  1.9 300.4  0   1.0062 338.0900
1981 197 355  1.3 301.7  0   1.0062 338.0900
1981 205 356  1.4 303.2  0   1.0048 339.4700
1981 205 356  1.2 304.3  0   1.0048 339.4700
1981 211 357  3.0 301.6  0   1.0023 339.1900
1981 211 357  4.2 304.7  1   1.0023 339.1900
1981 218 358  2.8 302.2  0   1.0092 339.6300
1981 218 358  2.8 307.6  0   1.0092 339.6300
1981 223 359  2.4 302.7  0   1.0068 338.3400
1981 223 359  6.9 304.0  1   1.0068 338.3400
1981 230 360  2.1 303.3  0   1.0010 338.2900
1981 230 360  1.1 302.7  0   1.0010 338.2900
1981 239 361  1.1 300.0  0   1.0022 337.7300
1981 239 361  3.4 301.2  0   1.0022 337.7300
1981 246 362  3.2 298.4  0   1.0025 338.1200
1981 246 362  1.0 301.6  0   1.0025 338.1200
1981 253 363  3.2 303.6  0   1.0042 338.5500
1981 253 363  0.2 306.0  0   1.0042 338.5500
1981 260 364  2.3 301.7  0   1.0030 336.9600
1981 260 364  2.7 300.4  0   1.0030 336.9600
1981 267 365  1.4 303.2  0   1.0014 335.5400
1981 267 365  2.8 304.1  0   1.0014 335.5400
1981 274 366  2.4 301.6  0   1.0041 336.2700
1981 274 366  3.1 303.5  0   1.0041 336.2700
1981 281 367  2.9 304.6  0   1.0035 336.4900
1981 281 367  3.1 304.7  0   1.0035 336.4900
1981 288 368  2.6 301.4  0   1.0024 337.9000
1981 288 368  2.6 302.8  0   1.0024 337.9000
1981 295 369  1.9 302.4  0   1.0023 337.5900
1981 295 369  3.8 300.7  0   1.0023 337.5900
1981 302 370  2.2 308.3  0   1.0062 338.0400
1981 302 370  3.2 305.5  0   1.0062 338.0400
1981 309 371  2.6 302.9  0   1.0056 338.5800
1981 309 371  1.4 303.1  0   1.0056 338.5800
1981 316 372  1.6 302.9  0   1.0020 338.5700
1981 316 372  1.4 299.9  0   1.0020 338.5700
1981 327 373  2.8 303.0  0   1.0037 338.5900
1981 327 373  2.0 305.1  0   1.0037 338.5900
1981 336 374  1.3 300.0  0   1.0017 339.9300
1981 336 374  0.6 304.4  0   1.0017 339.9300
1981 341 375  2.2 301.4  0   1.0016 340.1400
1981 341 375  3.7 300.5  0   1.0016 340.1400
1981 355 376  0.8 303.1  0   1.0019 342.9400
1981 355 376  0.6 305.2  0   1.0019 342.9400
1982   7 377  2.3 302.4  0   1.0067 340.5800
1982   7 377  0.7 304.5  0   1.0067 340.5800
1982  14 378  1.6 301.7  0   1.0031 340.9300
1982  14 378  1.9 302.8  0   1.0031 340.9300
1982  21 379  1.1 304.7  0   1.0063 340.2600
1982  21 379  1.6 304.7  0   1.0063 340.2600
1982  28 380  1.7 303.0  0   1.0008 341.6000
1982  28 380  1.8 302.1  0   1.0008 341.6000
1982  32 381  2.0 304.2  0   1.0008 341.5200
1982  32 381  2.4 303.6  0   1.0008 341.5200
1982  39 382  2.2 307.2  0   1.0027 341.5200
1982  39 382  1.2 302.1  0   1.0027 341.5200
1982  49 383  2.2 299.4  0   1.0014 342.0000
1982  49 383  0.6 303.3  0   1.0014 342.0000
1982  56 384  2.9 302.9  0   1.0012 342.6000
1982  56 384  1.1 303.9  0   1.0012 342.6000
1982  63 385  3.2 302.2  0   1.0009 342.6400
1982  63 385  1.1 302.6  0   1.0009 342.6400
1982  70 386  2.1 300.9  0   1.0061 343.0200
1982  70 386  2.0 303.6  0   1.0061 343.0200
1982  74 387  1.0 304.4  0   1.0078 343.0200
1982  74 387  3.0 304.1  0   1.0078 343.0200
1982  81 388  1.8 304.5  0   1.0060 342.8400
1982  81 388  2.4 303.2  0   1.0060 342.8400
1982  91 389  1.9 305.2  0   1.0083 342.8800
1982  91 389  0.3 307.0  0   1.0083 342.8800
1982  98 390  1.4 305.2  0   1.0031 344.0500
1982  98 390  0.2 305.3  0   1.0031 344.0500
1982 102 391  0.7 302.4  0   1.0026 343.5500
1982 102 391  0.8 305.1  0   1.0026 343.5500
1982 109 392  0.4 305.5  0   1.0025 343.1000
1982 109 392  1.4 303.6  0   1.0025 343.1000
1982 116 393  0.7 303.5  0   1.0024 344.6800
1982 116 393  1.3 305.2  0   1.0024 344.6800
1982 123 394  0.2 304.4  0   1.0024 344.0600
1982 123 394  1.8 306.4  0   1.0024 344.0600
1982 130 395  2.2 303.2  0   1.0048 343.6400
1982 130 395  1.6 306.2  0   1.0048 343.6400
1982 137 396  0.9 303.5  0   1.0042 344.2500
1982 137 396  0.5 304.8  0   1.0042 344.2500
1982 145 397  1.2 303.9  0   1.0022 344.2500
1982 145 397  1.9 302.6  0   1.0022 344.2500
1982 152 398  0.8 302.4  0   1.0015 344.2200
1982 152 398  0.3 304.7  0   1.0015 344.2200
1982 158 399  1.4 304.4  0   1.0077 343.1300
1982 158 399  1.6 307.9  0   1.0077 343.1300
