WEEKLY (ROUGHLY) FREON-12 READINGS AT POINT BARROW (ALASKA) 1/77 TO 12/86
JIM ELKINS (NOAA) FTS 320-6224    JIM'S NAME FOR FILE = BRWF12_WK.DAT
NUMBER OF OBSERVATIONS = 899
RESPONSE VARIABLE = MEAN FREON-12 CONCENTRATION (IN PARTS PER TRILLION)
ORDER OF VARIABLES ON A LINE IMAGE--
   1. YEAR (1977 TO 1986)
   2. DAY OF YEAR (1 TO 365)
   3. SAMPLE BOTTLE (OF ONLY MINOR INTEREST)
   4. STANDARD DEVIATION (OVER 3 OBSERVATIONS)
   5. MEAN (OVER 3 OBSERVATIONS) FREON-12 CONCENTRATION (PPT)
1977 254 132  1.2 250.4  0   1.0056 326.2600
1977 260 133  1.3 251.4  2
1977 260 133  3.3 270.8  2   1.0056 327.1100
1977 271 134  3.2 258.6  2
1977 271 134  1.6 274.6  2   1.0044 327.8800
1977 281 135  1.8 265.6  2
1977 281 135  3.6 249.5  2   1.0048 -99.9900
1977 284 136  3.3 254.4  2
1977 284 136  7.8 276.2  3   1.0037 329.3500
1977 293 137  4.0 266.4  2
1977 293 137  2.8 288.7  2   1.0033 331.0400
1977 306 138  2.7 266.3  2
1977 306 138  2.9 277.8  2   1.0012 332.5700
1977 313 139  2.0 255.6  2
1977 313 139  0.4 269.9  2   1.0008 333.1400
1977 318 140  3.5 271.1  0   1.0009 -99.9900
1977 318 140  0.8 276.0  0   1.0009 -99.9900
1977 330 141  3.0 311.5  4   1.0008 340.5600
1977 330 141  3.6 332.8  6   1.0008 340.5600
1977 345 142  1.1 275.0  0   1.0006 340.1200
1977 345 142  4.2 284.1  0   1.0006 340.1200
1977 351 143  3.4 291.9  0   1.0004 339.5800
1977 351 143  0.9 293.5  0   1.0004 339.5800
1977 363 144  8.0 274.6  1   1.0014 339.3700
1977 363 144  2.0 278.3  0   1.0014 339.3700
1978   6 145  2.7 267.8  2
1978   6 145  4.8 283.9  2   1.0009 338.7400
1978  13 146  1.8 270.5  0   1.0019 338.9300
1978  13 146  1.3 268.0  0   1.0019 338.9300
1978  18 147 37.0 851.3  5   1.0010 340.4700
1978  18 147 19.0 851.3  5   1.0010 340.4700
1978  28 148  5.1 301.1  4   1.0006 339.3700
1978  28 148  3.6 398.2  6   1.0006 339.3700
1978  33 149  5.7 265.9  2
1978  33 149  0.6 301.5  6   1.0006 339.0600
1978  40 150  0.1 287.6  0   1.0003 341.3500
1978  40 150  1.8 294.4  0   1.0003 341.3500
1978  45 151  2.0 270.9  0   1.0008 339.6000
1978  45 151  0.5 277.5  0   1.0008 339.6000
1978  54 152  5.8 299.6  0   1.0008 340.3900
1978  54 152  2.3 303.6  4   1.0008 340.3900
1978  64 153  2.1 803.2  4   1.0007 340.9200
1978  64 153  1.8 802.5  4   1.0007 340.9200
1978  67 154  2.6 277.9  0   1.0010 342.6000
1978  67 154  1.4 286.3  0   1.0010 342.6000
1978  78 155  1.9 287.2  2
1978  78 155  2.2 326.2  6   1.0012 341.5900
1978  86 156  8.4 262.1  1   1.0009 341.9900
1978  86 156  6.2 269.3  1   1.0009 341.9900
1978  93 157  2.7 265.2  0   1.0007 341.3900
1978  93 157  1.8 257.8  0   1.0007 341.3900
1978 101 158  3.2 248.5  0   1.0008 341.2200
1978 101 158  1.5 258.2  0   1.0008 341.2200
1978 108 159  9.5 261.5  1   1.0023 341.4100
1978 108 159  8.1 268.7  1   1.0023 341.4100
1978 115 160  2.8 277.1  2
1978 115 160  1.7 260.4  2   1.0020 340.8100
1978 122 161  3.8 262.3  0   1.0022 340.7900
1978 122 161  3.4 271.9  0   1.0022 340.7900
1978 128 162  0.6 266.3  2
1978 128 162  4.4 287.8  2   1.0017 340.7600
1978 135 163  3.1 271.1  2
1978 135 163  4.9 260.2  2   1.0020 340.8000
1978 142 164 16.2 276.5  1   1.0040 340.7700
1978 142 164  9.5 279.3  1   1.0040 340.7700
1978 150 165  2.4 273.6  2
1978 150 165  0.7 260.9  2   1.0053 341.4700
1978 160 166  3.7 269.3  2
1978 160 166  2.1 282.3  2   1.0054 340.1000
1978 164 167  4.0 277.6  2
1978 164 167  1.0 266.0  2   1.0052 339.9400
1978 173 168  3.3 281.3  2
1978 173 168  1.4 262.6  2   1.0040 339.4000
1978 179 169  2.8 283.8  2
1978 179 169  6.8 270.3  3   1.0058 338.3600
1978 187 170  1.7 264.7  2
1978 187 170  3.6 283.9  2   1.0075 334.8600
1978 193 171  6.8 279.6  1   1.0062 332.1800
1978 193 171  0.9 268.2  2   1.0062 332.1800
1978 199 172  2.0 266.7  0   1.0067 331.9500
1978 199 172  1.2 273.4  0   1.0067 331.9500
1978 212 173  4.2 275.8  0   1.0153 330.6500
1978 212 173  1.7 277.9  0   1.0153 330.6500
1978 221 174  0.7 269.0  2
1978 221 174  4.6 284.8  2   1.0053 327.9200
1978 228 175  6.4 317.0  5   1.0055 327.9400
1978 238 176  6.0 266.4  2
1978 238 176  0.4 287.7  2   1.0066 325.1600
1978 242 177  6.4 288.8  1   1.0098 332.1400
1978 242 177  8.0 272.1  3   1.0098 332.1400
1978 248 178  1.0 285.2  0   1.0103 329.1300
1978 256 179  5.7 289.6  0   1.0069 327.4500
1978 261 180  4.2 288.7  2
1978 261 180  7.8 277.1  3   1.0044 327.2200
1978 268 181  1.1 284.1  0   1.0062 332.7400
1978 268 181  1.2 280.0  0   1.0062 332.7400
1978 277 182  1.8 283.8  2
1978 277 182  1.0 313.3  6   1.0030 329.3400
1978 286 183  0.3 282.4  0   1.0040 332.8800
1978 286 183  1.6 290.3  0   1.0040 332.8800
1978 290 184  1.6 285.4  0   1.0014 332.4000
1978 290 184  1.2 292.6  0   1.0014 332.4000
1978 297 185  1.2 328.5  4   1.0010 337.6000
1978 297 185  0.5 293.3  2   1.0010 337.6000
1978 304 186  0.9 292.4  0   1.0008 336.7800
1978 304 186  1.0 300.7  0   1.0008 336.7800
1978 316 187  1.0 287.3  0   1.0030 338.4700
1978 316 187  3.6 287.9  0   1.0030 338.4700
1978 320 188  0.3 294.8  0   1.0008 340.0700
1978 320 188  0.4 296.3  0   1.0008 340.0700
1978 329 189  0.5 301.4  0   1.0010 340.5500
1978 329 189  0.4 295.5  0   1.0010 340.5500
1978 341 190  0.1 284.7  0   1.0010 339.2000
1978 346 191  2.9 297.4  0   1.0006 338.0100
1978 346 191  1.0 291.0  0   1.0006 338.0100
1978 354 192  4.2 299.3  0   1.0004 339.2000
1978 354 192  1.8 309.1  0   1.0004 339.2000
1978 361 193  0.2 287.2  0   1.0003 340.5100
1978 361 193  0.8 286.9  0   1.0003 340.5100
1979   3 194  2.6 296.2  0   1.0022 339.6800
1979   3 194  0.3 289.5  0   1.0022 339.6800
1979   8 195  0.5 277.9  0   1.0012 338.1600
1979   8 195  1.7 275.1  0   1.0012 338.1600
1979  15 196  1.4 286.3  0   1.0010 340.4500
1979  15 196  6.8 283.6  1   1.0010 340.4500
1979  18 197  1.1 299.3  0   1.0013 340.6500
1979  18 197  3.2 292.0  0   1.0013 340.6500
1979  33 198  2.7 281.3  0   1.0004 342.3300
1979  33 198  0.4 286.9  0   1.0004 342.3300
1979  39 199  1.4 307.9  2
1979  39 199  3.7 289.4  2   1.0007 340.4100
1979  43 200  2.7 301.9  0   1.0004 340.3200
1979  43 200  2.8 300.5  0   1.0004 340.3200
1979  49 201  1.2 285.2  0   1.0005 340.8300
1979  49 201  0.9 282.9  0   1.0005 340.8300
1979  57 202  0.6 289.7  0   1.0005 343.2300
1979  57 202  1.8 294.1  0   1.0005 343.2300
1979  64 203  2.3 297.5  0   1.0005 342.8800
1979  64 203  1.2 299.6  0   1.0005 342.8800
1979  71 204  3.6 284.7  0   1.0004 341.9200
1979  71 204  0.5 289.3  0   1.0004 341.9200
1979  78 205  0.0 307.6  0   1.0004 343.1900
1979  78 205  0.8 309.5  0   1.0004 343.1900
1979  86 206  1.0 295.4  0   1.0016 341.4200
1979  86 206  2.0 288.8  0   1.0016 341.4200
1979  94 207  0.8 290.0  0   1.0008 341.6800
1979  94 207  2.2 290.4  0   1.0008 341.6800
1979 102 208  1.0 288.7  0   1.0006 342.3800
1979 102 208  2.2 287.6  0   1.0006 342.3800
1979 108 209  1.0 288.2  0   1.0008 342.1000
1979 108 209  1.0 292.8  0   1.0008 342.1000
1979 114 210  1.2 291.7  0   1.0037 342.5000
1979 114 210  1.5 290.8  0   1.0037 342.5000
1979 121 211  1.5 288.4  0   1.0034 343.2700
1979 127 212  1.1 289.7  0   1.0040 342.4800
1979 127 212  1.2 289.7  0   1.0040 342.4800
1979 135 213  2.0 383.9  4   1.0024 342.7700
1979 135 213  3.7 376.9  4   1.0024 342.7700
1979 141 214  1.1 291.4  0   1.0026 342.4500
1979 141 214  0.9 288.0  0   1.0026 342.4500
1979 151 215  0.6 299.8  2
1979 151 215  1.0 315.8  2   1.0060 343.0600
1979 155 216  2.5 293.4  0   1.0052 343.1700
1979 155 216  0.4 289.6  0   1.0052 343.1700
1979 166 217  0.2 289.3  0   1.0050 342.3100
1979 166 217  0.1 289.0  0   1.0050 342.3100
1979 169 218  1.7 304.6  0   1.0058 341.3000
1979 169 218  3.0 296.9  0   1.0058 341.3000
1979 176 219  2.2 292.7  0   1.0048 341.2500
1979 176 219  2.9 292.8  0   1.0048 341.2500
1979 183 220  1.7 289.7  0   1.0086 336.5700
1979 183 220  1.2 294.2  0   1.0086 336.5700
1979 195 221  2.1 296.3  0   1.0102 331.3900
1979 195 221  1.4 292.7  0   1.0102 331.3900
1979 200 222  1.6 297.1  0   1.0110 328.0500
1979 200 222  1.6 297.0  0   1.0110 328.0500
1979 204 223  2.1 293.3  0   1.0075 330.1600
1979 204 223  0.7 295.1  0   1.0075 330.1600
1979 211 224  1.8 296.5  0   1.0085 328.3000
1979 211 224  1.5 298.7  0   1.0085 328.3000
1979 218 225  1.0 295.6  0   1.0066 329.1700
1979 218 225  0.9 291.6  0   1.0066 329.1700
1979 225 226  1.5 295.0  0   1.0088 326.5300
1979 225 226  0.4 293.8  0   1.0088 326.5300
1979 240 228  0.7 350.1  4   1.0068 327.9500
1979 240 228  2.3 324.8  2   1.0068 327.9500
1979 249 229 16.4 300.5  1   1.0074 328.5700
1979 249 229  3.7 298.3  0   1.0074 328.5700
1979 253 230  3.2 301.5  0   1.0058 328.7600
1979 253 230  1.8 302.5  0   1.0058 328.7600
1979 262 231  1.7 300.9  0   1.0045 329.9800
1979 262 231  2.6 307.9  0   1.0045 329.9800
1979 268 232  1.2 298.7  0   1.0060 329.0800
1979 268 232  6.8 299.7  1   1.0060 329.0800
1979 274 233  3.2 299.0  0   1.0052 331.6900
1979 274 233  1.3 299.0  0   1.0052 331.6900
1979 281 234  0.2 302.8  0   1.0040 331.7700
1979 281 234  0.6 299.9  0   1.0040 331.7700
1979 289 235  1.2 296.8  0   1.0021 332.9500
1979 289 235  1.5 299.3  0   1.0021 332.9500
1979 295 236  1.3 295.2  0   1.0029 333.8800
1979 295 236  1.3 297.3  0   1.0029 333.8800
1979 302 237  1.3 293.3  0   1.0014 335.4300
1979 302 237  0.3 297.0  0   1.0014 335.4300
1979 309 238  5.0 294.1  0   1.0018 337.6400
1979 309 238  0.3 300.8  0   1.0018 337.6400
1979 319 239  3.1 293.2  0   1.0015 336.8000
1979 319 239  2.4 297.8  0   1.0015 336.8000
1979 326 240  4.1 302.9  0   1.0007 336.7400
1979 338 241  3.6 304.2  0   1.0007 341.1900
1979 338 241  1.2 301.2  0   1.0007 341.1900
1979 348 242  1.8 304.1  0   1.0024 341.1300
1979 352 243  2.3 307.6  0   1.0009 343.1000
1979 352 243  2.1 307.2  0   1.0009 343.1000
1979 358 244  2.0 309.8  0   1.0004 341.2300
1979 358 244  0.8 303.4  0   1.0004 341.2300
1980   4 245  2.1 309.6  0   1.0003 341.5000
1980   4 245  1.1 302.8  0   1.0003 341.5000
1980  10 246  0.9 311.6  0   1.0004 343.2000
1980  10 246  2.6 305.4  0   1.0004 343.2000
1980  15 247  1.4 303.1  0   1.0003 340.8100
1980  15 247  1.0 305.2  0   1.0003 340.8100
1980  22 248  5.7 308.9  0   1.0018 341.9700
1980  22 248  0.7 312.3  0   1.0018 341.9700
1980  31 249  0.7 303.9  0   1.0004 342.1200
1980  31 249  1.9 307.3  0   1.0004 342.1200
1980  37 250  0.8 304.3  0   1.0006 342.2200
1980  37 250  0.2 305.5  0   1.0006 342.2200
1980  42 251  0.5 300.6  0   1.0022 341.3800
1980  42 251  1.9 304.1  0   1.0022 341.3800
1980  50 252  0.1 303.9  0   1.0004 343.5500
1980  50 252  0.5 303.3  0   1.0004 343.5500
1980  56 253  1.2 298.7  0   1.0017 342.5900
1980  56 253  2.4 298.1  0   1.0017 342.5900
1980  71 255  0.6 302.7  0   1.0006 344.8600
1980  71 255  0.8 303.9  0   1.0006 344.8600
1980  80 256  2.2 303.9  0   1.0009 344.4600
1980  80 256  0.8 300.0  0   1.0009 344.4600
1980  84 257  1.0 307.5  0   1.0018 344.4400
1980  84 257  2.4 308.0  0   1.0018 344.4400
1980  91 258  3.3 305.1  0   1.0007 344.1200
1980  91 258  1.0 307.5  0   1.0007 344.1200
1980  98 259  0.7 312.0  0   1.0008 344.8000
1980  98 259  5.3 308.9  0   1.0008 344.8000
1980 106 260  1.1 312.7  0   1.0011 345.0500
1980 106 260  1.6 310.5  0   1.0011 345.0500
1980 112 261  7.7 307.7  1   1.0013 345.3000
1980 112 261  1.7 309.2  0   1.0013 345.3000
1980 122 262  3.7 356.3  4   1.0026 345.3000
1980 122 262  1.4 338.6  2   1.0026 345.3000
1980 126 263  2.5 314.9  0   1.0020 345.4000
1980 126 263  1.4 310.4  0   1.0020 345.4000
1980 134 264  1.7 313.4  0   1.0037 344.0900
1980 134 264  1.0 312.6  0   1.0037 344.0900
1980 143 265  1.8 308.3  0   1.0029 342.4900
1980 143 265  1.1 307.8  0   1.0029 342.4900
1980 148 266  1.2 307.8  0   1.0052 342.5000
1980 148 266  0.9 307.9  0   1.0052 342.5000
1980 154 267  2.0 314.0  0   1.0044 343.7900
1980 154 267  0.5 312.1  0   1.0044 343.7900
1980 164 268  0.8 306.7  0   1.0076 343.2000
1980 164 268  0.3 304.6  0   1.0076 343.2000
1980 168 269  1.4 309.1  0   1.0055 343.1800
1980 168 269  3.1 304.1  0   1.0055 343.1800
1980 177 270  2.5 310.2  2
1980 177 270 10.6 323.7  3   1.0068 340.7700
1980 183 271  4.6 342.4  2
1980 183 271  2.2 317.5  2   1.0066 340.1000
1980 189 272  1.3 305.3  0   1.0060 340.0100
1980 189 272  1.6 309.3  0   1.0060 340.0100
1980 196 273  1.7 302.2  0   1.0062 339.7500
1980 196 273  2.7 303.0  0   1.0062 339.7500
1980 204 274  2.1 305.0  0   1.0061 336.3500
1980 204 274  5.8 301.4  0   1.0061 336.3500
1980 211 275  2.3 308.8  0   1.0056 334.9900
1980 211 275  4.9 303.7  0   1.0056 334.9900
1980 220 276  0.7 313.1  0   1.0066 332.6700
1980 220 276  3.3 307.5  0   1.0066 332.6700
1980 228 277  1.1 306.2  0   1.0052 331.7600
1980 228 277  0.5 308.3  0   1.0052 331.7600
1980 241 278  8.5 976.3  5   1.0037 331.1400
1980 241 278  3.6 976.3  4   1.0037 331.1400
1980 254 279  1.1 303.7  0   1.0049 331.7000
1980 254 279  1.4 307.9  0   1.0049 331.7000
1980 262 280  2.7 309.7  0   1.0045 332.7000
1980 262 280  3.0 315.6  0   1.0045 332.7000
1980 269 281  2.6 317.3  0   1.0039 335.4000
1980 269 281  3.6 311.1  0   1.0039 335.4000
1980 273 282  1.4 326.1  0   1.0025 335.1800
1980 273 282  0.4 321.1  0   1.0025 335.1800
1980 281 283  2.1 311.8  0   1.0019 337.9000
1980 281 283  1.3 313.0  0   1.0019 337.9000
1980 289 284  1.3 314.7  0   1.0032 347.1800
1980 289 284  2.0 315.7  0   1.0032 347.1800
1980 295 285  1.0 313.3  2
1980 295 285  3.8 289.9  2   1.0017 344.6300
1980 302 286  1.2 311.4  0   1.0033 341.7100
1980 302 286  2.0 310.9  0   1.0033 341.7100
1980 306 287  0.5 318.9  0   1.0031 344.8500
1980 306 287  2.5 312.8  0   1.0031 344.8500
1980 308 288  0.8 328.9  0   1.0008 344.4500
1980 308 288  3.0 327.2  0   1.0008 344.4500
1980 323 289  5.2 330.1  0   1.0010 344.6900
1980 323 289  3.2 322.8  0   1.0010 344.6900
1980 330 290  0.9 317.9  0   1.0008 343.3600
1980 330 290  2.2 315.3  0   1.0008 343.3600
1980 339 291  4.0 328.3  0   1.0009 343.0100
1980 339 291  1.1 331.2  0   1.0009 343.0100
1980 344 292  0.7 451.7  4   1.0020 341.3700
1980 344 292  2.9 440.0  6   1.0020 341.3700
1980 350 293  3.3 332.3  0   1.0007 345.1800
1980 350 293  0.9 326.4  0   1.0007 345.1800
1980 360 294  1.1 330.9  0   1.0005 352.4700
1980 360 294  0.6 330.9  0   1.0005 352.4700
1981  13 295  0.6 322.0  0   1.0013 347.4900
1981  13 295  1.2 320.4  0   1.0013 347.4900
1981  19 296  0.7 311.6  0   1.0019 343.8000
1981  19 296  0.6 311.9  0   1.0019 343.8000
1981  27 297  0.4 319.8  0   1.0011 344.9200
1981  27 297  1.6 317.6  0   1.0011 344.9200
1981  33 298  1.9 311.4  0   1.0017 344.3800
1981  33 298  0.3 312.0  0   1.0017 344.3800
1981  40 299  1.7 327.0  2
1981  40 299  0.7 363.7  6   1.0010 347.2800
1981  50 300  1.4 324.2  0   1.0004 348.7600
1981  50 300  0.8 322.8  0   1.0004 348.7600
1981  62 301  0.2 315.9  0   1.0005 345.1400
1981  62 301  2.7 317.0  0   1.0005 345.1400
1981  72 302  0.5 323.2  0   1.0008 345.6800
1981  72 302  1.7 325.1  0   1.0008 345.6800
1981  75 303  1.4 325.1  0   1.0010 343.7500
1981  75 303  0.4 325.1  0   1.0010 343.7500
1981  82 304  1.5 316.7  0   1.0009 343.9500
1981  82 304  2.4 321.7  0   1.0009 343.9500
1981  89 305  0.7 324.0  0   1.0012 344.5700
1981  89 305  0.0 319.0  0   1.0012 344.5700
1981  97 306  1.1 324.6  0   1.0013 345.4400
1981  97 306  0.8 318.8  0   1.0013 345.4400
1981 103 307  0.3 355.5  0   1.0014 345.7100
1981 103 307  1.2 347.2  0   1.0014 345.7100
1981 110 308  2.1 332.1  0   1.0016 346.1900
1981 110 308  0.4 324.3  0   1.0016 346.1900
1981 124 309  1.7 320.5  0   1.0024 345.6600
1981 124 309  0.4 321.2  0   1.0024 345.6600
1981 134 310  1.2 324.7  0   1.0030 346.7700
1981 134 310  1.5 320.9  0   1.0030 346.7700
1981 139 311  1.1 336.6  0   1.0032 346.1700
1981 139 311  1.7 330.1  0   1.0032 346.1700
1981 146 312  1.2 343.0  0   1.0048 346.3000
1981 146 312  1.3 337.1  0   1.0048 346.3000
1981 160 313  0.7 322.4  0   1.0061 346.3200
1981 160 313  1.1 323.6  0   1.0061 346.3200
1981 174 314  1.7 320.6  0   1.0062 343.4100
1981 174 314  1.4 325.6  0   1.0062 343.4100
1981 180 315  2.3 345.6  0   1.0056 341.2300
1981 180 315  1.8 345.9  0   1.0056 341.2300
1981 190 316  1.1 335.9  0   1.0062 340.0400
1981 190 316  2.8 328.9  0   1.0062 340.0400
1981 197 317  0.3 324.7  0   1.0070 336.5800
1981 197 317  0.8 327.3  0   1.0070 336.5800
1981 202 318  1.9 336.1  0   1.0103 333.5800
1981 202 318  1.6 331.7  0   1.0103 333.5800
1981 212 319  1.7 325.9  0   1.0066 333.0000
1981 212 319  0.7 327.8  0   1.0066 333.0000
1981 218 320  0.9 344.2  2
1981 218 320  1.8 388.9  6   1.0061 332.7700
1981 222 321  4.8 342.4  0   1.0062 331.9300
1981 222 321  3.3 340.3  0   1.0062 331.9300
1981 236 322  3.8 341.9  0   1.0081 329.1100
1981 236 322  2.3 336.6  0   1.0081 329.1100
1981 246 323  2.4 331.8  0   1.0020 331.0900
1981 246 323  0.8 328.6  0   1.0020 331.0900
1981 258 324  2.4 333.1  0   1.0056 335.2600
1981 258 324  0.8 329.9  0   1.0056 335.2600
1981 265 325  3.3 331.3  0   1.0047 333.4900
1981 265 325  0.7 326.4  0   1.0047 333.4900
1981 274 326  1.3 328.5  0   1.0031 335.2800
1981 274 326  0.6 329.5  0   1.0031 335.2800
1981 281 327  0.7 328.4  0   1.0029 335.6300
1981 281 327  3.0 324.8  0   1.0029 335.6300
1981 287 328  0.5 347.0  0   1.0046 339.5000
1981 287 328  1.4 339.1  0   1.0046 339.5000
1981 293 329  0.7 351.5  0   1.0022 343.9200
1981 293 329  0.6 341.8  0   1.0022 343.9200
1981 299 330  2.1 333.2  0   1.0017 341.0600
1981 299 330  1.8 333.3  0   1.0017 341.0600
1981 307 331  0.5 361.2  2
1981 307 331  1.8 350.8  2   1.0009 340.7000
1981 313 332  1.3 333.1  0   1.0007 340.7500
1981 313 332  1.5 331.8  0   1.0007 340.7500
1981 323 333  1.8 339.4  0   1.0033 342.7900
1981 323 333  1.1 338.3  0   1.0033 342.7900
1981 327 334  0.4 335.9  0   1.0006 343.7000
1981 327 334  0.4 336.1  0   1.0006 343.7000
1981 334 335  1.3 357.1  2
1981 334 335  1.8 344.1  2   1.0006 343.6100
1981 341 336  1.3 336.5  0   1.0006 344.6900
1981 341 336  1.6 336.7  0   1.0006 344.6900
1981 348 337  1.8 333.4  0   1.0010 344.8900
1981 348 337  1.6 332.3  0   1.0010 344.8900
1981 355 338  1.8 342.4  0   1.0010 344.5700
1981 355 338  2.0 343.3  0   1.0010 344.5700
1981 364 339  1.3 343.1  0   1.0008 345.3400
1981 364 339  0.9 340.7  0   1.0008 345.3400
1982   4 340  0.2 359.6  0   1.0011 345.4000
1982   4 340  0.7 352.5  0   1.0011 345.4000
1982  14 341  0.6 336.9  0   1.0005 346.3500
1982  14 341  0.1 337.5  0   1.0005 346.3500
1982  26 342  1.3 336.1  0   1.0006 345.3300
1982  26 342  2.7 334.3  0   1.0006 345.3300
1982  32 343  2.0 346.4  0   1.0007 348.8000
1982  32 343  2.3 342.3  0   1.0007 348.8000
1982  42 344  2.6 333.7  0   1.0009 347.0100
1982  42 344  1.9 335.9  0   1.0009 347.0100
1982  48 345  3.1 364.7  0   1.0020 350.4400
1982  48 345  1.9 355.4  0   1.0020 350.4400
1982  61 346  1.0 345.4  0   1.0011 348.2800
1982  61 346  0.7 344.0  0   1.0011 348.2800
1982  68 347  2.4 340.2  0   1.0009 347.7000
1982  68 347  2.2 343.4  0   1.0009 347.7000
1982  76 348  6.4 337.8  1   1.0006 347.9000
1982  76 348  0.7 329.6  0   1.0006 347.9000
1982  81 349  0.8 334.4  0   1.0008 347.9000
1982  81 349  2.6 340.2  0   1.0008 347.9000
1982  89 350  1.4 345.4  0   1.0006 347.2000
1982  89 350  3.4 347.8  0   1.0006 347.2000
1982  98 351  4.3 344.6  0   1.0037 348.6300
1982  98 351  4.0 342.3  0   1.0037 348.6300
1982 104 352  2.9 339.2  0   1.0007 347.9600
1982 104 352  0.7 340.3  0   1.0007 347.9600
1982 110 353  0.7 346.2  0   1.0015 348.5000
1982 110 353  0.9 345.8  0   1.0015 348.5000
1982 116 354  1.0 340.4  0   1.0015 348.4000
1982 116 354  0.7 348.0  0   1.0015 348.4000
1982 127 355  1.2 341.4  0   1.0016 348.0400
1982 127 355  1.3 343.0  0   1.0016 348.0400
1982 131 356  2.7 348.3  0   1.0036 348.1000
1982 131 356  2.4 341.9  0   1.0036 348.1000
1982 138 357  1.9 336.9  2
1982 138 357  3.7 347.4  2   1.0027 347.6500
1982 144 358  2.1 347.4  0   1.0038 347.5500
1982 144 358  1.8 344.5  0   1.0038 347.5500
1982 152 359  1.0 338.1  0   1.0044 348.3700
1982 152 359  1.8 343.8  0   1.0044 348.3700
1982 161 360  1.5 340.4  2
1982 161 360  1.3 372.1  2   1.0058 346.7700
1982 165 361  1.9 337.1  0   1.0062 347.1100
1982 165 361  1.2 339.2  0   1.0062 347.1100
1982 177 362  9.5 364.4  1   1.0066 343.1300
1982 177 362  2.5 348.3  2   1.0066 343.1300
1982 182 363  2.6 351.4  2
1982 182 363  2.6 365.4  2   1.0066 342.2600
1982 186 364  1.7 348.4  0   1.0068 341.2300
1982 186 364  1.0 344.0  0   1.0068 341.2300
1982 193 365  2.1 363.7  2
1982 193 365  2.8 345.3  2   1.0074 340.2900
1982 203 366  2.2 393.1  4   1.0061 340.2400
1982 203 366  0.8 401.4  4   1.0061 340.2400
1982 210 367  2.5 339.5  0   1.0071 336.5800
1982 210 367  3.7 344.3  0   1.0071 336.5800
1982 219 368  3.2 350.4  0   1.0102 330.0300
1982 219 368  3.0 346.2  0   1.0102 330.0300
1982 221 369  3.4 345.8  0   1.0061 334.3000
1982 221 369  3.6 345.4  0   1.0061 334.3000
1982 233 370  2.9 343.3  0   1.0062 332.1900
1982 233 370  2.7 341.9  0   1.0062 332.1900
1982 235 371  1.3 347.6  0   1.0066 331.3500
1982 235 371  2.4 343.0  0   1.0066 331.3500
