 EVENT #: 6   NBS METROLOGY B165
       28001.0    -48.000
       28002.0    -48.000
       28003.0    -60.000
       28004.0    -48.000
       28005.0    -60.000
       28006.0    -60.000
       28007.0      0.000
       28008.0    -60.000
       28009.0   -144.000
       28010.0    -12.000
       28011.0    -48.000
       28012.0    -60.000
       28013.0    -48.000
       28014.0    -48.000
       28015.0    -60.000
       28016.0    -60.000
       28017.0    -60.000
       28018.0    -48.000
       28019.0    -60.000
       28020.0    -48.000
       28021.0    -48.000
       28022.0      0.000
       28023.0   -156.000
       28024.0      0.000
       28025.0    -48.000
       28026.0    -48.000
       28027.0    -48.000
       28028.0    -60.000
       28029.0    -48.000
       28030.0    -60.000
       28031.0    -48.000
       28032.0    -48.000
       28033.0    -60.000
       28034.0    -48.000
       28035.0    -48.000
       28036.0    -48.000
       28037.0    -48.000
       28038.0     48.000
       28039.0   -108.000
       28040.0   -108.000
       28041.0    -72.000
       28042.0    -48.000
       28043.0    -60.000
       28044.0    -48.000
       28045.0    -36.000
       28046.0    -48.000
       28047.0    -48.000
       28048.0    -60.000
       28049.0    -48.000
       28050.0    -60.000
       28051.0    -48.000
       28052.0    -48.000
       28053.0    -48.000
       28054.0     36.000
       28055.0    -96.000
       28056.0   -132.000
       28057.0    -48.000
       28058.0    -48.000
       28059.0    -60.000
       28060.0    -48.000
       28061.0    -48.000
       28062.0    -60.000
       28063.0    -48.000
       28064.0    -60.000
       28065.0    -48.000
       28066.0    -48.000
       28067.0    -48.000
       28068.0    -48.000
       28069.0    -48.000
       28070.0    -48.000
       28071.0    -48.000
       28072.0    -48.000
       28073.0    -48.000
       28074.0    -48.000
       28075.0    -48.000
       28076.0    -48.000
       28077.0      0.000
       28078.0   -108.000
       28079.0    -24.000
       28080.0    -72.000
       28081.0    -48.000
       28082.0    -48.000
       28083.0    -60.000
       28084.0    -48.000
       28085.0    -48.000
       28086.0    -48.000
       28087.0    -48.000
       28088.0    -48.000
       28089.0    -48.000
       28090.0    -48.000
       28091.0    -48.000
       28092.0    -48.000
       28093.0    -48.000
       28094.0    -48.000
       28095.0    -48.000
       28096.0    -48.000
       28097.0    -48.000
       28098.0    -48.000
       28099.0    -48.000
       28100.0      0.000
       28101.0   -132.000
       28102.0      0.000
       28103.0    -60.000
       28104.0    -48.000
       28105.0    -48.000
       28106.0    -60.000
       28107.0    -48.000
       28108.0    -48.000
       28109.0    -48.000
       28110.0    -48.000
       28111.0    -48.000
       28112.0    -48.000
       28113.0    -48.000
       28114.0    -48.000
       28115.0    -48.000
       28116.0    -48.000
       28117.0    -48.000
       28118.0    -48.000
       28119.0    -48.000
       28120.0    -48.000
       28121.0    -48.000
       28122.0    -48.000
       28123.0    -48.000
       28124.0    120.000
       28125.0   -120.000
       28126.0   -120.000
       28127.0    -72.000
       28128.0    -48.000
       28129.0    -60.000
       28130.0    -48.000
       28131.0    -36.000
       28132.0    -48.000
       28133.0    -48.000
       28134.0    -60.000
       28135.0    -48.000
       28136.0    -48.000
       28137.0    -48.000
       28138.0    -48.000
       28139.0    -48.000
       28140.0    -48.000
       28141.0      0.000
       28142.0   -108.000
       28143.0    -72.000
       28144.0    -36.000
       28145.0      0.000
       28146.0    -48.000
       28147.0    -60.000
       28148.0    -24.000
       28149.0    -48.000
       28150.0    -36.000
       28160.0    -74.400
       28161.0      0.000
       28162.0   -132.000
       28163.0    -24.000
       28164.0    -60.000
       28165.0    -48.000
       28166.0    -48.000
       28167.0    -60.000
       28168.0    -48.000
       28169.0    -48.000
       28170.0    -36.000
       28171.0    -48.000
       28172.0    -48.000
       28173.0      0.000
       28174.0   -132.000
       28175.0      0.000
       28176.0    -48.000
       28177.0    -48.000
       28178.0    -48.000
       28179.0    -48.000
       28180.0    -48.000
       28181.0    -48.000
       28182.0    -48.000
       28183.0    -48.000
       28184.0    -48.000
       28185.0    -48.000
       28186.0      0.000
       28187.0    -96.000
       28188.0    -84.000
       28189.0    -72.000
       28190.0    -48.000
       28191.0    -60.000
       28192.0    -48.000
       28193.0    -36.000
       28194.0    -48.000
       28195.0    -36.000
       28196.0    -48.000
       28197.0    -48.000
       28198.0    -48.000
       28199.0    -48.000
       28200.0    -48.000
       28201.0    -48.000
       28202.0    -48.000
       28203.0     72.000
       28204.0    -96.000
       28205.0   -120.000
       28206.0    -72.000
       28207.0    -48.000
       28208.0    -60.000
       28209.0    -48.000
       28210.0    -36.000
       28211.0    -48.000
       28212.0    -48.000
       28213.0    -48.000
       28214.0    -48.000
       28215.0    -48.000
       28216.0    -48.000
       28217.0    -48.000
       28218.0    -48.000
       28219.0    -48.000
       28220.0    -48.000
       28221.0    -48.000
       28222.0    -48.000
       28223.0    -48.000
       28224.0    -48.000
       28225.0    -48.000
       28226.0    -48.000
       28227.0    -48.000
       28228.0    -48.000
       28229.0    -48.000
       28230.0    -48.000
       28231.0    -48.000
       28232.0    -48.000
       28233.0    -48.000
       28234.0    -48.000
       28235.0    -48.000
       28236.0    -48.000
       28237.0    -48.000
       28238.0    -48.000
       28239.0    -48.000
       28240.0    -48.000
       28241.0    -48.000
       28242.0    -48.000
       28243.0    -48.000
       28244.0    -48.000
       28245.0    -48.000
       28246.0    -48.000
       28247.0    -48.000
       28248.0    -48.000
       28249.0    -48.000
       28250.0    -48.000
       28251.0    -48.000
       28252.0    -48.000
       28253.0    -48.000
       28254.0    -48.000
       28255.0    -48.000
       28256.0    -48.000
       28257.0      0.000
       28258.0   -108.000
       28259.0    -12.000
       28260.0    -60.000
       28261.0    -36.000
       28262.0    -48.000
       28263.0    -48.000
       28264.0    -36.000
       28265.0    -48.000
       28266.0    -36.000
       28267.0    -48.000
       28268.0    -48.000
       28269.0    -48.000
       28270.0    -48.000
       28271.0    -48.000
       28272.0    -48.000
       28273.0    -48.000
       28274.0    132.000
       28275.0   -108.000
       28276.0   -144.000
       28277.0    -72.000
       28278.0    -36.000
       28279.0    -60.000
       28280.0    -36.000
       28281.0    -24.000
       28282.0    -48.000
       28283.0    -36.000
       28284.0    -48.000
       28285.0    -48.000
       28286.0    -48.000
       28287.0      0.000
       28288.0   -132.000
       28289.0    -24.000
       28290.0    -60.000
       28291.0    -36.000
       28292.0    -48.000
       28293.0    -48.000
       28294.0    -36.000
       28295.0    -48.000
       28296.0    -36.000
       28297.0    -48.000
       28298.0    -48.000
       28299.0    120.000
       28300.0    -96.000
       28301.0   -144.000
       28302.0    -48.000
       28303.0      0.000
       28304.0    -36.000
       28305.0    -60.000
       28306.0    -60.000
       28307.0    -48.000
       28308.0    -48.000
       28309.0    -48.000
       28310.0    -48.000
       28311.0    -48.000
       28312.0    -48.000
       28313.0    -48.000
       28314.0    -48.000
       28315.0      0.000
       28316.0   -132.000
       28317.0      0.000
       28318.0    -48.000
       28319.0    -36.000
       28320.0    -36.000
       28321.0    -48.000
       28322.0    -36.000
       28323.0    -48.000
       28324.0    -36.000
       28325.0    -48.000
       28326.0    -48.000
       28327.0    -48.000
       28328.0    -48.000
       28329.0    -48.000
       28330.0    -48.000
       28331.0    -48.000
       28332.0    -48.000
       28333.0    -48.000
       28334.0    -48.000
       28335.0    -48.000
       28336.0    -36.000
       28337.0    -48.000
       28338.0    -48.000
       28339.0    -48.000
       28340.0    -48.000
       28341.0    -48.000
       28342.0    -36.000
       28343.0    -36.000
       28344.0    -36.000
       28345.0    -48.000
       28346.0    -48.000
       28347.0    -48.000
       28348.0    -36.000
       28349.0    -36.000
       28350.0    -36.000
       28351.0    -36.000
       28352.0    -36.000
       28353.0    -48.000
       28354.0    -36.000
       28355.0    -48.000
       28356.0    -36.000
       28357.0    -48.000
       28358.0    -36.000
       28359.0    -36.000
       28360.0    -36.000
       28361.0    -36.000
       28362.0    -36.000
       28363.0    -36.000
       28364.0    -48.000
       28365.0      0.000
       28366.0    -24.000
       28367.0    -96.000
       28368.0      0.000
       28369.0    -36.000
       28370.0    -36.000
       28371.0    -36.000
       28372.0    -48.000
       28373.0    -48.000
       28374.0    -48.000
       28375.0    -36.000
       28376.0    -36.000
       28377.0    -48.000
       28378.0    -36.000
       28379.0    -36.000
       28380.0      0.000
       28381.0   -144.000
       28382.0      0.000
       28383.0    -48.000
       28384.0    -36.000
       28385.0    -36.000
       28386.0    -48.000
       28387.0    -36.000
       28388.0    -48.000
       28389.0    -36.000
       28390.0    -36.000
       28391.0      0.000
       28392.0   -132.000
       28393.0      0.000
       28394.0    -48.000
       28395.0    -24.000
       28396.0    -48.000
       28397.0    -48.000
       28398.0    -36.000
       28399.0    -48.000
       28400.0    -36.000
       28401.0    -36.000
       28402.0    -36.000
       28403.0    -48.000
       28404.0    156.000
       28405.0   -108.000
       28406.0   -144.000
       28407.0    -36.000
       28408.0    -36.000
       28409.0    -60.000
       28410.0    -24.000
       28411.0    -24.000
       28412.0    -48.000
       28413.0    -36.000
       28414.0    -48.000
       28416.0    -67.200
       28417.0    -36.000
       28418.0    -48.000
       28419.0    -36.000
       28420.0      0.000
       28421.0    -24.000
       28422.0   -120.000
       28423.0      0.000
       28424.0    -36.000
       28425.0    -48.000
       28426.0    -36.000
       28427.0    -36.000
       28428.0    -36.000
       28429.0    -36.000
       28430.0    -36.000
       28431.0    -36.000
       28432.0    -36.000
       28433.0    -36.000
       28434.0    -36.000
       28435.0    -36.000
       28436.0    -36.000
       28437.0    -36.000
       28438.0    -36.000
       28439.0    -36.000
       28440.0      0.000
       28441.0    -48.000
       28442.0    -96.000
       28443.0    -24.000
       28444.0    -36.000
       28445.0    -48.000
       28446.0    -24.000
       28447.0    -36.000
       28448.0    -36.000
       28449.0    -36.000
       28450.0    -36.000
       28451.0    -36.000
       28452.0    -36.000
       28453.0    -36.000
       28454.0    -36.000
       28455.0    -36.000
       28456.0    -36.000
       28457.0    -36.000
       28458.0    -36.000
       28459.0    -36.000
       28460.0    -36.000
       28461.0    -36.000
       28462.0    -36.000
       28463.0    -36.000
       28464.0    -36.000
       28465.0    -36.000
       28466.0    -36.000
       28467.0    -36.000
       28468.0    -36.000
       28469.0    -36.000
       28470.0    -36.000
       28471.0    -36.000
       28472.0    -36.000
       28473.0    -36.000
       28474.0    -36.000
       28475.0    -36.000
       28476.0    -36.000
       28477.0    -36.000
       28478.0    -36.000
       28479.0    -36.000
       28480.0    -36.000
       28481.0    -36.000
       28482.0    -36.000
       28483.0    -36.000
       28484.0    -36.000
       28485.0    -36.000
       28486.0    -36.000
       28487.0    -36.000
       28488.0    -36.000
       28489.0    -36.000
       28490.0    -36.000
       28491.0    -36.000
       28492.0    -36.000
       28493.0    -36.000
       28494.0    -36.000
       28495.0     72.000
       28496.0    -72.000
       28497.0    -96.000
       28498.0    -48.000
       28499.0    -36.000
       28500.0    -48.000
       28501.0    -24.000
       28502.0    -24.000
       28503.0    -36.000
       28504.0    -36.000
       28505.0    -36.000
       28506.0    -36.000
       28507.0    -36.000
       28508.0    -36.000
       28509.0    -12.000
       28510.0      0.000
       28511.0   -132.000
       28512.0      0.000
       28513.0    -36.000
       28514.0    -36.000
       28515.0    -24.000
       28516.0    -36.000
       28517.0    -36.000
       28518.0    -36.000
       28519.0    -36.000
       28520.0    -36.000
       28521.0    -36.000
       28522.0      0.000
       28523.0   -144.000
       28524.0      0.000
       28525.0    -24.000
       28526.0    -72.000
       28527.0    -36.000
       28528.0    -48.000
       28529.0    -36.000
       28530.0    -36.000
       28531.0    -36.000
       28532.0    -36.000
       28533.0    -36.000
       28534.0    -36.000
       28535.0      0.000
       28536.0   -144.000
       28537.0      0.000
       28538.0    -48.000
       28539.0    -24.000
       28540.0    -36.000
       28541.0    -48.000
       28542.0    -24.000
       28543.0    -36.000
       28544.0    -24.000
       28545.0    -36.000
       28546.0    -36.000
       28547.0    -36.000
       28548.0    -36.000
       28549.0    -36.000
       28550.0    -36.000
       28551.0    -36.000
       28552.0    -36.000
       28553.0      0.000
       28554.0    -84.000
       28555.0    -24.000
       28556.0    -48.000
       28557.0    -36.000
       28558.0    -36.000
       28559.0    -36.000
       28560.0    -24.000
       28561.0    -36.000
       28562.0    -24.000
       28563.0    -36.000
       28564.0    -36.000
       28565.0    -36.000
       28566.0    -36.000
       28567.0    -36.000
       28568.0    -24.000
       28569.0    -36.000
       28570.0    -36.000
       28571.0    -36.000
       28572.0    -36.000
       28573.0    -36.000
       28574.0    -36.000
       28575.0    -36.000
       28576.0    -36.000
       28577.0      0.000
       28578.0    -48.000
       28579.0    -84.000
       28580.0    -24.000
       28581.0    -24.000
       28582.0    -36.000
       28583.0    -24.000
       28584.0    -24.000
       28585.0    -36.000
       28586.0    -36.000
       28587.0    -36.000
       28588.0    -36.000
       28589.0    -36.000
       28590.0    -36.000
       28591.0    -36.000
       28592.0    -36.000
       28593.0    -36.000
       28594.0    -36.000
       28595.0    -36.000
       28596.0    -36.000
       28597.0    -36.000
       28598.0    -36.000
       28599.0    -36.000
       28600.0    -36.000
       28601.0    -36.000
       28602.0    -36.000
       28603.0    -36.000
       28604.0    -24.000
       28605.0    -24.000
       28606.0    -36.000
       28607.0    -24.000
       28608.0    -24.000
       28609.0    -36.000
       28610.0    -24.000
       28611.0    -36.000
       28612.0    -24.000
       28613.0    -24.000
       28614.0    -36.000
       28615.0    -36.000
       28616.0    -24.000
       28617.0    -36.000
       28618.0    -24.000
       28619.0    -24.000
       28620.0    -36.000
       28621.0    -24.000
       28622.0    -24.000
       28623.0    -24.000
       28624.0    -24.000
       28625.0    -24.000
       28626.0    -24.000
       28627.0      0.000
       28628.0    -84.000
       28629.0    -12.000
       28630.0    -36.000
       28631.0    -24.000
       28632.0    -36.000
       28633.0    -36.000
       28634.0    -24.000
       28635.0    -24.000
       28636.0    -24.000
       28637.0    -24.000
       28638.0    -24.000
       28639.0    -36.000
       28640.0     48.000
       28641.0    -72.000
       28642.0   -108.000
       28643.0    -12.000
       28644.0    -48.000
       28645.0    -24.000
       28646.0    -36.000
       28647.0    -24.000
       28648.0    -24.000
       28649.0    -36.000
       28650.0    -24.000
       28651.0    -36.000
       28652.0    -36.000
       28653.0      0.000
       28654.0   -144.000
       28655.0      0.000
       28656.0    -48.000
       28657.0    -24.000
       28658.0    -36.000
       28659.0    -36.000
       28660.0    -24.000
       28661.0    -24.000
       28662.0    -24.000
       28663.0    -24.000
       28664.0    -24.000
       28665.0    -36.000
       28666.0    -36.000
       28667.0     12.000
       28668.0    -84.000
       28669.0    -72.000
       28670.0    -24.000
       28671.0    -24.000
       28672.0    -24.000
       28928.0    -59.200
       28929.0    -48.000
       28930.0    -12.000
       28931.0    -24.000
       28932.0      0.000
       28933.0    -36.000
       28934.0    -96.000
       28935.0      0.000
       28936.0    -24.000
       28937.0    -36.000
       28938.0    -24.000
       28939.0    -24.000
       28940.0    -36.000
       28941.0    -36.000
       28942.0    -36.000
       28943.0    -24.000
       28944.0    -24.000
       28945.0    -24.000
       28946.0    -24.000
       28947.0    -24.000
       28948.0    -24.000
       28949.0    -24.000
       28950.0      0.000
       28951.0    -24.000
       28952.0    -96.000
       28953.0    -12.000
       28954.0    -24.000
       28955.0    -36.000
       28956.0    -24.000
       28957.0    -24.000
       28958.0    -36.000
       28959.0    -24.000
       28960.0    -24.000
       28961.0    -24.000
       28962.0    -24.000
       28963.0    -24.000
       28964.0    -24.000
       28965.0    -24.000
       28966.0    -24.000
       28967.0    -24.000
       28968.0    -24.000
       28969.0    -24.000
       28970.0    -24.000
       28971.0    -24.000
       28972.0    -24.000
       28973.0    -24.000
       28974.0    -24.000
       28975.0    -24.000
       28976.0    -24.000
       28977.0    -24.000
       28978.0    -24.000
       28979.0    -24.000
       28980.0    -24.000
       28981.0    -24.000
       28982.0    -24.000
       28983.0    -24.000
       28984.0    -24.000
       28985.0    -24.000
       28986.0    -24.000
       28987.0    -24.000
       28988.0    -24.000
       28989.0    -24.000
       28990.0    -24.000
       28991.0    -24.000
       28992.0    -24.000
       28993.0    -24.000
       28994.0    -24.000
       28995.0    -24.000
       28996.0    -24.000
       28997.0    -24.000
       28998.0    -24.000
       28999.0    -24.000
       29000.0    -24.000
       29001.0    -24.000
       29002.0    -24.000
       29003.0    -24.000
       29004.0    -24.000
       29005.0      0.000
       29006.0    -96.000
       29007.0      0.000
       29008.0    -24.000
       29009.0    -24.000
       29010.0    -24.000
       29011.0    -24.000
       29012.0    -24.000
       29013.0    -24.000
       29014.0    -24.000
       29015.0    -24.000
       29016.0    -24.000
       29017.0    -24.000
       29018.0    -12.000
       29019.0      0.000
       29020.0   -120.000
       29021.0      0.000
       29022.0    -24.000
       29023.0    -24.000
       29024.0    -24.000
       29025.0    -24.000
       29026.0    -24.000
       29027.0    -24.000
       29028.0    -24.000
       29029.0    -24.000
       29030.0    -24.000
       29031.0     24.000
       29032.0    -72.000
       29033.0    -72.000
       29034.0    -48.000
       29035.0    -24.000
       29036.0    -36.000
       29037.0    -24.000
       29038.0    -12.000
       29039.0    -24.000
       29040.0    -12.000
       29041.0    -24.000
       29042.0    -24.000
       29043.0    -24.000
       29044.0    -24.000
       29045.0    -12.000
       29046.0      0.000
       29047.0   -144.000
       29048.0      0.000
       29049.0    -24.000
       29050.0    -24.000
       29051.0    -12.000
       29052.0    -24.000
       29053.0    -24.000
       29054.0    -24.000
       29055.0    -24.000
       29056.0    -24.000
       29057.0    -24.000
       29058.0    -24.000
       29059.0    -24.000
       29060.0    -24.000
       29061.0    -24.000
       29062.0    -24.000
       29063.0    -24.000
       29064.0    -24.000
       29065.0    -24.000
       29066.0    -24.000
       29067.0    -24.000
       29068.0    -24.000
       29069.0    -24.000
       29070.0    -24.000
       29071.0    -24.000
       29072.0    -24.000
       29073.0    -24.000
       29074.0    -24.000
       29075.0    -24.000
       29076.0    -24.000
       29077.0    -24.000
       29078.0    -24.000
       29079.0    -24.000
       29080.0    -24.000
       29081.0    -24.000
       29082.0    -24.000
       29083.0    -24.000
       29084.0    -24.000
       29085.0    -24.000
       29086.0    -24.000
       29087.0    -24.000
       29088.0    -24.000
       29089.0    -24.000
       29090.0    -24.000
       29091.0    -24.000
       29092.0    -24.000
       29093.0    -24.000
       29094.0    -24.000
       29095.0    -24.000
       29096.0    -24.000
       29097.0    -24.000
       29098.0    -24.000
       29099.0    -24.000
       29100.0    -24.000
       29101.0    -24.000
       29102.0    -24.000
       29103.0    -24.000
       29104.0    -24.000
       29105.0    -24.000
       29106.0    -24.000
       29107.0    -24.000
       29108.0    -24.000
       29109.0    -24.000
       29110.0    -24.000
       29111.0    -24.000
       29112.0    -24.000
       29113.0    -24.000
       29114.0    -24.000
       29115.0    -24.000
       29116.0    -24.000
       29117.0    -24.000
       29118.0    -24.000
       29119.0    -24.000
       29120.0    -24.000
       29121.0    -24.000
       29122.0    -24.000
       29123.0    -24.000
       29124.0    -24.000
       29125.0    -24.000
       29126.0    -24.000
       29127.0    -24.000
       29128.0    -24.000
       29129.0    -24.000
       29130.0    -24.000
       29131.0    -24.000
       29132.0    -24.000
       29133.0    -24.000
       29134.0    -24.000
       29135.0    -24.000
       29136.0    -24.000
       29137.0    -24.000
       29138.0    -24.000
       29139.0    -24.000
       29140.0    -24.000
       29141.0    -24.000
       29142.0    -24.000
       29143.0    -24.000
       29144.0    -24.000
       29145.0    -24.000
       29146.0    -24.000
       29147.0    -24.000
       29148.0    -24.000
       29149.0    -24.000
       29150.0    -24.000
       29151.0    -24.000
       29152.0    -24.000
       29153.0    -24.000
       29154.0    -24.000
       29155.0    -24.000
       29156.0    -24.000
       29157.0    -24.000
       29158.0    -24.000
       29159.0    -24.000
       29160.0    -24.000
       29161.0    -24.000
       29162.0    -24.000
       29163.0    -24.000
       29164.0    -24.000
       29165.0    -24.000
       29166.0    -24.000
       29167.0    -24.000
       29168.0    -24.000
       29169.0    -24.000
       29170.0    -24.000
       29171.0    -24.000
       29172.0    -24.000
       29173.0    -24.000
       29174.0    -24.000
       29175.0    -24.000
       29176.0    -24.000
       29177.0    -24.000
       29178.0    -24.000
       29179.0    -24.000
       29180.0    -24.000
       29181.0    -12.000
       29182.0    -24.000
       29183.0    -24.000
       29184.0    -24.000
       29440.0    -50.800
       29441.0    -24.000
       29442.0    -24.000
       29443.0    -24.000
       29444.0    -24.000
       29445.0    -24.000
       29446.0    -24.000
       29447.0    -24.000
       29448.0    -24.000
       29449.0    -12.000
       29450.0    -24.000
       29451.0    -24.000
       29452.0    -24.000
       29453.0    -12.000
       29454.0    -24.000
       29455.0    -24.000
       29456.0    -24.000
       29457.0    -24.000
       29458.0    -24.000
       29459.0    -24.000
       29460.0    -12.000
       29461.0    -12.000
       29462.0    -24.000
       29463.0    -12.000
       29464.0    -12.000
       29465.0    -24.000
       29466.0    -12.000
       29467.0    -12.000
       29468.0    -24.000
       29469.0    -12.000
       29470.0    -12.000
       29471.0    -24.000
       29472.0    -12.000
       29473.0    -12.000
       29474.0    -12.000
       29475.0    -12.000
       29476.0    -12.000
       29477.0    -12.000
       29478.0    -24.000
       29479.0    -12.000
       29480.0    -12.000
       29481.0    -12.000
       29482.0    -12.000
       29483.0    -12.000
       29484.0    -12.000
       29485.0    -24.000
       29486.0    -12.000
       29487.0    -12.000
       29488.0    -12.000
       29489.0    -12.000
       29490.0    -12.000
       29491.0    -12.000
       29492.0    -12.000
       29493.0    -12.000
       29494.0    -12.000
       29495.0    -12.000
       29496.0    -12.000
       29497.0    -12.000
       29498.0    -12.000
       29499.0    -12.000
       29500.0    -12.000
       29501.0    -12.000
       29502.0    -12.000
       29503.0    -12.000
       29504.0    -12.000
       29696.0    -41.600
       29952.0    -32.400
       30208.0    -24.000
       30464.0    -15.200
       30720.0     -5.600
       30976.0      3.600
